row_id,group,partition
0,4247266ed3e6245722339170b1a1e39b2226972bffb22f322601f5c8bff4cd38,evaluation
1,e42926619ca8c47e5307bd777c24f49ce8a3331a52e63884a348e324677bfc6a,train
2,3604d506b205ce2dcf2d66b2c91bfcc204bf80abffecb7aa3a76d4f02dcfd7a6,train
3,e74bf94fb59c9bdc979385112e8ec503e3418f342497060e2fbdcd700ef6a955,train
4,e74bf94fb59c9bdc979385112e8ec503e3418f342497060e2fbdcd700ef6a955,train
5,3604d506b205ce2dcf2d66b2c91bfcc204bf80abffecb7aa3a76d4f02dcfd7a6,train
6,f6ba8e7e94e877bf0951497c90f4182406d8666c3e371c96ffee464e2498b5f4,train
7,4247266ed3e6245722339170b1a1e39b2226972bffb22f322601f5c8bff4cd38,evaluation
8,e42926619ca8c47e5307bd777c24f49ce8a3331a52e63884a348e324677bfc6a,train
9,3bb9089a08b626e09726e07db86aa2ed3663776cebbd552b1a760c4cf7e57ff3,train
10,153406b05e85b72c3627460ecc994d2c6a5afe58d8088ca3875edb5ca75ea480,train
11,c1190bc08ef907a0b0e57bd56686c9392190dc187aa3e472bfb3d60939333b29,train
12,1649662e28b0a35d5dc9c721aa916170bcc1da0fb87117abde0b887e24577944,train
13,c0c0dfb8195a1e69683873b216e76ec756563bac3735a4166bc9e3942005d7ff,evaluation
14,50220c6d4a26b5df81de69d40aba523e99862373c65fa45ac5076bc246457a27,evaluation
15,b52623f3a41e38416ecb2e25bc154574f34950aa64891ce4f6bbf73b177af496,train
16,a72867e41da5f035589bd80940d012c6d2c351af898b62341e7120949b47bb97,train
17,488cc31c292c5ea8e3334729a9414d0b9a6a003ded71b07ceacfed489011fcb2,train
18,5e0d82df33277a89bfcf86f588d40a69874faa04a1d6ac037e718a4868446f4c,train
19,ea606bf7d94a699dd01c0119537a538aa977570ec8514dd60a5ecbc15484a1d0,train
20,488cc31c292c5ea8e3334729a9414d0b9a6a003ded71b07ceacfed489011fcb2,train
21,00fa0f6ff900afb07202e7386fecd6387d71a5412f862876ebe736ae63d990b6,train
22,b3082afd111cb68a7834703b2d5512319f40487332457865c156bc49644dc53a,evaluation
23,b4176343f34202a0e683fb4b4c8d269f6fe57bada7906f1c340bd08363ecad08,train
24,cfae1e5e6e2320bbbc03367e578c1c5a7046c5440922aadd2a531a1a1a7dd754,train
25,dbb2fde46f813a56af998b9f011925cdf22d0bdf1695bfa9805be3c3e48cd5eb,evaluation
26,a5a22e8b9c1c8a8bab036941e2fc8b841f68190c093acefc21d251d55333a3c3,selection
27,d16c6acc9da005b29b228e686a1d4305fcb5bc86a25866eaeb0e1388a49c3292,selection
28,e2e0f0dda34271694f8fe6f9ebd2e6084650e056d1b363e6ec9c43d0163dec75,evaluation
29,847c62c158e0d6e3bff4a9df8efd98717072b258c2d573aa5baef03b472821f2,evaluation
30,fe4986d53dd059ec86668ece03b06e7822208552a3fcbe42d6999ced654bfbde,evaluation
31,22d9e1ca8e7c29f76f903792c7f03450bdf25037ea9a18b69cd55af2e5a6683a,train
32,f438414b49d6883b872b7dba4f53a7772679452168d8041f2adc5cb6ecab060e,evaluation
33,345121d5c8a6e50c72ea97f740ede5c39ac114ffbe1c4b1ad68cdf3d364401ac,train
34,2b47efd3e654e03c9a9d107b287739e670a83cc886c57ada64ac2a5931c5267b,train
35,3ad48c232b75355cd765a0d1323a863bb18255d39e5c5d239fbd65107977e473,train
36,d584f2831d70de42ebe9bb74d88ce34b73f0ff26fc9150892ada9e605325773e,evaluation
37,4096bdf3aa6dab8ab0bfaa7a48b3fd4877d37641c81ee8d8234f9d411f2103d2,train
38,59bdc5ad699652c70921a863134ed5d72b95e81b13ae657e6a40c307762b7304,selection
39,59bdc5ad699652c70921a863134ed5d72b95e81b13ae657e6a40c307762b7304,selection
40,3105e5ad30a4baddc47ecf875f5eacae1f95b265949774d392f014dc82ed849b,train
41,ceb8222a712788dcdbbdafe97c6f7ecf0ee0dcda77b7b276e2e5d157ec463ac2,train
42,51066ce08d2ec613235ebbf159fd66ede519903e0cb8e6ccdfcd236f195a7740,evaluation
43,1e3dfff13d70b75e7833683b315db5dc93a46f61360a14a6403e1fa427c496c5,evaluation
44,cdf3905c0c56285141e7745aa6110786583308d9cf505ff9e14d44b305c34c5a,evaluation
45,51f6b3f7afb36395fc665e0e56a26294e9f38de20b90157fd85f60f662d7a04b,evaluation
46,455fba8fb76ad92cd8cb83a41d9187758eea30ca41b5369c9ee15bdfbbb080eb,train
47,adf32ea457f2a65e96891d9c5d320d68bd186eeeda0e6075dce944c46380d477,train
48,51066ce08d2ec613235ebbf159fd66ede519903e0cb8e6ccdfcd236f195a7740,evaluation
49,129937f4f98da28acb177df279cf28cd5da64c458c4d9c8283b40a370cdce6a7,selection
50,0df9990de683d94471a93b45f188d10a2d646b68909750d72e11191fa5473145,train
51,8b804499fccd3b8eb59fb7cdbf0324cfb41de612754e569d71982e2613fe13a8,selection
52,6439d8a45c0d897c2aaf408a8442b73f7823d3d9f15610583cfc3944981305ab,train
53,b99745f1adac939baad3f5b6dc1805b64db5996f2b5fcb88c43b37afdcbdaf26,selection
54,e93f668191bd667792388219ffca5d550c379a70fa3342dbca00c1de95630dae,evaluation
55,905ffc5a9a9fa51c7fc406e741ebebcc8c5b7fd3f64cb7357e1ba4cfbf9bf461,evaluation
56,5cf548054ce09c3f29c20cd361f761937b447b8e7f209479770a391930b9d2b3,evaluation
57,f0b7bd09c3b2aa89e35812e47bb401bdc990f3f989fab7f014bd18e7f522539e,train
58,3b262c9cc89bd6ecdbe3dafe815daa2babbde69da904ca91be23a57074df87f5,evaluation
59,f345e3e20b3510a7396971e598eb3ef0b61ca3d2910637bf0e78b3c14f0d1db1,train
60,05ec5cf07c361b43bc9df82dd3144984508d7b5f7a3f97042772e5ee70ca811a,train
61,f0b7bd09c3b2aa89e35812e47bb401bdc990f3f989fab7f014bd18e7f522539e,train
62,50caadc21718b8e597522c8d5de6b745991c655d6ec7fb7cb88db29bc6e3a695,train
63,3b262c9cc89bd6ecdbe3dafe815daa2babbde69da904ca91be23a57074df87f5,evaluation
64,f44785ce276f2fb456f3fde9216763b50b476187141e717bb2b1b030b315dae4,train
65,77911d4a54ff50a5258a87b4c58c76f76c10bd80b9ae1c5487a855a80df7d414,train
66,a84c890d7e6cd76e40b4794f4e28ee4a4bd931eb33d38617d4bcfda2b264477b,train
67,e7173c29f842033ee94168d8429c56f2a16be05ad9b54b0d4390536506763172,selection
68,40af2c7664af10ba7774f7da1c3f93f26d1e6f6342533878051326f7f4800dc0,train
69,8f021ad93b47a39dd1012641b2605acda593c7c3a9332bd148fc1e154ecb6f59,train
70,7c85e4ff58b6a6f6f9f9852b06eb9b68a45955670772b7ce63f4ea6bc197bf52,train
71,04ba88748ee8bb562b0618a77b07074301185cafd16a55027920b5552a50ad1d,evaluation
72,340099ffb96f7915f3b1f52af1af3ab78bbff19ca9218420e0ed64d04605fd2f,selection
73,b7f0bf83e4c3e794db482a1aaba81f9aafbe1eae34da648aee88fcf50c7a2c2b,selection
74,40af2c7664af10ba7774f7da1c3f93f26d1e6f6342533878051326f7f4800dc0,train
75,8f021ad93b47a39dd1012641b2605acda593c7c3a9332bd148fc1e154ecb6f59,train
76,fbac0b9a84caf50492e17830c8bf9260e20306a8c3e5120071c3455ec0f0cb15,train
77,c874a4aa2bc7781ef103579c06ad1a4b5a8b0ccff930edb775e51ee41ccbfb2e,selection
78,b90a18552c9850e5c74913833393fd03b8ad8f0cf69b17615fa7b9ebcc6c241e,selection
79,7b5fd6deb867d52e5d92fc0dce1fa7b9286ecb6a9fb55893c97412f322ca9b19,evaluation
80,785c328a73f0a77114e9b234c5cd677fd4b46728f0fc89e88406f7d60a5412e0,evaluation
81,fe16fc202e14bb0eb94f9199df5b8c0d0685b9e1e5b42eb17c74e0f88d997bd9,train
82,4f499b8d2b5ddb920ff1e3e03050b054ca834a792be910e6a98d0d111d5aa818,selection
83,33fa2916eb0cf2b1f34d73d0f70e45013bffb00f469984bd1b854e8f87c5aec3,evaluation
84,6a5747c57497aa8195a34e6c7403648b538c153283a96c3c48834018e0fecbb1,train
85,dc1b1c493a739692ceb9458f09b6bb22cb33334d128b3d6cb771f36c8922ba4c,evaluation
86,3554b814d756a307513c4b4a744b5c9ebfa951215bc170b74c610901cdab1ad6,evaluation
87,5a8ab32cfb8e09e7b53e9d30e87ebcc2ae5bef571a38abd6d05f464e2c8717b2,selection
88,6a5747c57497aa8195a34e6c7403648b538c153283a96c3c48834018e0fecbb1,train
89,dc1b1c493a739692ceb9458f09b6bb22cb33334d128b3d6cb771f36c8922ba4c,evaluation
90,3554b814d756a307513c4b4a744b5c9ebfa951215bc170b74c610901cdab1ad6,evaluation
91,0380c6f25551b964a471410d163bcee1c7603eea6f749b32c987f7451704a43b,selection
92,c375b32ceafd46d7daf7de5caa8bd46a783cdabef0625e4db84292b3de6f2e36,train
93,eb3c96550ba51a229a7599805ce3b09ac252a29bb526fc8566cf395e4b2ae4b8,train
94,eefbafa4442103ac18812c32bdbe246d350a08660352aff454e02ae6c77cd231,train
95,81fa2cc431596d295e372f1be87259f0fce32302e7d0a8f6a895ab8f49416cb0,train
96,aab2b10f5f91b289bd7579238850626a3ab3f8e68cd4b30cdbd265d46164a947,train
97,4399a50c9017514263e2f21ece754159661627eb991f6ed6b13c4249322fd8b6,train
98,59477bf18cf3f54a254e47425a42abfd5be997a150b5891646e356df9fd187ad,selection
99,aab2b10f5f91b289bd7579238850626a3ab3f8e68cd4b30cdbd265d46164a947,train
100,1da2749db5553e583a0b40bdc47006a0de7b4ce9a7bb8f7b111349c3298439df,train
101,476dc3988f4404cf81b39275a9b24561fff08ee9fab72563c57d2fd1809e77ca,train
102,56a79d342b4f075e897f81aa21abccbdcf58eb68b6208506028a1942eda8a4af,evaluation
103,61dc71d05e2b95e315447a0a07c0aa95693339039dfea733bb1981b28df5a3d7,train
104,1da2749db5553e583a0b40bdc47006a0de7b4ce9a7bb8f7b111349c3298439df,train
105,355ded2d0c46610f02ed5d89c5cf981cb928888b6129bbdaf5deacc76e1af0fd,train
106,476dc3988f4404cf81b39275a9b24561fff08ee9fab72563c57d2fd1809e77ca,train
107,74a31b145d4e307cdc0cfe10e409587acbb734fe23f16aeb70cbc25fc897996b,train
108,74a31b145d4e307cdc0cfe10e409587acbb734fe23f16aeb70cbc25fc897996b,train
109,e0fc1c34e3ea73f33a1fff207d31e6d2bd384f2516c33c89bc36d70b5c9e117d,evaluation
110,198a5ef78785773eb72b5a4cdbe7635f0ad20e51dd6aef75cca76a0909dc85b0,train
111,17ca39234cd0c7398c45679fd76938ba3f06e5589d3cb0c2ab03683c55e7feb9,selection
112,8ae7c93d9c52836bb9722c17fafa7f6d1290da8698fe35ec0b20dfcc2d3c04c6,selection
113,fa227c52edb26b12e5a49d49b3bd060773bcc21ef6219c4760b84f898bb8c413,train
114,fa227c52edb26b12e5a49d49b3bd060773bcc21ef6219c4760b84f898bb8c413,train
115,091509affe77f0a26c1f57af94813ce4b49b5259de93e7a716551919e9394899,train
116,f44ca9022ff0c324a06bcfbaaa37732101a3f69b55484d3a6cf9d9c1096e8fdc,train
117,d7666a257c9d2eddf0a56cda3839c9a3d66849118361be29ed24cd5e18b5edf3,selection
118,8ae7c93d9c52836bb9722c17fafa7f6d1290da8698fe35ec0b20dfcc2d3c04c6,selection
119,f38e5fca92a3430c1a8e15732dc2805aed136c1d6bcc25cc1ec77e72c75e133c,selection
120,9c2ce4d1bd7f2e0fe06005ef6c7e1007321499837aae0d966e7efb6a491b7fb1,train
121,94bd4db07dcf3047bd448d085182af98f2eca9338f537165cb86142d60dbfc3d,train
122,032c3b32fd95f41f839e65fe74074ff7f48a0cb945c966f42f973cd773bf87c0,train
123,8c41642e4dc75e6ee99635edc0d2911b02e0797370eb5e95bb41a5f96b86ec91,evaluation
124,9ac283290d88b666d0ff8e92b1f18975e389be2bed68d385211347557c6ce892,evaluation
125,04dda4f627058096b86597e46e8abfa5248b74722e582bd7b61f96f8f34ebb0c,evaluation
126,080c97d78919e906a4fabcedceed4fc7becf8a008c8a4d5cadb735734322442e,train
127,ef5f90c17b501a555a77ecb07487a4ae0c83fd4fcadf79fe689c7283476cb3ed,train
128,32debcf68b94759b5c8516c5c4d15845279afb3e8d826a1dad197dee713ffb3a,train
129,257fadc38b0ce53c8f03348124f289342cf093a3931131489369b0411f9d9781,selection
130,4977014114629edb8ef772b904a2b0676bab37e2a36da6cddc30031a69d507c3,evaluation
131,ef5f90c17b501a555a77ecb07487a4ae0c83fd4fcadf79fe689c7283476cb3ed,train
132,026673bfb2130151ecc7eba65dc737c0d0faa467ae0d65d2e88bd8da70a3b6f1,train
133,66f7aa5a48f8090d40a0c8f1a1eaa61edeb257b488e8a9605c3e87cbb73b4010,evaluation
134,45966a683025d55384c5cd79cabc103765c29109b9721260547875f582182d85,train
135,e14f253c1ffb773c44f1ef4034f25a9157c40950a15fa84fa1a34990a5d85b6b,train
136,2d4106c62e08eb0e335864a11214d354c9e19110f9a6e460e7b6c5f7aeee0e3f,train
137,5838f9c935230ec5bc7e415dab7f20946ad639d28de023b83f7fab619d295be1,train
138,81b6eb916633f0fe40443dfbfe14300868158770def43789f8852ea992542a84,train
139,882328aaf916ebd9b864faa9f264e658e683bd2d975b99ec65604cb0f7896a4e,selection
140,c0b402f3a16c5b0d76d973fffc13e1513720387f8766079fca67e36e60907ffe,selection
141,5838f9c935230ec5bc7e415dab7f20946ad639d28de023b83f7fab619d295be1,train
142,26d75e6fd2f7622f0e6bdd1916d9d9b34a1ca1a6aedb577616c25cd0e387bbe6,train
143,7135ba6879df0d9c789f73ab7505fc8859d777eb829143586b5e34a51ba0816f,train
144,84df4792663fac517b470982d23ca9e2791585d72ec3cffdb4ad8c6f988f7ee9,train
145,93d744c15b4472c3cef321feac82dfa55d4913397b3009af4139bd4e70ef6db1,train
146,3cdc1e66f1412a4081cad8a13262ae99c9c29611fd7bef25e5fae6f109b853ab,train
147,25751d94f7483228ca8fb01480965e5cac2706846cd0724017d862cabcd44e90,train
148,b60b1ad4a72ac4bfaf12aeb1776a797e91fbbab949573cca152a1c5e899ae11f,evaluation
149,4efb084ce1ba4ef49e8cfa7aa0d52e43b98831603c59b7f3fd1af999fdd8ca7f,train
150,c2055886786b7a76ec355ed397cea20ecb82b84a32768dc71ab35034f8c67c36,train
151,8afb78f0cf232fc4d24674faeaf09183884051bb1fd2763173aad0ace13baf30,train
152,4efb084ce1ba4ef49e8cfa7aa0d52e43b98831603c59b7f3fd1af999fdd8ca7f,train
153,da9503a0ed30cd13aedbf256af7ca22c0eea9d6ab4fa7214aa74d5d6567af82e,train
154,c8080f183bc9c2a15e52a2b18a9a71acd979b66f1c9aaee9504182537f5ed7f9,evaluation
155,e3b31dd8520cc579cb970eda17c218afda98dba940ece5b9107f3161ad8687f5,selection
156,e3b31dd8520cc579cb970eda17c218afda98dba940ece5b9107f3161ad8687f5,selection
157,1966cd870ec8094eab6031ba6ce95c5cfde5c80ad1be5ad3924eb47f4a90d717,evaluation
158,7396be8b0d8524a3fda2bbab985aa20b75fb804a20704e96595944a21eb8e929,train
159,7396be8b0d8524a3fda2bbab985aa20b75fb804a20704e96595944a21eb8e929,train
160,1966cd870ec8094eab6031ba6ce95c5cfde5c80ad1be5ad3924eb47f4a90d717,evaluation
161,f14c0f3835fd9423590e11114d92e778e2e0144e1f432f1b427215fc55cfadfa,train
162,2bd489103bad9c9a6f3321e984c18297d4069cd233c02b042a470e363ae8ba6f,train
163,e3b31dd8520cc579cb970eda17c218afda98dba940ece5b9107f3161ad8687f5,selection
164,504a29787e280bdb0bc4dafd79f2bdd36b5861febdbd3a6336170458f1f598c9,train
165,7a0e33e250bcf86b0f510b63701058ccfe3f0c6ca072c7a89447f5d15f0ed67f,train
166,e4d2e5536962f43cd55547d63544e5f3cf2e4e83c6527dab0c06901469189bbb,train
167,8beb1cecf0e566fdadd2f2dfebd19ebab61f03599e762f83d3221292aee3d00a,train
168,449f6c44297b0bd715211b1536a84ddabac5821454a87d474cb851336134d046,train
169,4dae5ac4f1263a38b876248b59a2552e7e30b4304afd7aad2dabb685da433a8a,train
170,5dd10386e8e92e520f648aa25c921c1569f690c6081423c6f102904001e58f2c,train
171,f0be935ef7dfbb8174cec9d764cd0eb189320f9f850f8f4136e9c7b1b0be370f,selection
172,3c019995fde416b5fb7bf2937dd6e71e6d7b4f0258f21805371653aac187db0b,selection
173,540872f8023e80cf6b9fc14ccb14399386497de6926bb808a7aff862e008c173,selection
174,c9e7cdaedc43455836aaf622e621b5e146a851f71ad36ceeca2c2bf8ef1c8ec0,selection
175,1c47aced0752b91716d67a7f6912e838820cd6f2026d5b2a7b70f6bfe9a8a754,train
176,74370ea6f28388a5d65b8275a4b9aa910d0b8044784da82836487254b8b02efb,train
177,426fcdbf420d5d48d084dd8f3f2e7dc2f25643d0cec9e2662615bcbcd1b006ea,selection
178,becef4f0e282555fe35df81f457afcff3f343d6209c2a8604c9747e216758e4a,selection
179,e7aa4fdc6e232cb5677ab956ddccbff3c4c28941ac2cf2e1651c76f635633e92,train
180,c938b8f3382902f1d6003e731c4ac784bd41868dbd27c1fddd1fc69d69ce7034,evaluation
181,1f13fb2afb2fc7e7da212db717d4e859333ba904486a6ce9547c88b683cea779,selection
182,3a40de186cf197b51da456834593c1120e45f01b122d5741b48aa1962ba832dc,train
183,b91d4c6f7b1d3727b2d3bc955cd7e9116ae2cf22a27fe1e53f3f3667776fcda2,train
184,8acddce5cbde4ad73fd9373c0fc754e3a619b941c1d24b01d21cb7078b6f665c,selection
185,39c2157a87658ad75312394c5d8f3477f03e7884db4414afd397f031994ca4ab,train
186,94a60958fbac3ae21d70c21df53d716052dd1b66b6eb8df2c0713184da467412,evaluation
187,7b1c85e26c622bb04ba1b7cd6709036813eeb9b76c00382444cece307785f608,evaluation
188,4a8bddab2ec4409d3dcc426ca83062c38d7a3670363c5f698bfb3057e3caa757,train
189,864f070702b43cc98b4ae6eec17b82a62c02451956381a62f258466fc5a38688,evaluation
190,fe90c621d0a40425db02cfc28522af57b32a56359cebfab6d6fce7094ac1822e,train
191,3a40de186cf197b51da456834593c1120e45f01b122d5741b48aa1962ba832dc,train
192,2382e146fe131a7ff64403a55414cb589ef096fe5a8f4007ce66820c25758553,selection
193,dce676d5e7fc9efe100a581d9e1497c6921a51c36c887f1d6e97b41985c46879,evaluation
194,69c54789bdb9b69ad42fae7d17ef0ff7c902fecf0fdc8443c936431582fadd7b,train
195,f49c57acc678b801c9fdcc849fc48dcc4416d7e7f813d7db2f79a443f69ed1fb,selection
196,1fed49c1e03bb80b44529fdaab041a6a798096defa9e296021b05a68983b343e,train
197,a30a75dc7ceff6d9c5a91a5492bd9c9edaaa9eb8d6c5a9f058545e34c308b985,train
198,72e82e8369edad305dd129e5827d40cb2ec171cdd4b595f4b7e2ac98fca8f129,train
199,a30a75dc7ceff6d9c5a91a5492bd9c9edaaa9eb8d6c5a9f058545e34c308b985,train
