node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.4205348117359722,1.6230654000246432,0.7897325941320139,balanced_accuracy,0.004211699997540563,0.0007916000031400472,1.2999807950109243e-06,0.00524930001120083,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,root,ok,0.21092979889622088,1.7093129999993835,0.8945351005518896,balanced_accuracy,0.07283339998684824,0.006235400011064485,3.5999983083456755e-06,0.006826400000136346,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-003,root,ok,0.24411851498389536,1.7157083999773022,0.8779407425080523,balanced_accuracy,0.09485900000436231,0.0052721000101882964,2.2999884095042944e-06,0.005853699985891581,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-004,node-001,ok,0.37428031468377787,1.6830812999978662,0.8128598426581111,balanced_accuracy,0.006548000004841015,0.0010701999999582767,1.09999964479357e-05,0.010369200026616454,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-005,node-002,ok,0.17043906298070577,2.2971784000110347,0.9147804685096471,balanced_accuracy,0.3414770999806933,0.010442600003443658,1.2600008631125093e-05,0.00819180000689812,a135d942365a4ad09619ab7b28946ff91a07d8c18ff2861e6ac243ff1681ffe3
node-006,node-003,ok,0.157712326788932,2.639150900009554,0.921143836605534,balanced_accuracy,0.4786702999845147,0.008960400009527802,1.6399979358538985e-05,0.009273100004065782,5222c70c49530b43f8e6e18cee2e6178cb0d28419e7f559e65c40a7a28c4f9f5
node-007,node-004,ok,0.37394126991103205,2.2101317000051495,0.813029365044484,balanced_accuracy,0.00915040000109002,0.001520999998319894,1.1899974197149277e-05,0.010760600009234622,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-008,node-005,ok,0.15068656566481042,2.639128399983747,0.9246567171675948,balanced_accuracy,0.5345213999971747,0.011887700005900115,1.5199999324977398e-05,0.019097300013527274,c9a12fa0b1f61d0fd4711fa2d61c61e3c32346f85eed9b9e93c53d79e785b743
node-009,node-006,ok,0.16708000828776104,2.1351305000134744,0.9164599958561195,balanced_accuracy,0.26077180000720546,0.00785560000804253,9.799987310543656e-06,0.008083300024736673,25b6c02536b08aac1d891d8e88d15193cd94f6525c7091630cf5132736fc6b32
node-010,node-007,ok,0.13962366030225226,1.8636036000098102,0.9301881698488739,balanced_accuracy,0.006907600007252768,0.0012528999941423535,1.090002479031682e-05,0.008527900004992262,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
node-011,node-008,ok,0.13863791901852807,2.461410199990496,0.930681040490736,balanced_accuracy,0.6121407000173349,0.01194919997942634,1.1299998732283711e-05,0.009044700011145324,7a6e8e6cf4dd71db32f6104708ef8e1dcd325d2ec37ea58eb36630725a52546b
node-012,node-009,ok,0.1393160085640197,2.204142000002321,0.9303419957179901,balanced_accuracy,0.31159739999566227,0.007060399977490306,1.2100004823878407e-05,0.009658199996920303,3fca5ad4606a7d4b8ca9506d76400e645b32cfaf5c458c79460fc3326d66af06
