task,kind,arm,serial,step,template,factor,parent_step,reason,researcher_sha256,constructor_sha256,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score
361251,regression,i0,1,1,one:median-reference,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,6ac5622f024ec3ba40ee24933b955c3c87381f45fc9e3dcce24766796374e0be,5b423e72c15fe5c9dbe23b38c83c76d857fdb46ca0953f179f4de6a6e3fe18f6,success,0,1.781130999996094,1.0,0.966626495127234,0.0305957683155999
361251,regression,i0,2,2,base:linear,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,5a9a13585639eb438bf70041b8cb089ef250b45c098211742b771547b323dd4b,cee7983f3d0ddd115d33a45f2830ad8b3d60bd191934fb2ad98a1d64046e661d,success,0,2.0210688000079244,0.5479651677809665,0.5638056464611347,0.0178456384354344
361251,regression,i0,3,3,base:random-forest,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,61431794ed02fe9c00c1f217934555936fead5e731ee2b64500180b6bd33ab38,0918ad65acc5281163c013cc98a4838d8a582c04ef2b144849472fa5bfbd8361,success,0,5.152842100011185,0.1263504992993541,0.3351434288608132,0.0106079967325657
361251,regression,i0,4,4,base:rbf-1,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,a8c6ef15daeda24c4655a130d8840dd9cdffb40dde17ea6aedd4fab43cf1c193,27d1a072e585c314d242425e3916152e1d5bc9acc0dda7b40e67395c1b8f1902,success,0,1.885556599998381,0.1479069886586209,0.1977607487014074,0.0062595450049105
361251,regression,i0,5,5,base:extra-trees,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,cd098f35e807fd9846dfa1852b290ae3e4e0ac6aa9790b4895de396efc197bc1,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,2.643818500015186,1.4828853382705374e-15,0.3139047012310788,0.0099357461857897
361251,regression,i0,6,6,base:hist-boost,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,2baca82be1f8f5ccf2d7008c524e23a13dd1614b72da541d8f632b3d5b7727e5,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,2.1141552999906708,0.0525256944641734,0.2254975654087067,0.0071374737830546
361251,regression,i0,7,7,base:rbf-10,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,04e8fc5023a071bc3c7c2eeabbcd933713183daaafd0356b2958a2baaa917152,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,2.923254400026053,0.0944242356975839,0.199713660076066,0.0063213587708906
361251,regression,i0,8,8,base:neighbors-5,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,215148be734ea483d6882858e5d27ada73a27db0fd48129008441045dd680a7b,c46021861851ef435427b9f0d4ad8644c28fd08fbc487b79e306da2db4e555cb,success,0,1.9900086999987252,2.9132520301400426e-17,0.491060413862766,0.0155430983189946
361251,regression,i0,10,9,base:rbf-1,0.5,4,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,7aa1b12d8b71447f9f2be8c1185d7ca1cfeae2f88519df4837c5a445c1d7b490,7429b51f08095ce499e26c5bff7f4256901a79c63b8f34d0d2f4fca4c92fae64,success,0,2.181778400001349,0.1828446828653122,0.2159298381855488,0.0068346350269246
361251,regression,i0,11,10,base:rbf-1,2.0,4,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,fe7dfbc83edac2cbd20475e2ab705999b798d952efee633695123f04c15030e8,e33a0e76ae23f1ff74a75b2c8df456ab6dc2552044fb4002ec0746f53436931b,success,0,2.3762250999861863,0.1226224979217577,0.1934009561371327,0.006121548370354
361251,regression,i0,13,11,base:rbf-1,8.0,10,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,1fd7002076647ff986f5321b9d79fa463bf1ad6877f3113e3bfaca5c393a9c5b,dee63fe83998593b38148d278109deebdc0bc8f94db6d70c861beccc881edd16,success,0,2.407810300006531,0.0964643338711015,0.1981902200549383,0.0062731386795067
361251,regression,i0,14,12,base:rbf-1,1.5,10,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,e8f329941f2f19d2e8127f04ad8a72aace01867d6b85558c16ac5f0182c2e730,a71a65852d9513ada2eed52a0f68eda76e40d42464d9ea2fd6bdb9ff294b88e7,success,0,2.118643499998143,0.1316177060917341,0.1936064371005771,0.0061280522764465
