row_id,column,identity
0,PARCELNO,[3.07447204985e-312]
1,PARCELNO,[3.07447219728e-312]
2,PARCELNO,[3.07447219733e-312]
3,PARCELNO,[3.074472197625e-312]
4,PARCELNO,[3.074472195995e-312]
5,PARCELNO,[3.074472047676e-312]
6,PARCELNO,[3.074472096687e-312]
7,PARCELNO,[3.07447209817e-312]
8,PARCELNO,[3.07447209629e-312]
9,PARCELNO,[3.07447209802e-312]
10,PARCELNO,[3.074472098565e-312]
11,PARCELNO,[3.074523134657e-312]
12,PARCELNO,[3.07452313426e-312]
13,PARCELNO,[3.07452313421e-312]
14,PARCELNO,[3.074472100986e-312]
15,PARCELNO,[3.07452313357e-312]
16,PARCELNO,[3.07452313352e-312]
17,PARCELNO,[3.07447209664e-312]
18,PARCELNO,[3.07447229387e-312]
19,PARCELNO,[3.074472297476e-312]
20,PARCELNO,[3.074472297426e-312]
21,PARCELNO,[3.07447229698e-312]
22,PARCELNO,[3.074472543965e-312]
23,PARCELNO,[3.074472592087e-312]
24,PARCELNO,[3.074472692086e-312]
25,PARCELNO,[3.074472743074e-312]
26,PARCELNO,[3.074472740653e-312]
27,PARCELNO,[3.074472691345e-312]
28,PARCELNO,[3.074472691295e-312]
29,PARCELNO,[3.074472393226e-312]
30,PARCELNO,[3.07447269085e-312]
31,PARCELNO,[3.074472743123e-312]
32,PARCELNO,[3.074472740307e-312]
33,PARCELNO,[3.074472743716e-312]
34,PARCELNO,[3.074472590506e-312]
35,PARCELNO,[3.07447268912e-312]
36,PARCELNO,[3.074472741344e-312]
37,PARCELNO,[3.56819167316e-312]
38,PARCELNO,[3.568191653e-312]
39,PARCELNO,[3.56819165646e-312]
40,PARCELNO,[3.56819166061e-312]
41,PARCELNO,[1.5425421306153e-311]
42,PARCELNO,[3.56789512073e-312]
43,PARCELNO,[3.56789511841e-312]
44,PARCELNO,[3.567895120483e-312]
45,PARCELNO,[3.567895116976e-312]
46,PARCELNO,[3.56764808168e-312]
47,PARCELNO,[3.567648081534e-312]
48,PARCELNO,[3.567648082967e-312]
49,PARCELNO,[3.567648083757e-312]
50,PARCELNO,[3.5676480845e-312]
51,PARCELNO,[3.567648086623e-312]
52,PARCELNO,[1.542482857614e-311]
53,PARCELNO,[1.5424828575647e-311]
54,PARCELNO,[1.5424828575054e-311]
55,PARCELNO,[1.5424830796126e-311]
56,PARCELNO,[1.5424830796275e-311]
57,PARCELNO,[1.5424830796324e-311]
58,PARCELNO,[1.5424829909575e-311]
59,PARCELNO,[1.5424829910217e-311]
60,PARCELNO,[1.5424829910563e-311]
61,PARCELNO,[1.5424829911304e-311]
62,PARCELNO,[9.44826457701e-312]
63,PARCELNO,[1.394263292235e-311]
64,PARCELNO,[1.39426329224e-311]
65,PARCELNO,[1.394263292156e-311]
66,PARCELNO,[9.448264629033e-312]
67,PARCELNO,[1.389480949597e-311]
