group,size,salted,bucket,split,included
0002148ecb045c2b37e6c05995be0bdf50238bd05113754e3e377597ba57ea6b,1,b34b77bbd8be1a9ef8dc98138fdcd2cf3a8d1fcee33559f01c2cb02b87e6cacf,9,final,False
0004177e84120064aacf2ecf9c22450d5e699c117b00cd475df11227b9c9022d,1,c0653862e6a1042909f2b3401b88f83b24cebc8b6c750dfd448e433759f6f25f,1,train,False
000c51270c0e4e901f38e20e2fbf675cb68a7c7c04769eae67e9e47ead33001d,1,a05d95fde52b7dfc0e8bf4358221348f2959a1e4befc657e393ca2d26092e28a,0,train,False
000d3d31ffbb09019a41019c5af791f0d2bc4cf36218b3b2bab669c16089023d,1,79befb39a2a99fd6c0cbff6d1d7e6a1f9e0d0983a38810cd6125c2638097391d,7,selection,False
000dca68d356bd4e09d9576ddeab330cabae07e0edce45f40b290b317b80473c,1,97daffaaef1f54dd5b9e39623be2696b8b040d55e28e4d9eed510e63a72ac196,2,train,False
0012712fc27c80ea8aec870150076918451690d57eaf49442f484a63b6d5af8b,1,6d91da72553d7ab3b3d9b5fbedfa0eeccdcfb5fa9f9c1c3a1d0be8ff0f1f3517,1,train,False
00196e317b529525fb7ba690a2e2e6402bf7e6c40cd1066bceecff2dea39c824,1,1d8c8c37c7b0df31edb79052db948c8c8404ef5da6eb380b473d2eb271c49538,0,train,True
001b9477093e516e9ce388783d925d32083114ae8ba61d6b5eda5939b8d38ea5,1,72b7717c75580b599f77687d7059ffe9bdf588785395571522e7334825ceb86d,9,final,False
0021563ff8a0debe416c607956accc2d5e41166892e0d7a0a85ad217cd11e7c2,1,9a3b07b3d0f72f2a7ff73a651adceaae2e44129eaa1466141510d97589d27897,1,train,False
0027255b7464d699d86ef9a1a3644b295c52dc90123de0942b5ec56b16e4019a,1,fe1901ab92a202ddab98ec302c5d5676dd02a30c2e7180db60ddd71d5df3a4a0,0,train,False
0028b674757b31dbb0d4c2e44e177bc3e464b964896cf49609914e755b43648e,1,ae8a66d41a15b0451d564151fbfd538c49fce2493f9e40292fb40e34f8c760fb,3,train,False
002cd818ad152ccdb82c7b0dabb20bf001693f082693af2697921e233ca9f255,1,b5b9ae12f84a52554879d88bfed8be529e3f49502e3f903daa22cd8502832136,2,train,False
0031f71c23daef9f4773bc73bf0db06cc04a53b6826d9993e3a09b2ebe8b50e8,1,2da87ec0fc2fb6051b57e1b74b84875c664f9d88bc9a17a0a5d2c1c7beb0a43a,2,train,True
00366dad05385745442108f09c6676a54329dae1a26c061f9ec6df80a053de94,1,f27f3009fe396a78690448b4fcef0586f3db7ad26a1500f628b98f7e87fd93c2,4,train,False
003691d12f80eb55cd826e5418e31c7f011e949bd67e9cd2ec73fde6dd4644b8,1,df280534205a406a646780892bdcfe6abd3dcfbf407b7d251a129f6ac4da4290,8,final,False
003c06d6d5cbbca5863dcefe4845d8718761a4f01396e7f0d3f905cb88a102d9,1,9ecb6fd12010879b733ff76e5ee3c2afba8b110c7a5900fc473e5662abc69705,3,train,False
003da2b685f3a096e9531792b9ae57179fc166535895ec8017d7ad61e484c45e,1,5e51699954e6539a87d11908be619edbd7a1faebb9ea71780b280c0485d697cc,2,train,False
0043e1042ea29b6f93ec4dac82a79412087de9614a8ed0ba23986bc88e256864,1,fae6817ba44b971a2446d2c18ea360143ee5d2f92096a2980f75174158e63c8b,1,train,False
00500e97786f4d9903f9a6c9b18778eb56996ccbb16b9afcd2503204324b49e6,1,c38b8f509efaaaf65ffb416a1bb6c37016aaa208fd97bf54c5a429f9075c75ec,8,final,False
005332f67566e52c684bdfd11e2c137d66190542328bc6ed138ef14b9b181287,1,1e3961f5ecb101cf4006c6bc82f8f88d42666ef78480286810844ef86eea9f06,0,train,True
0055c80c59555b05c887c3a301c6f0b42f9660d7f5eef1b69a49a9d0dda6893d,1,45e5630830be6e8f88a08ce39610a3f01798626c34f773be1b80e7d5eaaa2a47,9,final,True
0059d3f1d2c05d68eabae68819af2a023ffcb3f262e2b003f462f154a4393b35,1,95a24cf17f56a3088e5c97eda5b59a71e24cad7a1cc2b049b721dd50d8f05035,1,train,False
00664e07e34f4cfa9cd4301b951983613808a68966cf710e014af105f83d432e,1,4d166d2fa2e0cade6c4c21f26c560b010211b3f66373f631ef0a4a7e97d9b2f3,1,train,False
006847ee01ab37b1170c21eb9a229d8550821f35952ddeb366235adf5bf810fc,1,4d9640c754d16d93b4227df179416bca13817d93c8324c884604f6aee2e3be82,8,final,False
006d748ed5b5af832f343414a9b78b456836b5175a7422abc90d14b7d4a28f0a,1,935dee34d3863e347043618ed5427542714eb652be18cbb0ef4b876b4cf10fca,2,train,False
00734751fc913ca1397cdc55235bade5a3aa43613eaff02ea920d0dee8ec9d18,1,4cb29665320e7a70f6f711da65ad0b8ce1ae2d8b22d12cb4a7e3b2e4bb0497d2,8,final,False
00773cfba9d589f52aca6ff4e602ca120b27c79a7925a9e5ae16f310b1f9e5e3,1,fa41b524068a2f8f955e09dfe9b73a2f1b1027d6584bd31696035efee824cd70,0,train,False
00786c2a10517354cc47485ed6f7f228d2dafb1de7a9949f114205f44e0ef72b,1,9950ecf96c1d5fe5ba7ceb561a3e5a95c1f0c2fcea9a2435aea86e83ad60d139,1,train,False
0078e926135d2459cbf8f1b5d7072ccf19fd26e4f0fb20606e1fffbcbac5c128,1,89bcbb5ab663c9521e624a34163f60b1650f8105a7c83fa75b926af03aec4258,6,selection,False
007ca7ec0f4ae7b28b021d5ce626f587941bd25936af08849229c8af47a3b7ee,1,f83d9c8d396ced0401f3f916c86b4c77c973e8ca21a0a81933452bc57c447980,6,selection,False
007dd0f83c8ea3663ea2d3c6303bf456b47d68b4b271b48345f43da0face95c3,1,e60926a861e0459a2ef7d173022dcd006dc540f2d03ada84a77bd9d971eba40e,6,selection,False
007f6198af1b091ed6f7a0656265cee591e831bed5dc2a2eeb0fc880cb868449,1,1c389284362093ecc569f50db7d1348c5f7229e8c485a736e119dcba9898d80a,8,final,True
00969fad555990eecfc9d58e9da8bb118baef76c652195e84e5c9becb0c2b2bd,1,fb8554a5b412835db4ae8fbf791b3b87bfff25f54676f4f46bee332672174b5f,5,train,False
0099e60a83a87950358939fc7910e33de761f1201132e003ea816122bb5b51fe,1,9069b1984bef96df3a508a73e83c7165f4a7a73fe14a4c432ade7fdd875a25f2,6,selection,False
009d03221ed29568225bb707e3702b13305722eb36727cc0140dd5cbca279958,1,7c106377fcca51e94138ac1ed960d56018dc49b25810501afaa53bd7f234ac30,4,train,False
00a313187ba94cef4aca6f16a1a3564de9a9827d4b9534c67cfb1fef1c383319,1,23c0a310e61792c3ff0328a229ce74b47015fb038a3bd2e73b31dd85e4e92567,1,train,True
00a7fbaeeef9029d5e0474e8f2d6c19be0bb47a5e6f5398eeec92e5c83ccc312,1,4f52b5ab95b2a465fbc670f2ebc495e50fe7425444a95bb77e5206f355910872,8,final,False
00a9f79f6f44fb2e4cb23bfa846fb415d9e82bdd46e4eb474cf6ee14c7c2db90,1,3a1e5603c14ae11482c6f15af4ef7b92dc1704cdbd6fb27595167538073bcfb3,3,train,True
00b5d4ed6df0bb7d8541373ae93ad21d1c956976c8acf0936e78bc467c311ba3,1,450eef8842aea6c1b74acdb0f58044b2c860706ee7610ba3d94ddfcc8301d68b,5,train,True
00b8943f9d2fa105bb6cb0ff0a5a0aa4497aad81d754c2d1f49437f283a61a2d,1,58771194fcbc02488767c9cf7bffe5a06bf2ca74d8756ddbba6055a8e34ef0f1,3,train,False
00b904158ae275e2638af48ac2fbea7cbb353d10d6d6005d634f1e28cd2c0186,1,bc4437892297aa548e106c7bc48b8570f7c6ba1cb34e62a9760880db50c27f10,4,train,False
00c507fed9a385f716ba49dbdf14bb3ff80ff59ce324a65b913c8f14de821156,1,5416a3dffec772181c4fcb47948205242e36a132766d0d88c25e84bd15672164,6,selection,False
00c672fed63e864b9407c8c0ebf18463def5f4148cdefdd2a63689a3d3a2c451,1,d1a7e7107bd61790146addbcfd5a199d9d36e8aae94a8ce7c82b0e8bce020259,3,train,False
00ca969435d906ad6290e037341036fc992b105b1b2628adbfcf106a4dd4ee87,1,e244951dc4fa4fdbe45838e6941527b09cb220911d4706c52bcc248658be978e,4,train,False
00cbba2efd4eca5c9763a6d586823f689019e8307dc5c0b4888456283c6c9f76,1,1c287b4f1d61104ca525049de037d1f646666092b5d87dbe8b8b57546c495394,2,train,True
00d03b612f90d83593954bee4fc6cf2ed240c2305a2ff790d2682bc6f843156e,1,ee8146534bd95d0160b772f12c8f5152ed4eb1a20c426d9785322d46da1a3410,2,train,False
00d06f4a416305ce5ff27a187a0116a41c0e6897b16b17618b27fbfd9d1bf7e1,1,7f2f443cc24493080543f65191b9d9d75bea379a888f2114e3a6ae25921944f6,0,train,False
00d4541a5d4bba5e15293a08d9e1c5e751c0d2ab83c5a447dfb851bb31a15dc3,1,2a677e34b72e0db7722cc44d431c3a4be664609404e5396af0dd957f69257c04,4,train,True
00e0ff6c6022638434c187ca145a96ff4393eafd694a6d9787c23b8445d35089,1,abfc8ee319cec681762dff01826d17e6af8b565c59cffe329fb19caaa60a89f6,4,train,False
00e6c3527bedf9d5e55cd1a8e9c0e3781d0f592a3074a9ff046963cc4a7cc7cc,1,0dcf3d9ccadcb00ad2d73f425ae202774826cefde557594d87b95d65f6959b40,0,train,True
00eba0574908e3b7268700c9ebc800c1cb9cbe2e5a8b07201976c625cf68d392,1,22f5c9f03c42e030e52a1f7c695515f75ff52260e19ed3a0d3e01e00cfb674d5,9,final,True
00ec8ea8ab6a028172e1ffac8dccaad9c917a001b9cd8a6152a7560442e96559,1,0125a280cc43d71cebd727c0e77887fafa2edcf56fb7a2f3bc11633cef309665,1,train,True
01070c3e369a77dd06f8912bc3fb4c7e344f23496503477c0d634b86ed408edb,1,51e0963d2d9d72a4e7d8ec6944d8c730025bef9d7f73fbb19363b7db99a64733,3,train,False
010b9f5547f64d89e243941429008e9e2dbab4154ec5b244b8b5b29e02e34f6e,1,e569f2f57ebd90d5bcb503168eff844ea420a3714570182d0b6f78ebb5bc8841,3,train,False
010eef1fd5f596a4b2496e06e7c26f337fdf8cb867dbdf9810f59e6058baecba,1,e39bef33ec23ae1f4bb923d81e44b42d3c042370f1366288a9b3c53fb8b1c15b,5,train,False
011b621854432b377aa60a7c835231ca7bc7d9b076f700be871818092845d247,1,26997291ecd5a1a08b2221b30bf456d8ed950c9944e9cb335b0213c81fe72931,7,selection,True
011ba8abb71cb759425d600d62e882937b383d3de50d509c18cde03ed7577a22,1,7b5a132cfceccc8366078c3cf52cf18493300a8435434d03853f0cf5fbe1585c,6,selection,False
012c531eda9a6f3256f3ce28acd7f8d145f80d10447a816cc14a0267b0a9466a,1,7e02506999eaefebd77fda47c7dea520529348ab3d5f4af56086ec8530032026,0,train,False
012e34be80fa0306b4d3fcda11e230ebfc6aa418d3a15205e84edc0d2b1a79f6,1,8edc80c9eeed6985164ae6ac40e676e462cc110471488185a8f084fd6614fe94,4,train,False
0130f558e2d28a79f102b447956158a34ffa5f16c569b399444659e9c13af587,1,b896e8cda1ccc40ad2fd6e9dc5f430aac7717855cd9af0178eca217072293908,4,train,False
0142115b04f5c8f5dd1488f4c79990952c064b8b43a67ccd58b3412405926ee7,1,f137d468c67bf4526dfe0bc599fa48b45154c4330b803e9d9009af62dc890631,3,train,False
01491e4dd97a6365c1929e9d135625ccc846a8fd555f61e53e24cdaa824fc8a5,1,d5add0556822173a805824709851bdf194436cf54e09d378f57123dc9012d8ce,8,final,False
014d74b7f96e081f745234709bc3024e56a1d84f139d3cf76d1584f69e4f0b31,1,5d445c79257563a2e0be26a3db99a83883ac5abc1b31bc7b11c2a23793221839,3,train,False
014d8e7b1f18d8eabd04c207e8279299185786088ef14d07cfa7c9abb1462acc,1,3e3aa30465f49756779e0f77ce066ea358cce9e99b143941a7f38a1ac9234c67,9,final,True
014f316349b519981000daec22ac107da6f9527bd99c058c5d4a12146f2fa274,1,53a6179777252fc888a9cf70c6881cdac1f22a4245cab0d78b191e391179cb81,1,train,False
0156ef0b3a5da6a9b89f5541656839946f66eb4bea490bfac27e2a47be3992ae,1,ec38c58f3360020388aa576a22f6ef52e4e453d9f7801a6bf95291f0cad5027b,9,final,False
01648f5db84e9994351eee49c7fedb0d67dd45d9ed622313e77460c2f31b7479,1,5232aea8e41df302f5305846b738d7e206bd6e9bd1d55ae038352bb24048f775,3,train,False
0168dba457e8f6d312f8ade2fb5dc35fe47a39332fded9854886e20b005ee9a7,1,21f0a88c03054c7d844b53f113bffbb1a34c06eec9249737415fb655b05f931d,9,final,True
016a09db321580484d4373142af51052623f6760d1bb57cf0dcb6e25329ecf0a,1,03ae4b53f1f19394bd24dfa88acd92003a78deb39c1929edcaa255ba789eb826,0,train,True
0173a6a7328611dede7324e160953acf3ed688deed569b117f55d9d98c562a14,1,31a6b75c74010de4a5f0dfa46348de2d06bd0d75b17d6402af59c8425df3ce37,9,final,True
017694c03595e05aad63932fd95aeec9b6948faba32a988caadeaa1721df6963,1,61e45a2e9e58845e91371858ee3493ebf5962157bf01ec63e5b4f4127d82d906,8,final,False
017b7a594a2c0823dd39239a23a32331d6a51c3104777673d3359b2990f94708,1,78fb992c8cd850936f7b0cef97d0d510ddffedde46fcdf39f6dd8a726370631f,1,train,False
017b8096dca4536bedc68ff1a6a3e991fbb2ff0fc29dc5185f4f3958b5eff355,1,ce2ecf817718c853d8de0c6eb4c82b7c73cec859d7335c6e080ece1f9ac44d35,3,train,False
017c440b43c094c9ed39fe5bdaca07441c13950ff563c4a54cf01619b2a30241,1,bcf3fd073c55b9de11bb70e3140339188078609b9a84bc5d56100567ee4c0d5c,0,train,False
01802f4618e37ca324f0ef94de76dc37ddd73ea72ca218feb6fd196c34681c83,1,5ca99f56742e8af8f9d2d9fb8c08d8e92352df9f101bbec4f4edb6ef211ca095,3,train,False
0182377a2bc284e544ae98756d2d9cf646b8e50098a455c44f7cdc8df9a11c03,1,42d066a7ba74587828dda89e074fca748376d3ed8190b5c96f3abdcc5b46b14a,0,train,True
01841f8aa214f7c072d5f733661b9d0bc03107e86ee525d588f81fadfb0b2aee,1,4bbfbddd396770f58f5ef121e6caababcdb770d458966640c07b51e4a765aad2,6,selection,False
01845bc66df2bcb4e808007426e1c8817ee3f042b2ab2fa4a7db98767a272f27,1,cdd948e0098ad14be15f3a95bcb22f9df568d73e7387a74f7b6dfdf97df5002a,4,train,False
