node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.15361708370432775,1.7258815999957733,0.2390920358405019,MAE,0.0035389999975450337,0.0008967999892774969,2.9999937396496534e-06,0.011065099999541417,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,node-001,ok,0.15735323819777186,1.7953129999805242,0.24490704522950665,MAE,0.004994200018700212,0.0012477999844122678,1.930000144056976e-05,0.01643969997530803,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-003,node-002,ok,0.15739117384877988,1.7485178000060841,0.24496608887108426,MAE,0.004895999998552725,0.001190899987705052,3.739999374374747e-05,0.021069200010970235,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-004,node-003,ok,0.1590144068487668,1.7902765999897383,0.24749251414392276,MAE,0.005601700016995892,0.0015215000021271408,3.260001540184021e-05,0.0174991000094451,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
node-005,root,ok,0.21961337505246617,1.8711372999823652,0.34180969767764546,MAE,0.07760770001914352,0.007994999992661178,1.650000922381878e-05,0.014018299989402294,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-006,root,ok,0.23399140178322522,2.0265344999788795,0.36418788374608396,MAE,0.18937150001875125,0.009775799990165979,2.2899999748915434e-05,0.01113580001401715,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-007,node-005,ok,0.22106617549940688,2.0313350999786053,0.34407085905470697,MAE,0.24049070000182837,0.009699599992018193,4.5900000259280205e-05,0.01824289999785833,a135d942365a4ad09619ab7b28946ff91a07d8c18ff2861e6ac243ff1681ffe3
node-008,node-007,ok,0.22982307901607385,2.342747699993197,0.3577002408849765,MAE,0.48771649997797795,0.014957400009734556,5.260002217255533e-05,0.017162300006020814,c9a12fa0b1f61d0fd4711fa2d61c61e3c32346f85eed9b9e93c53d79e785b743
node-009,node-008,ok,0.23674674129372444,2.801405900012469,0.3684763373289225,MAE,0.5590530000044964,0.014957100007450208,3.7699996028095484e-05,0.01904600000125356,7a6e8e6cf4dd71db32f6104708ef8e1dcd325d2ec37ea58eb36630725a52546b
node-010,node-006,ok,0.25003524939250477,2.4657452999963425,0.38915877952874717,MAE,0.710284100001445,0.009764400019776076,3.689998993650079e-05,0.017387100000632927,5222c70c49530b43f8e6e18cee2e6178cb0d28419e7f559e65c40a7a28c4f9f5
node-011,node-010,ok,0.2524009646560004,2.1453170999884605,0.3928408158291941,MAE,0.3980405999755021,0.007730400015134364,5.830000736750662e-05,0.01883690000977367,25b6c02536b08aac1d891d8e88d15193cd94f6525c7091630cf5132736fc6b32
node-012,node-011,ok,0.24826876994067185,2.1500517000094987,0.38640940323397216,MAE,0.3946261999954004,0.007133000006433576,5.699999746866524e-05,0.01514499998302199,3fca5ad4606a7d4b8ca9506d76400e645b32cfaf5c458c79460fc3326d66af06
