check,passed
6/parent/kernel/twelve_attempts,True
6/parent/kernel/selection,True
6/parent/kernel/bounded_proposals,True
6/parent/kernel/constructor_uniqueness,True
6/parent/kernel/common_coverage,True
6/parent/kernel/parent_order,True
6/parent/kernel/applicability,True
6/parent/forest/twelve_attempts,True
6/parent/forest/selection,True
6/parent/forest/bounded_proposals,True
6/parent/forest/constructor_uniqueness,True
6/parent/forest/common_coverage,True
6/parent/forest/parent_order,True
6/parent/forest/applicability,True
6/parent/linear/twelve_attempts,True
6/parent/linear/selection,True
6/parent/linear/bounded_proposals,True
6/parent/linear/constructor_uniqueness,True
6/parent/linear/common_coverage,True
6/parent/linear/parent_order,True
6/parent/linear/applicability,True
6/parent/reference/twelve_attempts,True
6/parent/reference/selection,True
6/parent/reference/bounded_proposals,True
6/parent/reference/constructor_uniqueness,True
6/parent/reference/common_coverage,True
6/parent/reference/parent_order,True
6/parent/reference/applicability,True
6/parent/all_failed_refused,True
6/i0/kernel/twelve_attempts,True
6/i0/kernel/selection,True
6/i0/kernel/bounded_proposals,True
6/i0/kernel/constructor_uniqueness,True
6/i0/kernel/common_coverage,True
6/i0/kernel/parent_order,True
6/i0/kernel/applicability,True
