seed,family,kind,arm,node,candidate_sha256,tree_sha256,attempts,failures,worker_seconds,fit_seconds,policy_seconds,proposal_seconds,selection_score,selection_loss,final_score,final_loss,scoring_fit_seconds,scoring_predict_seconds,selection_reproduced,scoring_process_seconds,utility
8101,1,classification,broad,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,c0fc9a6920df1d5a9b2afc0ff0dd873b984b2476c28bc5ce03810d16155cb5cb,12,0,22.14478459997917,2.25609079998685,0.0001713999954517,0.1710214999620793,0.94825487012987,0.1034902597402598,0.9444020528472796,0.1111958943054409,0.0045723000075668,0.0007535000040661,True,1.6514981999935117,0.13334067890542006
8101,1,classification,greedy,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,2b6649a2adbc20939677054865db1c35d2fc7a54f5695546cc35075f3584fe26,12,0,21.93529269998544,1.0189489000476897,0.0002906999434344,0.1829944000346582,0.94825487012987,0.1034902597402598,0.9444020528472796,0.1111958943054409,0.0057044999848585,0.0008033000049181,True,1.613735799997812,0.13313118700542634
8101,1,classification,lineage,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,e42029595ab1959ede889a682894eafc9c91f2c1605d29f871f25a7104ae7de1,12,0,23.777827699988848,2.373758300120244,0.0003836999530903,0.1986514000454911,0.94825487012987,0.1034902597402598,0.9444020528472796,0.1111958943054409,0.0059667000023182,0.0008046000148169,True,1.6684790999861434,0.13497372200542976
8101,1,classification,evolved,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,b6c583f44f2935b7fabdbe3e69c23efb7e2642d651b99c0c6bf5bc2d2edb697e,1,0,1.7358348999987356,0.0052602000068873,4.6000059228390455e-06,0.0112603000015951,0.94825487012987,0.1034902597402598,0.9444020528472796,0.1111958943054409,0.0044029999990016,0.0007799000013619,True,1.638495099992724,0.11293172920543963
8101,1,classification,broad-stop,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,a506f2c67f87ea15ae7184dbc9b3c9a4cae866daa2d3312f1f7b577c22a48bc5,1,0,1.725253899989184,0.0050324999901931,5.3000112529844046e-06,0.0119486000039614,0.94825487012987,0.1034902597402598,0.9444020528472796,0.1111958943054409,0.0075707999931182,0.0010208000021521,True,1.7902793000102974,0.11292114820543009
8102,2,regression,greedy,node-007,34b9dd195570d7f14e518107671fbad15441ffb61327c0669389e1694aa9b9eb,5b0b01a04e752c29fdb3108826f3670a295fec3ad0070f0733f7d70d8446cb75,12,0,26.87779690005118,5.158943100017496,0.0002838999498635,0.1827707999909755,0.4004060640305674,0.2269536285083209,0.417223475788052,0.2283285457743743,0.623261700005969,0.0207069999887608,True,2.650293700018665,0.2552063426744255
8102,2,regression,lineage,node-004,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d,be602a3b4e08092d474efcdc4c0e2e3ae97b4e2f41136c28ee01303c0177f526,12,0,24.2921252999804,3.087757099972805,0.0004366000357549,0.1759936000162263,0.337433779803544,0.1912603918552186,0.3275013701124693,0.1792274785968231,0.0052556000009644,0.0013972999877296,True,1.9573112999787556,0.20351960389680349
8102,2,regression,evolved,node-004,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d,164c3fbe4558e1c453b77bf1299ae8f06a207486d74bfb2344f877848be1e536,4,0,7.056350900005782,0.0190272999752776,9.630000567995012e-05,0.061087900015991,0.337433779803544,0.1912603918552186,0.3275013701124693,0.1792274785968231,0.0050932000158354,0.0017604999884497,True,1.893849999993108,0.18628382949682887
8102,2,regression,broad-stop,node-010,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d,2cf14b185ec5921366ba6e69c41fa96bd67a9e3993f79137c6acaa4edf49876a,10,0,19.97033630000078,2.144825599942123,0.0002015999925788,0.1443424999597477,0.337433779803544,0.1912603918552186,0.3275013701124693,0.1792274785968231,0.0065826999780256,0.0014657999854534,True,1.9621075999748427,0.19919781489682387
8102,2,regression,broad,node-010,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d,0eb68de03eff18c81b394befb725aed4b30230e9df5ba1c8f8a7b85ac930cc8c,12,0,24.45874970004661,3.131189300038386,0.0002170999068766,0.1745811000000679,0.337433779803544,0.1912603918552186,0.3275013701124693,0.1792274785968231,0.0061601000197697,0.0014807000115979,True,1.9105583000055049,0.2036862282968697
8103,0,classification,lineage,node-003,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d,ee96e01db006c2c6cb92a7a9913142925a23ace505163e51934cecd009e8314e,12,0,23.457626400020672,2.42714379998506,0.0003668999997898,0.1795728000288357,0.944243156199678,0.1115136876006439,0.9351183802141732,0.1297632395716537,0.0080668000155128,0.001386200019624,True,1.8811926000053063,0.15322086597167436
8103,0,classification,evolved,node-002,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2,fe63f504ef876ffc79254c0227ef01824329366e5a844f46e1a4043e6d21cd29,2,0,3.4767862999869976,0.0131668000249191,3.0800001695752144e-05,0.0292951999872456,0.9409722222222222,0.1180555555555555,0.9391808446676092,0.1216383106647818,0.0083663999976124,0.001328000013018,True,1.9017223000118972,0.1251150969647688
8103,0,classification,broad-stop,node-004,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2,bad3924dd42d1f832fd61c19ac6e9fc9200a2dab490325617f504423cc1e6fdf,4,0,7.180273800040595,0.2088445999834219,6.999998004175723e-05,0.0464745000062974,0.9409722222222222,0.1180555555555555,0.9391808446676092,0.1216383106647818,0.008419199992204,0.0014110000047367,True,1.8935106999997515,0.1288185844648224
8103,0,classification,broad,node-007,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d,1311aba72d219b1488d147aa2c0b195fdbdef56c3018472298e5427b5bc5aa9c,12,0,23.37286689996836,2.435119599977042,0.0002467000449541,0.1802916000597174,0.944243156199678,0.1115136876006439,0.9351183802141732,0.1297632395716537,0.0072909999871626,0.0013459000037983,True,1.95336590000079,0.15313610647162207
8103,0,classification,greedy,node-006,7a6e8e6cf4dd71db32f6104708ef8e1dcd325d2ec37ea58eb36630725a52546b,1af5b3db570607ebc8f531eeb018c6dc04bdb5eebcaac85476c53816f2c85862,12,0,26.325372199935373,5.363337200047681,0.0002327999391127,0.1776427999720901,0.9207427536231884,0.158514492753623,0.90480020799818,0.1903995840036398,0.6401733999955468,0.0140271999989636,True,2.5360275999992155,0.21672495620357518
8104,1,regression,evolved,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,9a7180a0ccfcc1f3bfc672cd228bca528618e5052b4177056daf337b3e04ffd2,1,0,1.7456696000008378,0.0034788000048138,3.1999952625483274e-06,0.0125775999913457,0.2415672872766879,0.1218002657302373,0.2455191750691044,0.1242639511967196,0.0037158999766688,0.0009310000168625,True,1.9621891000133476,0.12600962079672043
8104,1,regression,broad-stop,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,8e38b6e4e3c2faa955bda9bb129cd965f842129d80aa4602365e4d6a9f2e8a78,1,0,1.754990799992811,0.003640799986897,5.3000112529844046e-06,0.0124649999779649,0.2415672872766879,0.1218002657302373,0.2455191750691044,0.1242639511967196,0.0035143000131938,0.0008680000028107,True,1.9103208000015,0.1260189419967124
8104,1,regression,broad,node-001,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983,65396f542ae92f1b0e885a8b37e2b19828db4ee6897e4cdb766de312c9862837,12,0,24.52350420001312,3.047200000029988,0.0002309999836143,0.1778722999151791,0.2415672872766879,0.1218002657302373,0.2455191750691044,0.1242639511967196,0.003458999999566,0.0021724999824073,True,1.891673600010108,0.14878745539673272
