row_id,group,split,included
0,3003ab34a19b950158c357e2e8d45e2df7e0c14b3e84f32ff79053263f1580b0,selection,True
1,3236c2fc12e87d0777424f3944a0c573dbd4527d8f42133cc7ebebda08b74aeb,train,True
2,4683c1b5e7458010e4d32251dd5deaf49c088946015e5ccb08dfa3effa282854,train,True
3,a16826d7793b890a0eaec0796401666d6277d65aa1623289cea1497235f07339,train,True
4,45da2c33126623beeef33f19f19e6ae03517d05ceb7b719d88beadf0d381a766,train,True
5,099f549832da414f02339290ac48a06d758d93af4e59145acb409fbe3d4f84bb,train,True
6,13dd1846c70c4e0f0724591cd38a76bd9198d35cce89dc953d1f2d50c3b86718,train,True
7,fed9d3a65f1648f24fdfdb7aa0ef9d6379dde39282eadf26a635f016216380a2,train,True
8,44cd716d23c531150c32a0a7d04db83f4dd87c658c7f91fd176f8b1b1a05d1e9,final,False
9,1db2aaf2ad77f9360e764effd2b8da6e7a2c8843fd52c0617fa41192dbb7304a,selection,False
10,e6a1e9c54e5675265c992ade977dd4442ddd9bd11eca282998683a7d455351d2,final,True
11,94f9c30e94aaa7dd2bbfa70e0c421b729d2e18a9a70eaf7db6fedb6c4e87f8fa,train,True
12,a2c2564942cc5bbfd8299b90bc86082485924ba0d9af8da772925158b9c3afe3,final,True
13,b12b9508973bbe856a261db3a14ff902010eb5cb85b942180194283f05ccb0c9,train,True
14,2636999120e9062f6534bf59fab68e1e976e3876bac8525942b5a6018aa9f205,train,True
15,780cd61bbe21cd2655dca44cbb17c5c4819bcc3e5f7b77a759055144d6acd458,final,True
16,a3023e989780b48d28612fb105f5879e15f4d1cc6704f9b0148e9d6857185d36,selection,True
17,a5338f108024110bade7696509873bbc50d9915c7b71e4c2dbd1f11754d5ec97,final,True
18,eb96b1906fd95a6b3cbc92e16107fc4f4fb1d47491fa5faeb4ada54b080821f0,train,True
19,5ffc6ad3b51eaf5978f227d47f3e70d943052870f565bc0d16121cc304b6411b,train,True
20,2506351d4bda8947dc41bf4e05efc31de054b497022e80b464f88dbca36b6b8d,train,True
21,6e51e272814463fe6b52efe34fc243023027e4be439095a346840cd6304e015d,train,True
22,271994505b68723e39743f0452a32ad19d330fb9d2e7f1e253d9862bad68364e,train,False
23,d47280a5c2057c384ff75e98c7662d6f714711900132207cedfde531a0cd7a3c,train,False
24,ec0d85875e1c19035f4424ac5bc1a89a9002cf7b991ff7e0d3ada36185cc88bf,selection,True
25,04615fbfe50d6296821e01733f986930a558249d75d7c2e8f6aa5d406a7c39e0,train,False
26,db7b32bb49c14f7311249d8931a7b2209995269f6f4d8e32d822341fb23e3c58,final,True
27,0c4bff1bd8230ba57b0c8716a1388490d980aa65d58c0f976043616d86d0d5b1,final,False
28,cdb4e2b8c1544d155a2df20fe20c67af7da7b4c5156ec94b98a4c32134f73784,train,True
29,dfadb2ea13697aadec7451497abff38666b0506d13d2cc599d13111eb9fe0e74,selection,False
30,8ce80fbcbb2c72b2fe419b932f7b4861d7f834bc67f051e6fb24cef3a6cfbd09,selection,True
31,a97f33eadd620789f1ce5f00a120125312655defb18031130cf32c6e5a45fe69,train,True
32,fdbc13c29056dc132b781108853dae903b25d15e3d82247672b418fa991e158a,selection,True
33,0a93b8a716ca2d4dbc456fe40b9273bb940722a9a7922c373dfcdcc6189ef5a5,train,True
34,850685bb6f06108ced196a317b951cdcfb166fefbf716a3a0d763b6f5dd2250d,train,True
35,fb89bfc53906481d4aafe68b4a680ea51c043cdf899ce21d07a003392cecac25,train,True
36,8d19487e88388d926a5747ff546a0aab32258bd761c7c6fa0a7b0a34ffd9b26e,train,False
37,6c9f0ba5f1e32a94e840ba77ff4da9ab7908317d1cfee98a651c14c28b01f755,train,True
38,6eaa5b0f118fe4333880774da9e3784165c8532db4c51a287f9502b3f613734f,train,True
39,32791c683ea45093798a86560a89b8a7679725c0523da0981e3f9998e9f62f7a,selection,False
40,3a51fa5708f41279646119bc87ef05e3b9514cdeec5abd728757835cce5cafc2,train,False
41,4ada0c90fda6ad4915133fcbc5e1e8ce08b60da945a53bd7ecc05d773fd10a63,train,False
42,2b0b019771fdba7e7b05d502ffe6229c1c35650cf45c4a8c58ec1265ef0ef174,train,True
43,78e61ffa645e5cb595a910a7709eda8bacc0352d59e206cfc322ef3e7bbe50cd,train,True
44,5acf4b0604bb29770ec8f566529d3ddf28f668469dfcdd1b097a2d5bf0572659,selection,False
