task,kind,arm,selected_step,template,factor,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score,final_loss,final_score
6,classification,fixed,6,base:rbf-10,1.0,13d628007aef6e99b23bbb779ea38ae22e49f3906910542c89aba2a08f66f0a5,success,0,2.051449099992169,0.0054970891006213,0.1007769350232427,0.8992230649767573,0.1059962227959958,0.8940037772040041
6,classification,random,2,base:extra-trees,1.0,6693402674e41a8ab7a643a8e9699f7c645e141ce3644d0798c8c25fbe088cc7,success,0,1.9418389000056777,0.0,0.1041478712822041,0.8958521287177958,0.1224718374251669,0.877528162574833
6,classification,memory,8,base:rbf-10,1.0,13d628007aef6e99b23bbb779ea38ae22e49f3906910542c89aba2a08f66f0a5,success,0,2.0193438999995124,0.0054970891006213,0.1007769350232427,0.8992230649767573,0.1059962227959958,0.8940037772040041
6,classification,parent,6,base:extra-trees,3.0,891965cc6e3eba7ce8146a32d7847f1f90f75159a5133f79f57ced8fafd487a3,success,0,1.939585000014631,0.0,0.103019955604241,0.896980044395759,0.1199931250961277,0.8800068749038723
6,classification,harness,6,base:extra-trees,3.0,891965cc6e3eba7ce8146a32d7847f1f90f75159a5133f79f57ced8fafd487a3,success,0,1.9441590000060387,0.0,0.103019955604241,0.896980044395759,0.1199931250961277,0.8800068749038723
6,classification,updater,6,base:extra-trees,3.0,891965cc6e3eba7ce8146a32d7847f1f90f75159a5133f79f57ced8fafd487a3,success,0,2.059922299988102,0.0,0.103019955604241,0.896980044395759,0.1199931250961277,0.8800068749038723
23,classification,random,6,two:unscaled-c100,3.3980193,315d6a38397ed1a46df3d638c936aef49c6018d5481a90cddc070b3161ee34e1,success,0,1.923219499993138,0.3976946289268396,0.4185190885383266,0.5814809114616734,0.4630632226540155,0.5369367773459844
23,classification,memory,6,two:unscaled-c100,1.0,be461f279e1b9ec611172daaca5c6c07b9f9c0de300838234832aba4ff1372eb,success,0,1.8404794000089169,0.4121940666947782,0.4115112650164594,0.5884887349835406,0.4513180766377697,0.5486819233622303
23,classification,parent,7,base:rbf-1,0.33,55c9a2ebb4011b80be7050d81c8c717029c15f98512fcb6cce51d87e001426f5,success,0,2.0564712999912445,0.396677779534753,0.4489658415629942,0.5510341584370058,0.4603691278883095,0.5396308721116905
23,classification,harness,3,base:rbf-1,1.0,23685b8c1140ac3757b641823dadaeed0d4c1d5d83ed3d9580db5a3e20ab0157,success,0,1.9189305999898352,0.341830504603275,0.458053952374845,0.541946047625155,0.4854076017758882,0.5145923982241117
