first,second,split_wald_min,pooled_wilson_lower,split_accept,pooled_accept
0,0,0,-6.330876522670002e-18,false,false
0,1,0,0.004426717407794919,false,false
0,2,0,0.013820377146101093,false,false
0,3,0,0.02583555677185823,false,false
0,4,0,0.03957888759557486,false,false
0,5,0,0.05459419773541283,false,false
0,6,0,0.07061091708507436,false,false
0,7,0,0.08745302996883067,false,false
0,8,0,0.10499864973166873,false,false
0,9,0,0.12315953254678531,false,false
0,10,0,0.14186967895549518,false,false
0,11,0,0.1610785343314309,false,false
0,12,0,0.18074670915695296,false,false
0,13,0,0.20084316962661727,false,false
0,14,0,0.22134333171049148,false,false
0,15,0,0.24222773535791722,false,false
0,16,0,0.2634811061240136,false,false
0,17,0,0.2850916852481588,false,false
0,18,0,0.30705075280944705,false,false
0,19,0,0.32935229550181694,false,false
0,20,0,0.35199278797099753,false,false
1,0,0,0.004426717407794919,false,false
1,1,0,0.013820377146101093,false,false
1,2,0,0.02583555677185823,false,false
1,3,0,0.03957888759557486,false,false
1,4,0,0.05459419773541283,false,false
1,5,0,0.07061091708507436,false,false
1,6,0,0.08745302996883067,false,false
1,7,0,0.10499864973166873,false,false
1,8,0,0.12315953254678531,false,false
1,9,0,0.14186967895549518,false,false
1,10,0,0.1610785343314309,false,false
1,11,0,0.18074670915695296,false,false
1,12,0,0.20084316962661727,false,false
1,13,0,0.22134333171049148,false,false
1,14,0,0.24222773535791722,false,false
1,15,0,0.2634811061240136,false,false
1,16,0,0.2850916852481588,false,false
1,17,0,0.30705075280944705,false,false
1,18,0,0.32935229550181694,false,false
1,19,0,0.35199278797099753,false,false
1,20,0,0.37497106853929735,false,false
2,0,0,0.013820377146101093,false,false
2,1,0,0.02583555677185823,false,false
2,2,0,0.03957888759557486,false,false
2,3,0,0.05459419773541283,false,false
2,4,0,0.07061091708507436,false,false
2,5,0,0.08745302996883067,false,false
2,6,0,0.10499864973166873,false,false
2,7,0,0.12315953254678531,false,false
2,8,0,0.14186967895549518,false,false
2,9,0,0.1610785343314309,false,false
2,10,0,0.18074670915695296,false,false
2,11,0,0.20084316962661727,false,false
2,12,0,0.22134333171049148,false,false
2,13,0,0.24222773535791722,false,false
2,14,0,0.2634811061240136,false,false
2,15,0,0.2850916852481588,false,false
2,16,0,0.30705075280944705,false,false
2,17,0,0.32935229550181694,false,false
2,18,0,0.35199278797099753,false,false
2,19,0,0.37497106853929735,false,false
2,20,0,0.3982882988844078,false,false
3,0,0,0.02583555677185823,false,false
3,1,0,0.03957888759557486,false,false
3,2,0,0.05459419773541283,false,false
3,3,0,0.07061091708507436,false,false
3,4,0,0.08745302996883067,false,false
3,5,0,0.10499864973166873,false,false
3,6,0,0.12315953254678531,false,false
3,7,0,0.14186967895549518,false,false
3,8,0,0.1610785343314309,false,false
3,9,0,0.18074670915695296,false,false
3,10,0,0.20084316962661727,false,false
3,11,0,0.22134333171049148,false,false
3,12,0,0.24222773535791722,false,false
3,13,0,0.2634811061240136,false,false
3,14,0,0.2850916852481588,false,false
3,15,0,0.30705075280944705,false,false
3,16,0,0.32935229550181694,false,false
3,17,0,0.35199278797099753,false,false
3,18,0,0.37497106853929735,false,false
3,19,0,0.3982882988844078,false,false
3,20,0,0.4219480043605999,false,false
4,0,0,0.03957888759557486,false,false
4,1,0,0.05459419773541283,false,false
4,2,0,0.07061091708507436,false,false
4,3,0,0.08745302996883067,false,false
4,4,0.02469227056401646,0.10499864973166873,false,false
4,5,0.02469227056401646,0.12315953254678531,false,false
4,6,0.02469227056401646,0.14186967895549518,false,false
4,7,0.02469227056401646,0.1610785343314309,false,false
4,8,0.02469227056401646,0.18074670915695296,false,false
4,9,0.02469227056401646,0.20084316962661727,false,false
4,10,0.02469227056401646,0.22134333171049148,false,false
4,11,0.02469227056401646,0.24222773535791722,false,false
4,12,0.02469227056401646,0.2634811061240136,false,false
4,13,0.02469227056401646,0.2850916852481588,false,false
4,14,0.02469227056401646,0.30705075280944705,false,false
4,15,0.02469227056401646,0.32935229550181694,false,false
4,16,0.02469227056401646,0.35199278797099753,false,false
4,17,0.02469227056401646,0.37497106853929735,false,false
4,18,0.02469227056401646,0.3982882988844078,false,false
4,19,0.02469227056401646,0.4219480043605999,false,false
4,20,0.02469227056401646,0.44595619827393507,false,false
5,0,0,0.05459419773541283,false,false
5,1,0,0.07061091708507436,false,false
5,2,0,0.08745302996883067,false,false
5,3,0,0.10499864973166873,false,false
5,4,0.02469227056401646,0.12315953254678531,false,false
5,5,0.06022381603583657,0.14186967895549518,false,false
5,6,0.06022381603583657,0.1610785343314309,false,false
5,7,0.06022381603583657,0.18074670915695296,false,false
5,8,0.06022381603583657,0.20084316962661727,false,false
5,9,0.06022381603583657,0.22134333171049148,false,false
5,10,0.06022381603583657,0.24222773535791722,false,false
5,11,0.06022381603583657,0.2634811061240136,false,false
5,12,0.06022381603583657,0.2850916852481588,false,false
5,13,0.06022381603583657,0.30705075280944705,false,false
5,14,0.06022381603583657,0.32935229550181694,false,false
5,15,0.06022381603583657,0.35199278797099753,false,false
5,16,0.06022381603583657,0.37497106853929735,false,false
5,17,0.06022381603583657,0.3982882988844078,false,false
5,18,0.06022381603583657,0.4219480043605999,false,false
5,19,0.06022381603583657,0.44595619827393507,false,false
5,20,0.06022381603583657,0.4703216005453191,false,false
6,0,0,0.07061091708507436,false,false
6,1,0,0.08745302996883067,false,false
6,2,0,0.10499864973166873,false,false
6,3,0,0.12315953254678531,false,false
6,4,0.02469227056401646,0.14186967895549518,false,false
6,5,0.06022381603583657,0.1610785343314309,false,false
6,6,0.09915976498719187,0.18074670915695296,false,false
6,7,0.09915976498719187,0.20084316962661727,false,false
6,8,0.09915976498719187,0.22134333171049148,false,false
6,9,0.09915976498719187,0.24222773535791722,false,false
6,10,0.09915976498719187,0.2634811061240136,false,false
6,11,0.09915976498719187,0.2850916852481588,false,false
6,12,0.09915976498719187,0.30705075280944705,false,false
6,13,0.09915976498719187,0.32935229550181694,false,false
6,14,0.09915976498719187,0.35199278797099753,false,false
6,15,0.09915976498719187,0.37497106853929735,false,false
6,16,0.09915976498719187,0.3982882988844078,false,false
6,17,0.09915976498719187,0.4219480043605999,false,false
6,18,0.09915976498719187,0.44595619827393507,false,false
6,19,0.09915976498719187,0.4703216005453191,false,false
6,20,0.09915976498719187,0.4950559699353738,false,false
7,0,0,0.08745302996883067,false,false
7,1,0,0.10499864973166873,false,false
7,2,0,0.12315953254678531,false,false
7,3,0,0.14186967895549518,false,false
7,4,0.02469227056401646,0.1610785343314309,false,false
7,5,0.06022381603583657,0.18074670915695296,false,false
7,6,0.09915976498719187,0.20084316962661727,false,false
7,7,0.14095885572452488,0.22134333171049148,false,false
7,8,0.14095885572452488,0.24222773535791722,false,false
7,9,0.14095885572452488,0.2634811061240136,false,false
7,10,0.14095885572452488,0.2850916852481588,false,false
7,11,0.14095885572452488,0.30705075280944705,false,false
7,12,0.14095885572452488,0.32935229550181694,false,false
7,13,0.14095885572452488,0.35199278797099753,false,false
7,14,0.14095885572452488,0.37497106853929735,false,false
7,15,0.14095885572452488,0.3982882988844078,false,false
7,16,0.14095885572452488,0.4219480043605999,false,false
7,17,0.14095885572452488,0.44595619827393507,false,false
7,18,0.14095885572452488,0.4703216005453191,false,false
7,19,0.14095885572452488,0.4950559699353738,false,false
7,20,0.14095885572452488,0.52017458088898,false,false
8,0,0,0.10499864973166873,false,false
8,1,0,0.12315953254678531,false,false
8,2,0,0.14186967895549518,false,false
8,3,0,0.1610785343314309,false,false
8,4,0.02469227056401646,0.18074670915695296,false,false
8,5,0.06022381603583657,0.20084316962661727,false,false
8,6,0.09915976498719187,0.22134333171049148,false,false
8,7,0.14095885572452488,0.24222773535791722,false,false
8,8,0.1852927574579749,0.2634811061240136,false,false
8,9,0.1852927574579749,0.2850916852481588,false,false
8,10,0.1852927574579749,0.30705075280944705,false,false
8,11,0.1852927574579749,0.32935229550181694,false,false
8,12,0.1852927574579749,0.35199278797099753,false,false
8,13,0.1852927574579749,0.37497106853929735,false,false
8,14,0.1852927574579749,0.3982882988844078,false,false
8,15,0.1852927574579749,0.4219480043605999,false,false
8,16,0.1852927574579749,0.44595619827393507,false,false
8,17,0.1852927574579749,0.4703216005453191,false,false
8,18,0.1852927574579749,0.4950559699353738,false,false
8,19,0.1852927574579749,0.52017458088898,false,false
8,20,0.1852927574579749,0.545696893456796,false,false
9,0,0,0.12315953254678531,false,false
9,1,0,0.14186967895549518,false,false
9,2,0,0.1610785343314309,false,false
9,3,0,0.18074670915695296,false,false
9,4,0.02469227056401646,0.20084316962661727,false,false
9,5,0.06022381603583657,0.22134333171049148,false,false
9,6,0.09915976498719187,0.24222773535791722,false,false
9,7,0.14095885572452488,0.2634811061240136,false,false
9,8,0.1852927574579749,0.2850916852481588,false,false
9,9,0.23196376447938752,0.30705075280944705,false,false
9,10,0.23196376447938752,0.32935229550181694,false,false
9,11,0.23196376447938752,0.35199278797099753,false,false
9,12,0.23196376447938752,0.37497106853929735,false,false
9,13,0.23196376447938752,0.3982882988844078,false,false
9,14,0.23196376447938752,0.4219480043605999,false,false
9,15,0.23196376447938752,0.44595619827393507,false,false
9,16,0.23196376447938752,0.4703216005453191,false,false
9,17,0.23196376447938752,0.4950559699353738,false,false
9,18,0.23196376447938752,0.52017458088898,false,false
9,19,0.23196376447938752,0.545696893456796,false,false
9,20,0.23196376447938752,0.5716474916687543,false,false
10,0,0,0.14186967895549518,false,false
10,1,0,0.1610785343314309,false,false
10,2,0,0.18074670915695296,false,false
10,3,0,0.20084316962661727,false,false
10,4,0.02469227056401646,0.22134333171049148,false,false
10,5,0.06022381603583657,0.24222773535791722,false,false
10,6,0.09915976498719187,0.2634811061240136,false,false
10,7,0.14095885572452488,0.2850916852481588,false,false
10,8,0.1852927574579749,0.30705075280944705,false,false
10,9,0.23196376447938752,0.32935229550181694,false,false
10,10,0.28086533820502063,0.35199278797099753,false,false
10,11,0.28086533820502063,0.37497106853929735,false,false
10,12,0.28086533820502063,0.3982882988844078,false,false
10,13,0.28086533820502063,0.4219480043605999,false,false
10,14,0.28086533820502063,0.44595619827393507,false,false
10,15,0.28086533820502063,0.4703216005453191,false,false
10,16,0.28086533820502063,0.4950559699353738,false,false
10,17,0.28086533820502063,0.52017458088898,false,false
10,18,0.28086533820502063,0.545696893456796,false,false
10,19,0.28086533820502063,0.5716474916687543,false,false
10,20,0.28086533820502063,0.5980574093302989,false,false
11,0,0,0.1610785343314309,false,false
11,1,0,0.18074670915695296,false,false
11,2,0,0.20084316962661727,false,false
11,3,0,0.22134333171049148,false,false
11,4,0.02469227056401646,0.24222773535791722,false,false
11,5,0.06022381603583657,0.2634811061240136,false,false
11,6,0.09915976498719187,0.2850916852481588,false,false
11,7,0.14095885572452488,0.30705075280944705,false,false
11,8,0.1852927574579749,0.32935229550181694,false,false
11,9,0.23196376447938752,0.35199278797099753,false,false
11,10,0.28086533820502063,0.37497106853929735,false,false
11,11,0.3319637644793876,0.3982882988844078,false,false
11,12,0.3319637644793876,0.4219480043605999,false,false
11,13,0.3319637644793876,0.44595619827393507,false,false
11,14,0.3319637644793876,0.4703216005453191,false,false
11,15,0.3319637644793876,0.4950559699353738,false,false
11,16,0.3319637644793876,0.52017458088898,false,false
11,17,0.3319637644793876,0.545696893456796,false,false
11,18,0.3319637644793876,0.5716474916687543,false,false
11,19,0.3319637644793876,0.5980574093302989,false,false
11,20,0.3319637644793876,0.6249660359590695,false,false
12,0,0,0.18074670915695296,false,false
12,1,0,0.20084316962661727,false,false
12,2,0,0.22134333171049148,false,false
12,3,0,0.24222773535791722,false,false
12,4,0.02469227056401646,0.2634811061240136,false,false
12,5,0.06022381603583657,0.2850916852481588,false,false
12,6,0.09915976498719187,0.30705075280944705,false,false
12,7,0.14095885572452488,0.32935229550181694,false,false
12,8,0.1852927574579749,0.35199278797099753,false,false
12,9,0.23196376447938752,0.37497106853929735,false,false
12,10,0.28086533820502063,0.3982882988844078,false,false
12,11,0.3319637644793876,0.4219480043605999,false,false
12,12,0.38529275745797487,0.44595619827393507,false,false
12,13,0.38529275745797487,0.4703216005453191,false,false
12,14,0.38529275745797487,0.4950559699353738,false,false
12,15,0.38529275745797487,0.52017458088898,false,false
12,16,0.38529275745797487,0.545696893456796,false,false
12,17,0.38529275745797487,0.5716474916687543,false,false
12,18,0.38529275745797487,0.5980574093302989,false,false
12,19,0.38529275745797487,0.6249660359590695,false,false
12,20,0.38529275745797487,0.6524239261814334,false,false
13,0,0,0.20084316962661727,false,false
13,1,0,0.22134333171049148,false,false
13,2,0,0.24222773535791722,false,false
13,3,0,0.2634811061240136,false,false
13,4,0.02469227056401646,0.2850916852481588,false,false
13,5,0.06022381603583657,0.30705075280944705,false,false
13,6,0.09915976498719187,0.32935229550181694,false,false
13,7,0.14095885572452488,0.35199278797099753,false,false
13,8,0.1852927574579749,0.37497106853929735,false,false
13,9,0.23196376447938752,0.3982882988844078,false,false
13,10,0.28086533820502063,0.4219480043605999,false,false
13,11,0.3319637644793876,0.44595619827393507,false,false
13,12,0.38529275745797487,0.4703216005453191,false,false
13,13,0.4409588557245249,0.4950559699353738,false,false
13,14,0.4409588557245249,0.52017458088898,false,false
13,15,0.4409588557245249,0.545696893456796,false,false
13,16,0.4409588557245249,0.5716474916687543,false,false
13,17,0.4409588557245249,0.5980574093302989,false,false
13,18,0.4409588557245249,0.6249660359590695,false,false
13,19,0.4409588557245249,0.6524239261814334,false,false
13,20,0.4409588557245249,0.6804970794560756,false,false
14,0,0,0.22134333171049148,false,false
14,1,0,0.24222773535791722,false,false
14,2,0,0.2634811061240136,false,false
14,3,0,0.2850916852481588,false,false
14,4,0.02469227056401646,0.30705075280944705,false,false
14,5,0.06022381603583657,0.32935229550181694,false,false
14,6,0.09915976498719187,0.35199278797099753,false,false
14,7,0.14095885572452488,0.37497106853929735,false,false
14,8,0.1852927574579749,0.3982882988844078,false,false
14,9,0.23196376447938752,0.4219480043605999,false,false
14,10,0.28086533820502063,0.44595619827393507,false,false
14,11,0.3319637644793876,0.4703216005453191,false,false
14,12,0.38529275745797487,0.4950559699353738,false,false
14,13,0.4409588557245249,0.52017458088898,false,false
14,14,0.49915976498719183,0.545696893456796,false,false
14,15,0.49915976498719183,0.5716474916687543,false,false
14,16,0.49915976498719183,0.5980574093302989,false,false
14,17,0.49915976498719183,0.6249660359590695,false,false
14,18,0.49915976498719183,0.6524239261814334,false,false
14,19,0.49915976498719183,0.6804970794560756,false,false
14,20,0.49915976498719183,0.7092737396097997,false,false
15,0,0,0.24222773535791722,false,false
15,1,0,0.2634811061240136,false,false
15,2,0,0.2850916852481588,false,false
15,3,0,0.30705075280944705,false,false
15,4,0.02469227056401646,0.32935229550181694,false,false
15,5,0.06022381603583657,0.35199278797099753,false,false
15,6,0.09915976498719187,0.37497106853929735,false,false
15,7,0.14095885572452488,0.3982882988844078,false,false
15,8,0.1852927574579749,0.4219480043605999,false,false
15,9,0.23196376447938752,0.44595619827393507,false,false
15,10,0.28086533820502063,0.4703216005453191,false,false
15,11,0.3319637644793876,0.4950559699353738,false,false
15,12,0.38529275745797487,0.52017458088898,false,false
15,13,0.4409588557245249,0.545696893456796,false,false
15,14,0.49915976498719183,0.5716474916687543,false,false
15,15,0.5602238160358366,0.5980574093302989,false,false
15,16,0.5602238160358366,0.6249660359590695,false,false
15,17,0.5602238160358366,0.6524239261814334,false,false
15,18,0.5602238160358366,0.6804970794560756,false,false
15,19,0.5602238160358366,0.7092737396097997,false,false
15,20,0.5602238160358366,0.7388757932976185,false,false
16,0,0,0.2634811061240136,false,false
16,1,0,0.2850916852481588,false,false
16,2,0,0.30705075280944705,false,false
16,3,0,0.32935229550181694,false,false
16,4,0.02469227056401646,0.35199278797099753,false,false
16,5,0.06022381603583657,0.37497106853929735,false,false
16,6,0.09915976498719187,0.3982882988844078,false,false
16,7,0.14095885572452488,0.4219480043605999,false,false
16,8,0.1852927574579749,0.44595619827393507,false,false
16,9,0.23196376447938752,0.4703216005453191,false,false
16,10,0.28086533820502063,0.4950559699353738,false,false
16,11,0.3319637644793876,0.52017458088898,false,false
16,12,0.38529275745797487,0.545696893456796,false,false
16,13,0.4409588557245249,0.5716474916687543,false,false
16,14,0.49915976498719183,0.5980574093302989,false,false
16,15,0.5602238160358366,0.6249660359590695,false,false
16,16,0.6246922705640165,0.6524239261814334,false,false
16,17,0.6246922705640165,0.6804970794560756,false,false
16,18,0.6246922705640165,0.7092737396097997,false,false
16,19,0.6246922705640165,0.7388757932976185,false,false
16,20,0.6246922705640165,0.7694792561952611,false,false
17,0,0,0.2850916852481588,false,false
17,1,0,0.30705075280944705,false,false
17,2,0,0.32935229550181694,false,false
17,3,0,0.35199278797099753,false,false
17,4,0.02469227056401646,0.37497106853929735,false,false
17,5,0.06022381603583657,0.3982882988844078,false,false
17,6,0.09915976498719187,0.4219480043605999,false,false
17,7,0.14095885572452488,0.44595619827393507,false,false
17,8,0.1852927574579749,0.4703216005453191,false,false
17,9,0.23196376447938752,0.4950559699353738,false,false
17,10,0.28086533820502063,0.52017458088898,false,false
17,11,0.3319637644793876,0.545696893456796,false,false
17,12,0.38529275745797487,0.5716474916687543,false,false
17,13,0.4409588557245249,0.5980574093302989,false,false
17,14,0.49915976498719183,0.6249660359590695,false,false
17,15,0.5602238160358366,0.6524239261814334,false,false
17,16,0.6246922705640165,0.6804970794560756,false,false
17,17,0.6935065496578211,0.7092737396097997,false,false
17,18,0.6935065496578211,0.7388757932976185,false,false
17,19,0.6935065496578211,0.7694792561952611,false,false
17,20,0.6935065496578211,0.8013546984090248,false,false
18,0,0,0.30705075280944705,false,false
18,1,0,0.32935229550181694,false,false
18,2,0,0.35199278797099753,false,false
18,3,0,0.37497106853929735,false,false
18,4,0.02469227056401646,0.3982882988844078,false,false
18,5,0.06022381603583657,0.4219480043605999,false,false
18,6,0.09915976498719187,0.44595619827393507,false,false
18,7,0.14095885572452488,0.4703216005453191,false,false
18,8,0.1852927574579749,0.4950559699353738,false,false
18,9,0.23196376447938752,0.52017458088898,false,false
18,10,0.28086533820502063,0.545696893456796,false,false
18,11,0.3319637644793876,0.5716474916687543,false,false
18,12,0.38529275745797487,0.5980574093302989,false,false
18,13,0.4409588557245249,0.6249660359590695,false,false
18,14,0.49915976498719183,0.6524239261814334,false,false
18,15,0.5602238160358366,0.6804970794560756,false,false
18,16,0.6246922705640165,0.7092737396097997,false,false
18,17,0.6935065496578211,0.7388757932976185,false,false
18,18,0.7685192029230123,0.7694792561952611,false,false
18,19,0.7685192029230123,0.8013546984090248,false,false
18,20,0.7685192029230123,0.834958291820748,false,false
19,0,0,0.32935229550181694,false,false
19,1,0,0.35199278797099753,false,false
19,2,0,0.37497106853929735,false,false
19,3,0,0.3982882988844078,false,false
19,4,0.02469227056401646,0.4219480043605999,false,false
19,5,0.06022381603583657,0.44595619827393507,false,false
19,6,0.09915976498719187,0.4703216005453191,false,false
19,7,0.14095885572452488,0.4950559699353738,false,false
19,8,0.1852927574579749,0.52017458088898,false,false
19,9,0.23196376447938752,0.545696893456796,false,false
19,10,0.28086533820502063,0.5716474916687543,false,false
19,11,0.3319637644793876,0.5980574093302989,false,false
19,12,0.38529275745797487,0.6249660359590695,false,false
19,13,0.4409588557245249,0.6524239261814334,false,false
19,14,0.49915976498719183,0.6804970794560756,false,false
19,15,0.5602238160358366,0.7092737396097997,false,false
19,16,0.6246922705640165,0.7388757932976185,false,false
19,17,0.6935065496578211,0.7694792561952611,false,false
19,18,0.7685192029230123,0.8013546984090248,false,false
19,19,0.8544814154208721,0.834958291820748,true,false
19,20,0.8544814154208721,0.8711834051199223,true,true
20,0,0,0.35199278797099753,false,false
20,1,0,0.37497106853929735,false,false
20,2,0,0.3982882988844078,false,false
20,3,0,0.4219480043605999,false,false
20,4,0.02469227056401646,0.44595619827393507,false,false
20,5,0.06022381603583657,0.4703216005453191,false,false
20,6,0.09915976498719187,0.4950559699353738,false,false
20,7,0.14095885572452488,0.52017458088898,false,false
20,8,0.1852927574579749,0.545696893456796,false,false
20,9,0.23196376447938752,0.5716474916687543,false,false
20,10,0.28086533820502063,0.5980574093302989,false,false
20,11,0.3319637644793876,0.6249660359590695,false,false
20,12,0.38529275745797487,0.6524239261814334,false,false
20,13,0.4409588557245249,0.6804970794560756,false,false
20,14,0.49915976498719183,0.7092737396097997,false,false
20,15,0.5602238160358366,0.7388757932976185,false,false
20,16,0.6246922705640165,0.7694792561952611,false,false
20,17,0.6935065496578211,0.8013546984090248,false,false
20,18,0.7685192029230123,0.834958291820748,false,false
20,19,0.8544814154208721,0.8711834051199223,true,true
20,20,1,0.9123754607496077,true,true
