file,sha256
ALLOCATION.md,4d30287ef89a78d11ab4013a36c2b43429e8a5107d19b68e82fe1707eb196287
commands/check-A.md,20580b82bbe8e7dab16f20b62d4f9572693c219c91b2eb830231aa169c30d328
commands/check-B.md,417eaceee36f256bd39b8b3911791deeb0e217ac125d513a02cb79d4ebd11cc6
commands/check-C.md,b83980b9ef3278051b27b421b144d679f710d6dde0cdf4325acfed4e3e32bf2e
commands/coverage-P0.md,f6b1c278495b6ee7d6448ea4f9d3e59c27accc2f540f12d1108c4335d7aaa3b5
commands/coverage-P1.md,970ad601e8702815e4daab77d3cf815035b882ab35845216383561623b12434c
commands/discovery-A.md,7edd80389ea7405d9a2f317ff165a68d0890a11538b270b254b372f26df33bc9
commands/discovery-B.md,5d509dbbb8e587d58803b6a3f39b78ec9a3004305664afa0d1e9f51d2fe03379
commands/discovery-C.md,f5a47c181846c4289dbe3de57eafce0fe8d09336e3d9196faa48a11272206b09
commands/online-P0-A.md,3b92c11e9abcc6869b97315db0b80e82d19890e7ebd9723647e0eef047a1f524
commands/online-P0-B.md,d393cdd96182cb3d34966fbdb4d7c3088b46131af6975bb20d835b71c6996c8e
commands/online-P1-A.md,884c1e7d6ee31213358ab31f1cf2074e6887a4ff3017f00716df72e7c68acb08
commands/online-P1-C.md,0f55c6b963f27b617624c622341294e63ded8cd3d6067cd5656a4da4c845961d
commands/replay-absent.md,cf77b83e46676a3932bdecd4f6fb18c14643b9b79495fd409f5cbc4b0ca2843b
commands/replay-P0.md,69554fa0146918a12e0b171c84081537a6118ae78841363924d94c48441c0197
commands/replay-P1.md,43ab38acbd5318f6dff1a716e4d7bc77e64587c1a29b541f8b2d1abc3d9a0992
COMMANDS.csv,130c8d53de62bd388e05ce2937b105c71098af22572bf0231e3f2d6ba4b44a09
COSTS.md,6a5b54137e7a156271c272b1f15b486c367cfadec74121afa1befd8da065d9cc
discovery/BRANCH-DECISION.md,e8783d3755d9f6fb298f70e66e6be9c338f87656b4397b6e7795340d96e0e1e5
discovery/DECISION-FREEZE.md,23a3accaa5cea99a2bd1de93461b80fb61ff99fda5e0a8c846e9f964af6739f6
discovery/experiment/CONTRACT.md,7fbdbfbfa40efcf3f1c46399068b48718e07a8e1f2934a385f433fc1d2630dd8
discovery/experiment/CONTRACT.sha256,bf8d4559c42bfbe2748132dd32e456216013f54c82b971b6aec7de0f3c661143
discovery/experiment/trial-001/CHECK.md,f87f336ed5fc2c59e9f4a38b79e25258b5e5a729e4d2cf95696a6ea3f839ef16
discovery/experiment/trial-001/error-by-hour.csv,37374748d1e56af80e1c4ffe34f2ce9fa1641d4524fd4cd8d384e516cc621cd8
discovery/experiment/trial-001/predictions.csv,0004513ae666f36bcf4987e2b36944f1c4a8d79bf949ef09b788d0b95e6af93c
discovery/experiment/trial-001/PROPOSAL.md,2f8851ff5885cb26b2d2a010e2981d10bc51df428f5cd08f213ebbd9623e3aac
discovery/experiment/trial-001/RESULT.md,8a41b22ecffafe833fa485169189232cb33e250a8e0551b84d197fec63698162
discovery/experiment/trial-002/CHECK.md,e774b6a81e5ff7fa448c7c88d11b97491441358d7715a309f17e1e03e3fa5d4c
discovery/experiment/trial-002/error-by-hour.csv,2fb15f5a7a96c57aa2f7d0b6e24a60568b00c79c2da97147413f12564e3b87b5
discovery/experiment/trial-002/predictions.csv,c90d2fb5dae04ff22d14388bf3d67e756d518d0427cc4de2356ef84383eb4a4d
discovery/experiment/trial-002/PROPOSAL.md,e501cc3fb831a36e2c9d5baaa812c339289a6dc388d9d384719e5cd60321c5bb
discovery/experiment/trial-002/RESULT.md,ea8802f88b95b676d75cb1b0ee55e4bc9886f7cad5746c38c5469d37e3e1f9c6
