row_id,group,split,included
0,104aa77b44243c13c09208c30db51485d8a6c5e5a0997e6f0908a627c68561ee,selection,True
1,af3d0aaedb844f0b51c85bba5600024754b36dc8187584bab21b032560934ab6,train,True
2,90cc6567bddbc45c20d76c218cb24091d9731b07f1a8bd4bef4fe57334c399b0,final,True
3,6f1537683347e255f590b95a5e79dcb18d7d157dd310324570b4aaeebe03d6b7,selection,True
4,7d78c7a341918b28909cf44c616e2a8238843b038de9afe5a7434d039f7af747,selection,True
5,890230498266efecb0fb99105e5662a2582641aafa161c9410d3186169361f4c,final,True
6,6ab4456fd89f4c2d38440df7995c945751dbbdadfae3dcceb44ad44508ff364f,train,True
7,d101d0f9aa2da8b0e20d3d9708d1c06284d49d47dacaf66a5368b16722fbc2a9,train,True
8,5657a0b0fed415b1cad62bd95e2a4f8235ee1c97312172d160f56e3223dd2fbf,final,True
9,60314146f2dd7e3271252fea13588cf42f5b84b6a9a339958d78a01833eca70e,train,True
10,c4b34adb0e0e0cd8645a8aef7934de5810cdf50e8240cb50f5395c60409556d8,selection,True
11,82c1d08c142be77fd45c3814e175bd846995cb9fc6a44b4ad267cef8c613a810,train,True
12,94ff607ae5648e905dc5f3addc105a43687e6cb0a7bf7bfe6c5e4367670cd38d,selection,True
13,accbc85307756f08576b47be8a73a586bed6ce8322c6c361b92d21196933a2f3,selection,True
14,e6e8f232fb664f5943b818f395f678e5e273c5c7337c12941404d92c9d822c8f,train,True
15,8f3e4122728016787ef9b69975d2e3c97784e5cf619eb2e235cc40864b27e53e,train,True
16,56835f6420aa1728479902db1772d10a316261bafda4af2e65b2879a4529fbfd,train,True
17,bf9be890704a958d3a8f230392ab49a0266cb09e6d687628ce60569d0486403c,final,True
18,73cd5d3b7bce05431eeee8361323aec13a5cd4b9f62fff20859978540b0635f3,train,True
19,d6ff1b43494f198df73e1674c00130e55db9126c12a6c5661795279f042f8ae1,final,True
20,19df1d7fdd9620900bd345771ff0373a76319147164c565d4da9c44ebea2f66f,train,True
21,aebfca33575fa7c084e8d694fd13783e8341880b68318890383bc30e5b326b3a,train,True
22,c73b48e8c1f79cbc49fe7ddd432226ce246fd08217e6c5f034ae7999824b8051,train,True
23,d7631a77b8b445b141f0f4a9ed83aceda795eacb3fe366a3791ca010525249ff,train,True
24,00e63e3b98183bddde4ced2656b82602992812ac20f1225894e024c036aaa53e,train,True
