check,passed
classification/base:extra-trees/factor_one_preserved,True
classification/base:extra-trees/0.05/clone,True
classification/base:extra-trees/0.05/unfitted,True
classification/base:extra-trees/0.3/clone,True
classification/base:extra-trees/0.3/unfitted,True
classification/base:extra-trees/0.33/clone,True
classification/base:extra-trees/0.33/unfitted,True
classification/base:extra-trees/1.0/clone,True
classification/base:extra-trees/1.0/unfitted,True
classification/base:extra-trees/3.0/clone,True
classification/base:extra-trees/3.0/unfitted,True
classification/base:extra-trees/20.0/clone,True
classification/base:extra-trees/20.0/unfitted,True
classification/base:hist-boost/factor_one_preserved,True
classification/base:hist-boost/0.05/clone,True
classification/base:hist-boost/0.05/unfitted,True
classification/base:hist-boost/0.3/clone,True
classification/base:hist-boost/0.3/unfitted,True
classification/base:hist-boost/0.33/clone,True
classification/base:hist-boost/0.33/unfitted,True
classification/base:hist-boost/1.0/clone,True
classification/base:hist-boost/1.0/unfitted,True
classification/base:hist-boost/3.0/clone,True
classification/base:hist-boost/3.0/unfitted,True
classification/base:hist-boost/20.0/clone,True
classification/base:hist-boost/20.0/unfitted,True
classification/base:linear/factor_one_preserved,True
classification/base:linear/0.05/clone,True
classification/base:linear/0.05/unfitted,True
classification/base:linear/0.3/clone,True
classification/base:linear/0.3/unfitted,True
classification/base:linear/0.33/clone,True
classification/base:linear/0.33/unfitted,True
classification/base:linear/1.0/clone,True
classification/base:linear/1.0/unfitted,True
classification/base:linear/3.0/clone,True
classification/base:linear/3.0/unfitted,True
classification/base:linear/20.0/clone,True
classification/base:linear/20.0/unfitted,True
classification/base:neighbors-25/factor_one_preserved,True
classification/base:neighbors-25/0.05/clone,True
classification/base:neighbors-25/0.05/unfitted,True
classification/base:neighbors-25/0.3/clone,True
classification/base:neighbors-25/0.3/unfitted,True
classification/base:neighbors-25/0.33/clone,True
classification/base:neighbors-25/0.33/unfitted,True
classification/base:neighbors-25/1.0/clone,True
classification/base:neighbors-25/1.0/unfitted,True
classification/base:neighbors-25/3.0/clone,True
classification/base:neighbors-25/3.0/unfitted,True
classification/base:neighbors-25/20.0/clone,True
classification/base:neighbors-25/20.0/unfitted,True
classification/base:neighbors-5/factor_one_preserved,True
classification/base:neighbors-5/0.05/clone,True
classification/base:neighbors-5/0.05/unfitted,True
classification/base:neighbors-5/0.3/clone,True
classification/base:neighbors-5/0.3/unfitted,True
classification/base:neighbors-5/0.33/clone,True
classification/base:neighbors-5/0.33/unfitted,True
classification/base:neighbors-5/1.0/clone,True
classification/base:neighbors-5/1.0/unfitted,True
classification/base:neighbors-5/3.0/clone,True
classification/base:neighbors-5/3.0/unfitted,True
classification/base:neighbors-5/20.0/clone,True
classification/base:neighbors-5/20.0/unfitted,True
classification/base:random-forest/factor_one_preserved,True
classification/base:random-forest/0.05/clone,True
classification/base:random-forest/0.05/unfitted,True
classification/base:random-forest/0.3/clone,True
classification/base:random-forest/0.3/unfitted,True
