source_row,partition,target,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0,training,0.9320055177476867,-1.040670491263945,0.08047552358507512,1.994001791683802,-0.8160701063780514,0.8584916029290299,0.5312444294106865,1.137001289337293,0.5182121401814831,-0.7191776376521475,1.7989576783299308,0.485340388625223,0.6906130524449603
1,selection,-16.427074598934023,-0.8455896795290347,-2.2104712188821383,-0.43340353412251137,1.3764376485353884,-0.24950464607298414,0.5405537609260939,0.23007707774164668,0.29472429037562514,-1.0851784759569842,-1.4976437227898673,1.7066368309137534,1.968287555335836
2,training,-167.927751759415,-1.5457670791329639,0.9745875714105827,-1.1191334008535845,0.025870646710380866,0.7501146750852227,-0.7603026300567771,0.6040692102242233,-0.6304312782865882,-0.3190429804041477,-2.5086908368660623,-0.5335096834160765,0.680757056272961
3,training,-406.80040366461327,-1.074713456517698,0.695824335159559,-0.17571670274201623,-3.198708357642128,0.3033311074767216,-0.7281403879673508,0.6303201545408769,0.28993556316037283,2.3720779307819178,-1.1253220948063205,-1.2635392644538432,0.354672508426699
4,training,73.85115232156602,0.17840860638393072,-0.1900285265267967,1.162045441980994,0.8475884133909648,-0.2686729480425055,-0.6381569345642639,-0.681337849352251,-0.8081415302087283,-0.3402419285633124,0.22554410917085246,0.6020621681065184,-1.7685525445820287
5,training,-238.61194207968396,-0.3094291770104847,-1.2909052592059589,0.2474231033083965,0.4893216989959401,-1.04132670969254,-0.8485633897108616,-0.662768146333728,-0.9843892583147659,2.106719233973504,-1.760878529346118,0.9153176635435567,1.1367620485229981
6,training,104.92682975387086,2.123461269523987,0.9708278316489527,0.5697396541011007,0.8300392522905049,0.7292157682572173,-0.5069063046154472,0.14474959815241994,-1.1913768306363905,-0.04450721044178881,-1.01740386657564,-0.4011594931299753,0.6268112476334167
7,selection,32.570151638599604,-0.3999922891911395,0.005203998801841433,0.1951783026699024,0.6754419926960976,0.20193097345831196,-1.4904429290832184,0.7235472393833804,-0.13209529554219093,0.40349544644050883,-0.6918546490609034,0.9595254438557046,0.44475311099187864
8,training,-35.23669184724292,1.8065992692358754,0.07267574538589283,0.3918761162709496,-1.0350578550759622,0.9542612391380441,0.22992420769836683,-0.7015393748679297,-0.5610812046766077,-0.8093901845570832,0.7860268920151637,-1.1433658496612074,0.12580492336270302
9,selection,-112.61417863674009,1.4501725686626148,0.21157034501694005,-0.8449357471569844,-0.2242045026796205,-0.9408510960056645,-2.2449541804672686,-1.3119062004533273,-0.41475432710926063,1.8221431008141793,-2.3682824240541382,-2.160730542156514,-0.18187499321243505
10,selection,96.0915450584778,-1.080115179471311,-1.3623542387729848,1.0386926229583602,0.5479636746645198,1.316031903553311,-1.5993287725662126,-1.7435307387957084,2.0242298822961318,-0.1041373090276881,-0.5111315160279275,-0.43302385967076734,1.2707203560435105
11,training,3.9466834648177542,-0.14298324161882822,0.15146744380652263,-0.04687822635111068,0.2606550199567955,0.7445974959680975,-0.5624743541921241,-0.42513851057419083,-0.05278519327307937,0.10957664761035783,-1.5521864615064151,0.5722307563447556,-1.2059443438175033
12,training,257.47118664851206,1.4890436460986158,0.37926773547191117,0.6907249535485572,1.6730527703942741,-0.8515915115902909,0.9116082338620842,0.8349613785089641,0.5858032013963484,-0.7926987041947777,2.205901078010662,-2.2585304633615193,-0.5007688444710595
13,training,-95.03008467208463,0.7682897485662311,-1.8885837974026616,-0.1673118539816466,-0.35392766322705826,0.1847573855166751,0.9956249728311606,0.3619768187597469,-0.7934834686808643,0.15443292493212343,0.3915381319762798,-0.1465518146695398,-0.242694164314586
14,final,-161.32098406146676,-0.6364772254821416,-1.2602804764780025,-1.4320468566964442,-0.2123168687348959,-0.5158994231229059,1.0645523711790765,1.0630762852183913,0.12500772118743175,-0.2842174548365517,0.6177146976591189,-2.346347645867823,-0.4047905526833776
15,training,-204.55456328788318,0.61541948667899,0.3613004962891807,2.7052351116703663,-0.7434112976709099,-1.0250528595178483,0.4533489717291152,-0.05206592858992145,-2.1758473258407927,0.36757208878648795,0.19362440054490776,-0.5531890401699008,-0.5403835993671594
16,training,39.58342822717773,-0.021988677619783827,0.3958159846976473,-0.058075295044847396,0.058545036450795646,-0.3381511358395625,-0.49822810979391075,-0.2863106172834036,0.6986619812100358,-0.8065955697399574,-0.8630737281470829,0.12157535461369427,-0.27167688301145576
17,training,-168.6367924143885,0.806639479997692,0.40727211604038605,0.130731584070003,-2.412731505633667,1.0376072149578741,-0.7075035750058045,-0.21805705097405972,-0.19747463468871726,1.1839813745225165,0.48662895653115973,0.12423459914176309,-0.3603572802496736
18,training,-154.80109595998843,-1.0518615372111235,-1.8046190727382356,0.6024065053958326,0.6846473894429262,-0.2921447570059341,1.0812013011357646,0.0846496174526386,-0.16771744663233706,1.5783310261564916,-1.5671215492237636,-0.23395482280037655,0.8856492566635148
19,training,-49.06302667376994,-0.3439876681424811,-0.43736411737789227,-0.30604394178467254,-0.42911766934228424,1.5290422467694045,-0.8001507077083851,0.7835427523568468,-1.0815593778891996,0.7332158346339417,0.25274859218623846,0.22670574178804653,0.47367798670857936
20,training,92.67634711430266,0.3218656811964784,1.5617986143693514,-2.3048983789229607,-0.4331898421913859,0.08999849924781454,0.49822308257689707,-1.3212867372624924,-0.9478771070201994,0.7092261777869798,1.657043847861653,0.33992801553582885,-0.3328113742538008
21,selection,-125.10834659907817,0.0984659122779836,-1.0275069886852841,-1.363196219883727,-1.6266277191138692,1.25534001966014,1.4719917540353533,-0.7858101667401487,0.6892485726226096,0.6535853409043687,0.7950787540478748,-1.1200258766053661,2.7858108068574077
22,selection,-3.0495794015087583,0.5322151783362288,-1.5489439487331236,-0.655371501303316,-0.0350376919793138,1.4881597445396149,-0.7624463201994128,0.0077549033750336635,-0.13756109299816602,1.1900995499732967,0.970045847651587,0.2890130807823405,0.050811450676942926
23,final,-73.83799428496235,0.12570315385918096,-0.09793663911672927,1.376337875718156,-1.179893835346378,-0.1379347959399705,-1.5237925756828337,-1.3782448172941917,0.619037122262935,-0.9517133630288426,0.8703525045876991,1.0660801450827904,-1.0679453476450798
24,training,99.42996561703684,-0.07222225669765853,-0.001592559848918264,-0.31339991032157427,0.6480513957695376,0.6131404332366224,-1.7202054800245905,-0.3879524851051608,-0.26764434997968023,-0.044977360351301156,-0.1176580793123571,1.4819559348150033,0.9759252334595651
25,training,84.94082023582399,1.6132990211369258,0.27969152340868025,-0.7697377603924995,0.3676267509631358,-0.20408499877121633,1.5332445139617439,-1.1511877905896264,0.1369482622141194,-0.44010713647034005,0.187865934188751,-2.2748660873286513,0.03921550143717164
26,selection,137.3632158649724,0.04792476451796044,0.38163207541376654,0.2510768650832369,0.9318973156623008,-0.7016214371803857,0.7484841372316692,1.0804193706152834,0.7240498053618499,1.5374341275286174,-0.9839370779464162,0.31479543994494613,2.087250845706382
27,selection,-64.38313148935859,-1.4659470187697907,0.6696366741037125,0.8446721852094554,0.2769436294979667,-0.29528042463463905,2.2952532263535854,0.7151389077844749,-1.6888598922495865,0.7934204854618624,-1.6011306797212403,2.5860738410289903,-1.4270295398409247
28,training,-286.1702384522193,-1.45594753805778,-0.6245737018804974,0.8691662830552614,-1.8910715834919065,-0.5806906103780246,-0.5491974281442864,-1.260507753421569,-0.18423440971466687,-1.4783942778766959,-0.7346390640381014,2.4171649137294255,-0.5956128553563301
29,selection,62.491937171356184,-0.9437244765176608,1.0328850887472247,-0.23831799370354428,-1.0935855582112939,0.43300142222366605,-0.27683875043276057,-0.6420573903397039,0.8192826885225253,-0.3729597676460997,-0.12942116051089733,3.4568727913495394,1.443443056785323
