node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.15361708370432775,1.756759299983969,0.2390920358405019,MAE,0.003490100003546104,0.0008570999780204147,2.4999899324029684e-06,0.00886160001391545,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,root,ok,0.21961337505246617,1.8426273000077344,0.34180969767764546,MAE,0.07784119999269024,0.00824799999827519,7.799972081556916e-06,0.01403519997256808,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-003,root,ok,0.23399140178322522,2.339998499985086,0.36418788374608396,MAE,0.20361339999362826,0.008681399980559945,5.0000089686363935e-06,0.01213129999814555,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-004,node-001,ok,0.15735323819777186,1.7666543000086676,0.24490704522950665,MAE,0.005204600020078942,0.0012611999991349876,1.7799990018829703e-05,0.017322500003501773,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-005,node-002,ok,0.22106617549940688,1.9918705000018235,0.34407085905470697,MAE,0.24131109999143519,0.009598700009519234,2.2100022761151195e-05,0.015489299985347316,a135d942365a4ad09619ab7b28946ff91a07d8c18ff2861e6ac243ff1681ffe3
node-006,node-003,ok,0.25003524939250477,2.4531770999892615,0.38915877952874717,MAE,0.7103216999967117,0.00921259997994639,1.7700018361210823e-05,0.016365399991627783,5222c70c49530b43f8e6e18cee2e6178cb0d28419e7f559e65c40a7a28c4f9f5
node-007,node-004,ok,0.15739117384877988,2.0663910000002943,0.24496608887108426,MAE,0.007024000020464882,0.0018191000272054225,2.2199994418770075e-05,0.01565759998629801,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-008,node-005,ok,0.22982307901607385,2.626082000002498,0.3577002408849765,MAE,0.468768499995349,0.017432199994800612,2.4200009647756815e-05,0.027742100006435066,c9a12fa0b1f61d0fd4711fa2d61c61e3c32346f85eed9b9e93c53d79e785b743
node-009,node-006,ok,0.2524009646560004,2.0820622999744955,0.3928408158291941,MAE,0.3387935000064317,0.007077500020386651,1.659998088143766e-05,0.01808280000113882,25b6c02536b08aac1d891d8e88d15193cd94f6525c7091630cf5132736fc6b32
node-010,node-007,ok,0.1590144068487668,1.7468431000015698,0.24749251414392276,MAE,0.005312599998433143,0.001433900004485622,2.680000034160912e-05,0.015120599971851334,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
node-011,node-008,ok,0.23674674129372444,2.3615654000022914,0.3684763373289225,MAE,0.5585128999955487,0.015991299995221198,2.680000034160912e-05,0.015404699981445447,7a6e8e6cf4dd71db32f6104708ef8e1dcd325d2ec37ea58eb36630725a52546b
node-012,node-009,ok,0.24826876994067185,2.1228042999864556,0.38640940323397216,MAE,0.39092669999809004,0.00739320000866428,1.1399999493733048e-05,0.013778399996226653,3fca5ad4606a7d4b8ca9506d76400e645b32cfaf5c458c79460fc3326d66af06
