path,bytes,sha256
10-16/ACTOR-NOTE.md,718,ca4df3ec07f51ecfc06e67575c071ebefc33c7fde703deba7a40b44141ef304c
10-16/LAB-NOTE.md,222,2d7f273095b19dc77aa9e8cc3150d781ee06f8d74500af7b9df8d6b1c3079cdd
10-16/PROMOTION.md,154,65fd8af7d995f1efc12978222d426ed47ac84a73dcfa80d9a017412ab01fc7aa
10-16/RENAME.md,284,7c8ed735b14810c075a12d3aca7a35053766b0064605c2d8682eb0fb32e81355
10-16/ROUND.md,553,4f1fbccd5e789cbcd8d51238576eb86e14965824fc7eb747726c6aea645ec4e5
10-16/second/BEFORE.md,355,3fbf6abf6601657c5bd64c01f862c62ae878d70d5b8c42287af5c96360302341
10-16/second/CONVERSIONS.csv,120,2036a0878827151ff358b60020623a976b6f8264da469bbe2e7726575a19c863
10-16/second/INPUT.csv,68,83c470da8ea184bc82aa2f1b6e981814a32b06a2f62d1c18c17c89d4d90dc5ff
10-16/second/RESULT.md,179,8fb5a4bc5f675f477ec91d4a58d038a092c73302c62cdb4f2a0e802b4a89f4ba
10-16/target/BEFORE.md,360,3426a333531ec4cf1b1873ae23b356bd199103530d2125247507f4669ca87710
10-16/target/CONVERSIONS.csv,125,26bc40ef62ac0a6867d4c6238e9babd5d06e9910cc61a1cd8dc46aa0e93bc4d4
10-16/target/INPUT.csv,73,d0243adb8551ab85f7655a00e6e5415e7cad8387c90395a1c18ae8849d6eaa89
10-16/target/RESULT.md,179,0fe5911e3cfaba17d806e1eb603c844c7f39c3eab4aebc253256a92b73f9f70e
10-17/COMPARISON-FREEZE.csv,549,3b6604d4c62bab3eb8e565e1cc9b305903445bed1b0921eb1af265895ee695a1
10-17/COMPARISON.csv,423,bbaf4760a017ce5ca355c24df846f968a527a24f8f85e9dcbcd8a72da023e713
10-17/LAB-NOTE.md,222,2d7f273095b19dc77aa9e8cc3150d781ee06f8d74500af7b9df8d6b1c3079cdd
10-17/META-PROPOSAL.md,2149,5548fcb1c2de56e003663aaca24037c5dc367fd152e5e01a0a3207d5e1c519d1
10-17/META-RETENTION.md,349,9ae9118b76eddadf154f30838993943a36385eaa9e7c7688d78ec5d24abab0b1
10-17/SCHEDULE-SIMULATION.csv,243,abbc83e2591dc452d5ce4daccb6898b678c4e2b86561333ef6b978c630de8f8b
10-17/SCHEDULE-SIMULATION.md,631,199e588ca542880de9b389e67e1ec6426e5bb57e6faa350253eacef2e4d9f9f2
10-17/SELF-APPLICATION-BEFORE.md,669,70832106ee3a271a545e8523123b7a0e446a6c807695fa71239d50ff6fe1b922
10-17/v0/ACTOR-NOTE.md,847,cc58cafbceb44bdd4b43c906fefe237ef8b0a3111150a206de7c0fa3d2d7348c
10-17/v0/PROMOTION.md,154,65fd8af7d995f1efc12978222d426ed47ac84a73dcfa80d9a017412ab01fc7aa
10-17/v0/ROUND.md,549,c2894c2707a14f3b73a6fbb106e24e29e6ccd7b879c8ea248835fe8fd89efeac
10-17/v0/START.md,513,a18c70c73995a36d96a1c175d6a6b5f8b6fc4bdaadabf94ee27c0e23742b7430
10-17/v0/TASK-PROPOSAL.md,547,618370ed5a8af08f6245e4ac3589e8cc9ba01af8bb1f9174a3d89ce8f2554892
10-17/v0/external-microseconds/BEFORE.md,362,de14d8599e8c0c33b9de9e6324e086d00845330b0a4a4742cad7e2271dd7ac7b
10-17/v0/external-microseconds/CONVERSIONS.csv,147,3df1b14eafc77b8fb2b02296799e7eff564a7eb7f3cb8944d8810595630f1398
10-17/v0/external-microseconds/INPUT.csv,77,dd19745c12186bc3260c1212cf3cbcd15d358b41c7b0006862fd8e4747da63e8
10-17/v0/external-microseconds/RESULT.md,177,d579b7959b6a512d335357ea4a0872d2a8a4d58b65a214b4c04619e6e42a0553
10-17/v0/external-seconds/BEFORE.md,357,2825cbe3efe670ca85de8ac726ba1beadd241e833dd11e59c8a35d224db3c006
10-17/v0/external-seconds/CONVERSIONS.csv,120,2036a0878827151ff358b60020623a976b6f8264da469bbe2e7726575a19c863
10-17/v0/external-seconds/INPUT.csv,68,83c470da8ea184bc82aa2f1b6e981814a32b06a2f62d1c18c17c89d4d90dc5ff
10-17/v0/external-seconds/RESULT.md,179,1ae1aecae373f3062df9fa693740a31d16c6f08d6b406821be72310a8a679bad
10-17/v0/external-unknown/BEFORE.md,363,0c4228ba43aa6c90d0d0031197f60c0c9e91f4741dd6a4b2d3cf549d3a221807
10-17/v0/external-unknown/CONVERSIONS.csv,117,96eee4c6c0b3a66e8cbab66075427a45eea917d22a62a95ca3bb304e8c2bc222
10-17/v0/external-unknown/INPUT.csv,68,fcaa8bf9c81944ada98b12fef72f446bdd44a78ad55af4a1e24fd32f5784ba02
10-17/v0/external-unknown/RESULT.md,186,6f09229861b7269e41b6a469ed499c05c30fc352041190339ae58c93d097ee3f
10-17/v0/second/BEFORE.md,357,2825cbe3efe670ca85de8ac726ba1beadd241e833dd11e59c8a35d224db3c006
10-17/v0/second/CONVERSIONS.csv,120,2036a0878827151ff358b60020623a976b6f8264da469bbe2e7726575a19c863
10-17/v0/second/INPUT.csv,68,83c470da8ea184bc82aa2f1b6e981814a32b06a2f62d1c18c17c89d4d90dc5ff
10-17/v0/second/RESULT.md,179,ab4da99f1cc9cfa6d44be6846cafbc760dcd9d610e364d92af44c65ca9a8012a
10-17/v0/target/BEFORE.md,362,de14d8599e8c0c33b9de9e6324e086d00845330b0a4a4742cad7e2271dd7ac7b
10-17/v0/target/CONVERSIONS.csv,147,3df1b14eafc77b8fb2b02296799e7eff564a7eb7f3cb8944d8810595630f1398
10-17/v0/target/INPUT.csv,77,dd19745c12186bc3260c1212cf3cbcd15d358b41c7b0006862fd8e4747da63e8
10-17/v0/target/RESULT.md,179,a8fcb6cade7ca0a0e912221e31fa888c3cff42f5f2f2ab262e3bfbbb83cc55f2
10-17/v1/ACTOR-NOTE.md,897,1c5b58a19461037206a96c56eb2b3958cb3efce7fa590cb6626fad818bcc61b6
10-17/v1/PROMOTION.md,154,65fd8af7d995f1efc12978222d426ed47ac84a73dcfa80d9a017412ab01fc7aa
10-17/v1/ROUND.md,546,fcbb1573123d53baa94e40a3802408f3d4aef4ccc92f3da9857992d14436fb75
10-17/v1/START.md,513,a18c70c73995a36d96a1c175d6a6b5f8b6fc4bdaadabf94ee27c0e23742b7430
10-17/v1/TASK-PROPOSAL.md,561,a5735553871a91cb2abc6346fad1f2fc5cd683cdef3f7563df3ba977721881a9
10-17/v1/external-microseconds/BEFORE.md,362,c959aaa063057b0aa8ede2ee6bc7ce105d9fb743df2cffd661fa15b11d67005c
10-17/v1/external-microseconds/CONVERSIONS.csv,147,3df1b14eafc77b8fb2b02296799e7eff564a7eb7f3cb8944d8810595630f1398
10-17/v1/external-microseconds/INPUT.csv,77,dd19745c12186bc3260c1212cf3cbcd15d358b41c7b0006862fd8e4747da63e8
10-17/v1/external-microseconds/RESULT.md,179,2952da88b545b9e3976adec45099126696cecb70315f34c00511a2c7fce26869
10-17/v1/external-seconds/BEFORE.md,357,4b09e67a4803eba225f63dff71636df38f1d2349683c9390b43adb971fc3ae76
10-17/v1/external-seconds/CONVERSIONS.csv,120,2036a0878827151ff358b60020623a976b6f8264da469bbe2e7726575a19c863
10-17/v1/external-seconds/INPUT.csv,68,83c470da8ea184bc82aa2f1b6e981814a32b06a2f62d1c18c17c89d4d90dc5ff
10-17/v1/external-seconds/RESULT.md,179,afbf183d4ca1bdd247c2a4ead0aa5b76c937949fcf67f57b28a438905ed9f07f
