group,size,salted,bucket,split,included
016bd80d44f6ee018f3702b950a803a544f4a7b7d4cd64ddf824e9391f738101,3,f961f0d822e467a546588bafba84fa42c078ff192866f0268ed22fcfb6bdbb63,3,train,True
01efecc48e54b9bca783608578a1705d0f298369e5ca43b05073bf19dcd638c6,2,e7c5e37f1a779c046e7e906f60fcbb0acb53ddfe9d52ccac9e98cbe4655b334c,4,train,True
037cfefb2cf1fe19ce684946d45066cb524ba497c37ec0fbe1e672875d62c730,1,6752f649a18206547dae5ffeb9a1a37b60342f6a43608aef573c5e741ddcafa4,6,selection,True
05bc6a83e58490ab1c47ff7981619a865e8846033c6836876d40487b00bcc1df,24,433dec76d88de542abf784d17483ea6f389636291e890a5e58afc8d587e9a968,4,train,True
0673bdf9da828f8792c2b3ddf0484b9045969dfdbee5811b63296d3675d7d434,1,ca383f83b0a0c48036eff6de0730127736781ac521034db282d9d78b4481fced,5,train,True
0737a41fcdcea70393248db0e25d931009fc84dc9bab9d41c3a7756c7b65454f,1,3ac74d69a2a04a6b7fe14185bf061b4b4197f1f459372b65133558ac50d9e77a,2,train,True
0755afdc761a2247f8b99a953269fc92838636773c3ba15f80cdb3b9b3dad026,2,629169a567079033ed1200e548f29634b2457cb26c6f02f9ff6051b2f909bc69,3,train,True
088e0a4a1b3e516d06175d8ecfbccf53d4cd77508bc9ff1bd243b3a7d5dc45d7,1,f171274280a349fdceacecaa6e094e386e8db4ef1c612ac8f8e4494eac9b3c9c,0,train,True
08ba055a3bcebec3e19350e1b759f7b8fb125af435f72c8f92c3ede6931bdf9d,2,4924d83f88e2d0d55169ba26f9edc4b3b52950a9d8362d14dfb8668fe8465ace,8,final,True
08dededdeb098c66e2b0b506d8cc76740b56369cc8e37aa9183f382b2bc670eb,1,49d6ae363cda15ea3513523469839d08fba2f868b2665beb9fcfa81b37e5e6f5,1,train,True
08ecd471b839f3213b8a88b324cffa273e670b670c824d273265b4087ed37b0e,1,4f20a20d96156a0ebe418030a830b8128b9c5d58f1c373e2e222b35b37ff71c7,1,train,True
09006372965c68413227f1009544d0bbf75a7b5ede7121e38a6a1bb4070b44e4,7,6052738e6227ba91ab939308c1dece8544c53e7f7500f1077ad1146ad95062e7,7,selection,True
099c89a2517ac66259f69fe50092fd8965aadb842417551095f9fa718a846cc1,1,82add1dd41f53b4b7f408e2ad02ae8f9fc2d746c54418017dba2c2f840e1a761,5,train,True
09eac22f5621b927e685d2b5a7e68cef9521b4a2d7f393c84307d9fae4739280,7,6af45b31576b363710fc532a66f87568e2be643a40b2f11e1f6c994baaf15735,7,selection,True
0ae138d6fc08f7558b4d0909b55b2ce63d43ed199c25745b590d8b893d5a485c,1,caf0947588185593fa12074cf3092c89c0ce136b124bcd93194ed4c3ac80dec8,4,train,True
0be2db7741ceebec48bccaed123e4c015d8e00123499e5449121f85724d99dba,1,614163310a707570cd28824269dd1519f3c2346222f0a64df1cebbf59e84ef36,0,train,True
0d927849278555673104a885a90171ab97e2287b8245466c5519c83efabdab28,1,352fc4717124aed6202b77ed1d59594e6b9b1f58b99a9ddbaf22c6b7e126bf7c,6,selection,True
0df89fd6e659ad94372ebef59ff647f7d156c1d7835612bc14555e1d38467fc1,27,1e60c7b54a8a296c0694a5b93138d44d5ecae751d30bfc079e86028d8436e931,7,selection,True
0e21239e8e4fb27e16694101927919a10c7a9f2677c6a9700710d16ef47a8946,1,865144349f2de67203daea9ba365389a2d34a66b827b2d62cc81e597238e87cc,2,train,True
0f8b337ccc39745bf1770961d8942ef5abab201d0fd370e437529ef07f1e555b,1,37fcddcb075358cb2c1cc8c06a8c9d5477adabffda84911ece12c8fb17070bba,8,final,True
10ce5a0c3ec0498b4b3cf8367ff777acd98c8d7b8074acb21b0f81a57f23a3b8,1,e62ea1c7c225cb4948182d57c58a4c72113d6c749c3142a69577a88bfc96eebd,9,final,True
140c0628c5624a10678a36b6d9a80de7514298de7a4db4f1f55071b180680be1,10,dfa0c48e35256d9786343765c87cf3479c6adbacb301247b0a3f3602f6f0cb30,4,train,True
146d0a20e4c885340dfdcfdceb04fb9abf97e7e60b343692e82bba4c783365bb,2,66a4de654ff06f1c6a667d63251d01e3f34b3eeb40a3b3d695167244aa99211c,0,train,True
14e532968994b9368b5220061b67c02be0aa21a4174b3a070a949ac865961b7c,1,0c3725f085766d818a9fc2db4ffeb2c7750317df14a25a552a1cf041792f1d60,4,train,True
16b0a863a3d17d808411f5e2c8e20171b59339d9bf67e0d814fdca6a40333366,2,d262c8fa588edc577be3d6639a8eb008cfb2facd2ec29cbd118ecad860996386,2,train,True
16bafcd48e8db3cb2e0e75c13f6f98b6242cb19ce4bcfa8743168faded7938f0,1,75fac02832b0538bfe78d06e7bcab5132668933cbf6d5b61375cd7038a315f35,1,train,True
16d27e22c956279730c790c56aae22c66b402dec72ca4afdc86c5210f5f629ee,2,4904ae78daa17ee77c3f82dccacd0940cccda4566acdb36712c6511104361f6b,1,train,True
16d69d8b9db73d93b4fd290644f19d0f7f91c159b19454b5336da1911815c8c1,3,3b2e0b9ae79397967134ce4a5c5b9bb429f0a675b54e17aa81df6c46796d6041,9,final,True
19bda378ab07b1fe7666b1773f955eb3dcc7f3995fad52c4455277d355db03fc,1,ddd4b4346836d3e2759c2dc0da289e170efe5b491223c5ac0147a0457115c449,7,selection,True
1acba397deb5a463e19ea008301f1ba8d50406c70214b7bda61a5d9fa7dc3c3f,4,714319669a019fc36d7c353b0d496a4e12bec92bdb462319659ab1c839f13508,8,final,True
1bde7c38b374e69aa953e25498518a6f0c8197c17cb22bfa03efcdd604b5dc29,1,86e85475ae22021edb6de61e1797df5bd98dd638b6d3b17d6246e135ee210407,9,final,True
1cf4d3febbe5bb48e78a011874982f0a32c531693be3346bb33418ae11d54e7a,1,5a6d11dab3cc3f28782dedfaa18f080bd8f81b0381d3d4839e003718c986a96d,7,selection,True
1d2169e7b0970770d1f5eb840eac27c47ea0f3f00885d70a9c217ace3dcc8f91,1,346b50fd75923e842e9d8afa1a7c32d9a5b5bbc6cb93648b2bef624df981802f,7,selection,True
1dd2e9a3726a3e514b017ad2ee49d7a107dd2bf5d86434a3882bbc274b4c2966,4,366fed523eb400cb8201a70a4394b990bd51a4d9d31e40c4fb4361bbadcf796f,7,selection,True
1f84f60ae458b9799447694cad68d43f85fae8655c6d6ccabcf342b5aada6f80,12,62316405ebc61105361c3a4ae88e56eaafba10d8c8052eb97857a00fe5cda691,1,train,True
1fbec26937236fcaa24095cf9c1aa58d99178177af8374e02be02112199c1d01,19,0e4eb031d75293ca8e820efa2b33ffd44146a103790aef530bee9a700c57477f,9,final,True
2016cf5bc8ed0ce4a47b1f8d2fcc7fadc94e60f2cde1487f05bd6abeebf7c658,3,ff514914bf592462f8521cdf52ed42ec97ae797a9c1515af8dfe4a29e3b0ef82,8,final,True
2109b82e8bea25cf1bcb9d7419dee5c2dbdc865bed910f04e7765a48be6b0d19,2,35b2b3cfebbadb201e82f3181ca786c0a728669166c346d78d5642f5326f1f65,9,final,True
213667bba3bc3fa5de04e344b931d27c93e64bfe280cd5d8f2ceb7e9f6eaae35,6,45521ef7a26bd7b4c1a816a828b76da76834cf6dccf61f9f50410b00dbbd06ab,5,train,True
21b1e3594987d2f770bc755d3c722b374b77afd5a2d58f6c4d311f763ed10352,24,c92da7c0a69c8cb23044d05a5741f743f299804ec38865ccdfce21bb2ff04cc4,0,train,True
2382136d36b60cb3edc1ce64319523c28a5614bf2d6b4a8a237e1232b9e4e6c5,1,02b8a6aadb6a9b501678d17810ae4a6a8e5c4178dead96516a78ec1f57e42072,2,train,True
2401ae0581b23f24cdaf5d0103fd497cd30a77c4745a3d85a11952a1458d55cd,7,5691dc39d58c32029eea12e1d72bb231ac3cb89771b7528f483723fd80c6de39,1,train,True
257e1de23b95b2fe43933de5c028adda440917a34d3558b610cac244e5f6fced,4,384dd953feaa9ef3f1381355528d4c4aeccb5fa4dfae51b3243bc1ceda4932ed,9,final,True
26d1f156cd3ccb965ce57fb66cf0daf48de76a8caa37a22740f3bcc90b27e394,7,5b393c0f173ecec6e5bf3fa5287fa11b6d4ebf62cf7cab3a405ed9956d18e5b8,6,selection,True
27649867d007766722c51f0d50897d647c266bfe5a4ce31abf6fefc1ca7d1ff0,1,e48b75de9e98dec569767564cad79faa5612850f3494fc507015ea2e165373cb,1,train,True
281b4d3c4e5f3c65bb397d4cbab5c97a9076ae2feddf139341afa27e69334b18,1,1b735997207f8f6199e01a9135c5b99472861bb9ecb33725a1b8d562a7236f8b,7,selection,True
29ab36a24378d91b76559cab25ad48c7addbb14af62eae6127ae45c2062cb4c1,9,e947df15da028fc42c1d48d67187f2ee48fb2851610c2e55dd79747064241cc3,7,selection,True
29be38a506a4b719fcca92ec45f0ef38676fd5669002fa3a8671c373c58a4f04,38,5f4a4d7ffba57edb5cb8d5957c9b190160763cb0fff4b8f4b0077f404a0edcea,0,train,True
2be8bb9435340bce746f7bf29f3ae1bdb8baff698609843e49f19927128a6544,3,e25eb497191697d53ddd9e57303f19335280a6806e3b558d8b90d7678f561476,8,final,True
2cfe102236c650f8129741649e9405a854cf5720eae5b9f4641d9e5be5f4a7f6,1,8e84db0ef50dc7674864289d14e8a525d7c4b4dc8b2e1f671f8a76e8c450e8ad,5,train,True
2d1724b3230fc7e0bc6f7bf3152a005ef3453931f6c5be7d72ee8c20e7678a52,11,e80fbfbfcb252585fdabc17477d2da221ebef41cfae09642c9594e7edf2e8c56,4,train,True
2e4dcb1e795cd55b834647771128416ad7954e57fdd063dcd8e4c82177be79d8,1,e8c060e592cf9c6b7534c10e99b05ea72c00cd9938ee5202b1569d0fcbca0b6e,2,train,True
