group,size,salted,bucket,split,included
0005b9a727a9170ee83036dcb9df60ab2913c4838ba392f87037dc3cc16e751f,1,f0b301b4d388cf14602480bf08e076547aaab24f85c61b4bf330c27341d891f6,8,final,False
003cd3918f39770297a598f0b5cf976278fa1e5a30d26184f57ba63f59e383da,1,bd77e9523b062a38e7071835c137c7fe57fe394913c0658cfe872b73f81ef1d9,3,train,True
0040f9e378193d49694bf74ccd677a40cbfcc184e0f7f484e5a44d5d305b7ffc,1,7f44401b80da6b97b79ddf36c72edf9ef52081cd93dc203fdbded09df126cdda,4,train,True
004cef7b6289ca26d7743d640a2c3a41b8c09f054339d324670d1e252ccb478b,1,dd5f14cf6d7230f42367e31fd554889abc4dcf655442b38452cbf2b5099318e3,5,train,True
006b2bf8fa175a54e50aea06633f689ec685e6c68ff642c2e7be6525c8bbb9a3,1,9cabae37d002436a155b88e433b72470be410fcf4622a314ae82beb1e2dd12de,4,train,True
006e81c0b3ea50c5d1e0728a294e78c7a7c55a073bd7d16d46b7dfc2f65047e7,1,9877923847ce8299a7097a1d8402d032fb9da3cd0fa51302e610b6f9337a4f9a,2,train,True
0070eccaca70f33614585a4f19f321a58074385d494be6ab3c6b338bf349cc7b,1,9161355136266b1a5e25e6dd63ffb8911392af4bb528f586b2fe944466937937,9,final,True
0073a071e36b731ee0304c5c28ae87d4b1c319a6a5acf7176c81fb411bd2acd6,1,f4cc7be8551857eac749a1c22e4051b431b5cb0692aa17aa9fe4ab67df092644,8,final,False
007419ed9f0f4d30d3137a87a2a8fec39df960f7bdecb0b1851327fd6405d1d8,1,b81a02dcd74e40323fe7d2daff21c292160ba681dbe1c51183043b393304763d,5,train,True
00a053b3275f1c167802a34c84f6d1af8444970ded31b4ae4878c4d93de021a7,1,5f78935d7e7520852865fe93f833be15be19479fffa664da2eab9b31233f2e6c,2,train,True
00a0bc8c40cdc25893ace8d03637bdf5565ac64908f0f2159cd61603dac5742c,1,4473aa13ea8a476867699692d32ce6b90c8e4186fea8203c85a6b0513dd47725,5,train,True
00b981b4ebcd7bc70ae0da6f8c4c039ba1612a6b76ac364ffafe5ec3477c6306,1,7975d24e154270c7b48abb020b239bbd91dcb0ffa96f079019cc482bbe36efd7,5,train,True
00c6e4e91f42911d46c8e807f4265d201e18426c5be6d0fce549a045c2e2d049,1,678549fac00aa324b4c7ddb9480f3b3a80a1732b9accda1865ebd712733d1907,3,train,True
00ce2833f9e448e45c309bb21c13ad8c7a4c71ad9debfff6b91fe25aa1ce24ac,1,b63569fa2f46afb58b8a3b6323ff18199046822b3453b6606b6179949ed839c8,6,selection,True
00d0adcf0665788870fd1e4f6cd6d2f9d5bff2bc32e74f5c60f0deb25f9ae298,1,0a13cb9fff786d5e6ad420c08645473de3b4d25f485e0e1f0b6c05aef4804e04,6,selection,True
00d16f76a6ac12c135cb42c1e0e0d49145e6a140b80e3774ef3ef4ea0d239213,1,dfcf50b20e481dce37732848a11333ee29f361179412127e754fbee9797f4b85,9,final,True
00f649c57e453b43993c88f76444d0f767562e86fe5c2205ee962a05de686d2f,1,e67ccdbe666e553a87e8286b9f94eb9c29b3ce167c29e1569d4e3dfb2fd93270,8,final,True
012182e41b3afa321ecd6e6c4ef5be07f5894741b5c5b7eb7c814ab36f945de3,1,3c0f050460e4034037c007c0e33ac05fb772490b45fbf1d05fd3f39f8aa3d94a,8,final,True
01246b41e587bf335066a667d9d5df20b529982ab729f4b8a9f504149b519678,1,ebf8bb8e280d2445169e854491419f85e62331d1c36b735bf8de7fb2a6ff03e5,7,selection,True
014238eed9f813dc9a4bde1ecd4ca501bb8e231171baa32b66c071f89f0af045,1,a081953de444798012fa2187e69207aa89a323fbe049da736ef2c13fdc0480ad,7,selection,True
