row_id,actual,predicted
480,24.510921602550948,24.66380164659222
481,69.86723857184717,73.5676430489589
482,106.5617442161845,102.50482269316214
483,17.264355327458798,21.36843221863262
484,116.46232421344551,116.19918566387298
485,94.82816377221121,91.33145119963982
486,86.96974268775034,89.15333171035275
487,94.25924528265858,88.79036808682281
488,149.22540503074782,145.7513271979311
489,142.2121554929649,142.5912688565815
490,132.59367039593553,131.541756289727
491,113.72430222935479,114.92879479283596
492,71.49497733106644,68.61093653011648
493,147.5189744039802,146.46113049637503
494,118.00571007227174,117.52389005147461
495,154.09176253052703,155.109236188914
496,115.85017179751046,113.65555250776686
497,102.91894352807272,106.14537592483464
498,134.95509470931535,130.27781220554013
499,90.80849856778933,90.05875798243932
500,96.51892677040023,97.6959352147835
501,90.5226421829515,91.36115147272012
502,60.88582626446507,61.29044723873372
503,189.59358699536492,188.9120226220984
504,74.89194759725676,74.59597561142436
505,153.7860906373477,148.14471011279636
506,94.52701699871851,96.06256899155841
507,120.54797339774798,121.43396335726919
508,72.64430233243615,74.60636708026598
509,185.27119819053118,181.39110084999209
510,119.95080999035767,119.94433118834408
511,64.60713851679215,65.09329130547522
512,69.89356855914555,76.81612110083792
513,161.05985865313502,154.46996794573008
514,123.70656518177121,129.13448973743309
515,72.93054784048633,72.01173354252217
516,149.9541475599052,148.1513078319527
517,113.3296654601284,110.30102646247124
518,142.43735992713482,138.26996471050103
519,121.37073772802069,123.18282641826227
520,117.00088818741456,117.73154096155443
521,94.2149996690842,94.64771165224695
522,114.53154180833974,114.45376435258507
523,40.47786012547051,43.06498251331257
524,97.1954202341339,97.84384865851179
525,134.88744182374492,134.56582571529944
526,191.74374010416238,183.80185090729174
527,104.64789176507206,103.75186884826215
528,107.56316081306348,107.27230988372983
529,84.523172918245,84.60677735112806
530,124.2654260590427,127.32165511940649
531,73.22053588867601,71.23337286350082
532,159.23064887724584,160.82846308053723
533,123.13864299709722,124.71647749976623
534,92.23045707837196,95.33584471082877
535,81.74417887615482,79.85878188747776
536,55.394814689611025,54.25389083796524
537,161.76161464625753,162.89428276800805
538,103.6645395351751,100.64983370939005
539,128.23859931117013,126.28082679501111
540,54.94545768598424,55.47458983014469
541,118.84082872971474,118.136757119035
542,99.68555050034844,95.86094975570664
543,74.75228406132757,72.27092541697782
544,117.55758800486537,118.1904640357048
545,97.24034057125778,99.80177602012499
546,141.64094760782987,138.52707033087052
547,91.35491761341233,94.11329218239499
548,117.23305773662511,114.87791577946045
549,63.60876416669458,63.418745709061426
550,116.78712886468546,114.5623179077066
551,106.75760941310759,106.65949160223339
552,104.78640947219328,99.50536872821331
553,61.6977493508285,60.43733679994074
554,132.9377664968773,135.80047136114035
555,72.92451479590369,72.43256006852044
556,132.20178666979163,131.8046276950977
557,112.7056482500397,112.59167859114467
558,87.65975961305158,83.82435040377632
559,152.00195083110845,151.39736137833887
560,142.5123020963024,138.13752673945163
561,121.61163530824574,121.44202276538195
562,88.17442941177211,87.73778317454536
563,108.97325626275183,108.01652974246275
564,84.76912229737907,85.27576596266535
565,87.86784962662482,86.9355322945481
566,143.7936179222816,136.53319645832252
567,75.16296647360015,75.34260850210417
568,87.77844179838387,86.69703171340588
569,76.6535967086013,73.65808416596673
570,97.26442795042092,98.48167707327077
571,129.24267056206762,129.13385996605086
572,122.70914261096905,122.3781849322862
573,64.36228912653957,61.30643138982139
574,151.5505591502785,153.40216701048124
575,110.83452936254614,112.36434191799266
576,124.97074443379246,119.9124277444663
577,118.40439456452374,116.14309131928063
578,25.388211845190167,28.436116315522995
579,84.36952681632494,86.27184501078577
580,89.15425988828349,90.37214560948524
581,136.33105039913198,136.670168163916
582,110.5295756071196,112.34500904383886
583,45.93105073408926,46.53568085906527
584,98.5514900592747,97.7407360457202
585,143.52980815989795,139.2437569963516
586,142.61439554681803,138.0892393503143
587,108.36991463854129,112.92743818081203
588,120.64501553499126,118.83626450187688
589,83.39921914270046,83.84214128783739
590,135.41803718861362,134.22708072804707
591,145.54282555413323,144.07765265508206
592,112.93827887028256,117.25206944807633
593,118.34378317384632,118.76337934727181
594,93.16146283117068,91.13411724345634
595,127.43206844314182,127.771735557644
596,174.89954283358395,169.81439756105806
597,88.49346768315633,89.89293615154511
598,153.80125332631977,146.69810658594753
599,110.75667819201755,108.01110720705383
