file,sha256
CANDIDATE-FREEZE.md,9b2de2b498b14d33f92bec88e8565cd3115e19fe332cfc36b5e1e9f7225c58d7
CONTRACT.md,734a2d2a109c3a683b1548a3f4c799d51e492c9066083b6058231c2001455690
COST.csv,97816cf728f99eef57e8fd27f1e9fac9ff354e7319d4ac7cd07f47d1ca784e31
DIAGNOSIS.md,1d1d02ab4f06465619c6b87be5f3bb131ca41146dd99db57c581050d38b114d7
FREEZE.md,f1dc9c0b9d9e6279425e1230597cfd57553e8148741ca46c229b93e518194d7d
ORACLES.md,7809c2a3ace63bb8e627af9db562dc06ad847192e50bdaeecd5c29a34a83316e
PROGRESS.md,a4623c68ca2c84b11f179c43b5f40da006896041da9cb513f25c496544226975
PROMOTION.md,a113ed632c1b8329736109e6bc2c6063247b8341c14bf9c8d5254fa443c9babd
PROPOSAL.md,82cc9671e17dde85e560a42d6d7d9bcc84f8b222a70453fc0fc44199db73f99e
PROTOCOL.md,774e16525f7c5d6b472b9e82a98a302598f276d7c85c64d17d9f208a2db13bb3
QUALITY.md,1ea8cf4334d03e6ca308df97d5985365d4e172f4e5fcdb8f8f7f300206e00d9d
alternative/BEFORE.md,7ebd4d450dde908db1e907726a2f815b7b81f36275d2950ff79f160e457af428
alternative/RESULT.md,844d90e324f69a9f4e933db93c3122c5b209304a18052c23d0cb77c6d84ea637
alternative/TRACE.tsv,4dadf07e474b9a4f3d0d8720770afc53b8b53c8084d3721fb734fb14e5617ae0
alternative/VALIDATION.md,33d3ec5b6e4ec6b5f1921986d2a6859f384db7075ff7286985d0179f11102129
candidate-current/BEFORE.md,ad1c1f2b0c1edffb325cda4bdb65463459972a8183b9d32a41b9489abb31fed5
candidate-current/EVALUATION.md,6ac3172ed2e23ec63cb57f5c778cea447c0061987de434cdde6a8b8cf26e5ae6
candidate-current/RESULT.md,844d90e324f69a9f4e933db93c3122c5b209304a18052c23d0cb77c6d84ea637
candidate-current/TRACE.tsv,78f53e6d1382ea429b4f5b8fac47d121dc95341cf364aa5d6944d286dc8904c8
candidate-prior/BEFORE.md,b590d9808d9deadc0346cd6d912ae69e859af8a6624bedfa1b72cf20ae8c6ecd
candidate-prior/EVALUATION.md,c2b842a2f7324ee7f47c3875a9d2b39de71afab3757bdce364c23dd6fa9b01e0
candidate-prior/RESULT.md,c898b33852292db953403d3e54d3104964aa48cf4d300752dc63ddef1169e3b7
candidate-prior/TRACE.tsv,960a3b075a011e21e870aa0b46fcb53105b7d68bf3aa08133effbcc4203068d3
candidate-skill.md,83662e4b87f58f2b28f917205fcc9ea4393a72019c743cb517ab569e77e827c4
current.md,106b40cc8aee6dc5ebde27092bf0a220dc51c748f0d07fd0170b9be43cdfb030
failed-parent/BEFORE.md,e798659de3b81d38a29c09c240b242dc219c26f7276f8ee69b2671e3f9e3908b
failed-parent/RESULT.md,c898b33852292db953403d3e54d3104964aa48cf4d300752dc63ddef1169e3b7
failed-parent/TRACE.tsv,0a33020bbd1ca34bfe0d70a4f15b2a3d471d39918cffc837e5c499075151c99b
failed-parent/VALIDATION.md,8b447085ebb4b2f37e54429804a4eedf8fbf8073a0695e5a4b683ce957bb4374
parent-skill.md,a264c27538f33010f47219029fa1b4389981b30c54af6c4b0fb87e82639f3701
prior.md,37f3f184ce6cc79a5e36cdce7d1702a08c0dca43cf6179d1531ddd7cae9d86ef
reference-skill.md,83662e4b87f58f2b28f917205fcc9ea4393a72019c743cb517ab569e77e827c4
run-checked-reference.mjs,7226af6a00633705db9b5504ff92cebe5c6985086abe880ec24942feac6cbc2b
shortcut/BEFORE.md,63e7117dbba291943d69a36041a18e6dd09fe43497f79407c0793b2f44bc1cd3
shortcut/RESULT.md,844d90e324f69a9f4e933db93c3122c5b209304a18052c23d0cb77c6d84ea637
shortcut/TRACE.tsv,d63c64e77eab4fd81c0b225130af1a9ada3f67d30eb05bd4dfc90a096a864477
shortcut/VALIDATION.md,429d3f4a11bb8824d30b47a9740b5781590d00ef4ebd78c6a3c605a9c1288cdc
valid-reference/BEFORE.md,595eb55f3e0320356a6cc7cbfb5e46ade56e2da1a882436332ea26186ad7ab0e
valid-reference/RESULT.md,844d90e324f69a9f4e933db93c3122c5b209304a18052c23d0cb77c6d84ea637
valid-reference/TRACE.tsv,dd158ff07a385e23ae09632235d410e33434d78e06644a4d6c4a1211c7cb13ed
valid-reference/VALIDATION.md,33d3ec5b6e4ec6b5f1921986d2a6859f384db7075ff7286985d0179f11102129
