node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.16509505252733023,1.9070915000047535,0.24060463493592243,MAE,0.003723100002389401,0.0009250999719370157,1.5999830793589354e-06,0.004965400003129616,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,node-001,ok,0.16899219339292318,1.949665799998911,0.2462842124938546,MAE,0.0066460999951232225,0.001426899980287999,2.750000567175448e-05,0.010216899972874671,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-003,node-002,ok,0.1690146347195206,1.9116261999879498,0.24631691781791365,MAE,0.0047617999953217804,0.001135800004703924,1.5400000847876072e-05,0.009880600002361462,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-004,node-003,ok,0.16968001019105453,1.8727408000268042,0.2472866163035617,MAE,0.007575299998279661,0.0015264000103343278,1.2199976481497288e-05,0.010065800015581772,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
node-005,root,ok,0.23022924275039205,2.0526449999888428,0.3355292727161636,MAE,0.0821392000070773,0.008410699985688552,1.8300022929906845e-05,0.007162800000514835,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-006,root,ok,0.24854019171139846,2.1855946999858133,0.36221510686230757,MAE,0.23758420001831837,0.01141879998613149,1.5300000086426735e-05,0.005408700002590194,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-007,node-005,ok,0.23953854527993984,2.1557212000188883,0.34909637422733164,MAE,0.2525457000010647,0.011170499987201765,3.350002225488424e-05,0.01273600000422448,a135d942365a4ad09619ab7b28946ff91a07d8c18ff2861e6ac243ff1681ffe3
node-008,node-007,ok,0.2449447394740553,2.4726052999903914,0.3569752013669428,MAE,0.5378290000080597,0.01683680000132881,5.120001151226461e-05,0.009511599986581132,c9a12fa0b1f61d0fd4711fa2d61c61e3c32346f85eed9b9e93c53d79e785b743
node-009,node-008,ok,0.2416657318793221,2.7125614999968093,0.35219647291199835,MAE,0.6440761999983806,0.01670219999505207,2.2499996703118086e-05,0.00944530000560917,7a6e8e6cf4dd71db32f6104708ef8e1dcd325d2ec37ea58eb36630725a52546b
node-010,node-006,ok,0.26794408702094474,3.1046056000050157,0.3904937686139393,MAE,0.9852199000015389,0.01287820001016371,3.530000685714185e-05,0.011447099997894838,5222c70c49530b43f8e6e18cee2e6178cb0d28419e7f559e65c40a7a28c4f9f5
node-011,node-010,ok,0.2764706831219661,2.2520160999847576,0.4029201769812808,MAE,0.35403379998751916,0.007650799991097301,4.859999171458185e-05,0.011176300002261996,25b6c02536b08aac1d891d8e88d15193cd94f6525c7091630cf5132736fc6b32
node-012,node-011,ok,0.2670983604162778,2.338580200012075,0.38926123173378174,MAE,0.40780360001372173,0.008915299986256287,5.360000068321824e-05,0.011929100000998005,3fca5ad4606a7d4b8ca9506d76400e645b32cfaf5c458c79460fc3326d66af06
