file,sha256
10-04/BEFORE.md,90db67021cbb5662aa66e2208a37ef65f4961c94998850b6e02b6835e3f0a886
10-04/COUNTEREXAMPLE.md,647aab24a7af9398f7d2c3fc992f185a7131182b45e0af255f671cd111c7454d
10-04/EXECUTION.md,d3b18c7783edfd872911d0a3ed86299392f2a0607fa89f893a542b8a580169b7
10-04/MEMORY.md,30b5d80e1fc175010c5268475b9e8232fb9a9b27e66761e06f42b4921a5ac16f
10-04/OUTCOME-DONE.md,5c6185f46ad2a17e9aa381d3f1aa583ffc57f5a71368a7b14a1dc8ad6527c793
10-04/OUTCOME.md,e774b6a81e5ff7fa448c7c88d11b97491441358d7715a309f17e1e03e3fa5d4c
10-04/OVERBROAD.md,6df4b3ac54e010c97f39cb94ddbb13723e59401387aece84ad06ba9dfea84475
10-05/adaptation/BEFORE.md,30b5d80e1fc175010c5268475b9e8232fb9a9b27e66761e06f42b4921a5ac16f
10-05/adaptation/CHECK.md,bccf9b426d95f135b53cdde3a74867d3dd6776693e6f0a041de8d3f48cccb648
10-05/adaptation/MEMORY.md,f3507d5ab2501f32876fe5b07000b21eb93f855cdf3b9de6a7197cee7c3f0f4d
10-05/adaptation/PLAN.md,a6bc97e2949751147a27ec8b59ce0c1465584dd58c34040d654ba4230571ee13
10-05/ALLOCATION.md,2bfd9475e9fe9ab1e14038e4f8d11756bf435b0f5bef991ab2d838e90c91d50d
10-05/CHOICES-FREEZE.md,57da2ebc0ce3071c4ec1df80ec6413930a17905a9d4d8cb6b7ab28918cf1d026
10-05/CHOICES.csv,7bfe5554e6bf7f77651f805d68aae57aac448da200e530e3327055cc6801b146
10-05/data.csv,735b8e1aacef88b19bbdc4ac0b4fa39a12d1bb7d671ce4e3d7361607d13b84d6
10-05/EVALUATION.csv,a41e868aebc76cc55009abbdf85bd9e32ef179e0a8ad64e9d0daa1f4676034dc
10-05/EXPOSURE.md,1a6717e7a4194e8c85cc3f4387440dfd5a34a5ade0a642c6643d8feffe48d222
10-05/FINISH-DONE.md,80b3d141e20d2cfe495c83680c3cc725586e6e4de603608613274b19d933d65a
10-05/FREEZE.md,3459a740034e951cc5a77da63ebfc3657b62c5373635c62029362ffa2236b485
10-05/memory/DECISION-FREEZE.md,79404e873a6b09f78a2bbac100406bc00803679ddcb5030ff1ad90813195c8b4
10-05/memory/DECISION.md,275e38f7662c62c138708ff50fd83890654b425807f83c34777b52b977319246
10-05/memory/evaluation-predictions.csv,ddd3cdf156f3f65a0e451018c827e87d882e17ac22e523619b44b5bd9de6772d
10-05/memory/FITS.csv,0fdde28f0e7ac9919e610ac49c3f6ebe7d3a42f650bb245ede69a1ad8f9178d3
10-05/memory/MEMORY-READ.md,545afc80caaf1fd6678d6feae493ca6fb914a717683fcc72616f52a769b0faea
10-05/memory/OBSERVATIONS.md,33444d96626a196c42076eaa7325174002b3f243eac148b3697aaeeb4cccc9f3
10-05/memory/trial-001/BEFORE.md,1ac278596440a388baf6f40802db31442a23c8a520aa4f994555b2dfcb4f480e
10-05/memory/trial-001/model.joblib,4ef89f9cb413994eb1de36b6817dc484b5b816331ddac2875d230f54f6d4f405
10-05/memory/trial-001/MODEL.sha256,edc599860314ac5bb3985a353b8769fd71894f4f6441754e7045398c44076ffa
10-05/memory/trial-001/RESULT.md,72222347af7b075b9e074592034484c3f88b3651cff643803bee8fc52b48f2c0
10-05/memory/trial-001/selection-predictions.csv,c078a45c2b0caf73883155ac78dc238c0b0d974654e1dc40d90e492cb04af309
10-05/memory/trial-002/BEFORE.md,dade6dca21c33fd63c71585e51c72cef6852c59381bb5081646056424e01c54b
10-05/memory/trial-002/model.joblib,94e10a7693d67304c4b40a08af36452443dcf31f79a4f65eea82e662af28abcc
10-05/memory/trial-002/MODEL.sha256,b1aa0a9ad34b7ef7a6b6295b0673f52fb408deded220e4b04b9e45b38c8cc39f
10-05/memory/trial-002/RESULT.md,d97dd785cee2470be17f1ff02fb33c97854f6bffb9b1caeebc520cc8d9d768ac
10-05/memory/trial-002/selection-predictions.csv,b8796f1dc8f739546d00012473f59382de470b55a0e0343b6d7498e778694155
10-05/no-memory/DECISION-FREEZE.md,a09b4784a981e61123b9ec7716989f443e79acb6905e47c6f4eb73533e7d8536
10-05/no-memory/DECISION.md,74efe1694ca4e751c6143e723fa79487b7e523db950e6ec4b6bd4809e4bf99a6
10-05/no-memory/evaluation-predictions.csv,ddd3cdf156f3f65a0e451018c827e87d882e17ac22e523619b44b5bd9de6772d
10-05/no-memory/FITS.csv,e04f0f022651aac86229dd2550a9bcca360a94757f7aca2ac22d3bb797e835a6
10-05/no-memory/MEMORY-READ.md,e90d7e19abb831a18275ec0ea46ac8e7b8112d00d939523a21e246c05fa18a38
10-05/no-memory/OBSERVATIONS.md,33444d96626a196c42076eaa7325174002b3f243eac148b3697aaeeb4cccc9f3
10-05/no-memory/trial-001/BEFORE.md,0b4cea44964e47c1346c456a4b56e7cb43b6dd78f808e160be7ba603b5a93d1c
10-05/no-memory/trial-001/model.joblib,4ef89f9cb413994eb1de36b6817dc484b5b816331ddac2875d230f54f6d4f405
10-05/no-memory/trial-001/MODEL.sha256,edc599860314ac5bb3985a353b8769fd71894f4f6441754e7045398c44076ffa
10-05/no-memory/trial-001/RESULT.md,68412a993fb91bf976e2b6a6fcc52540cafe04e8f80d5ac177e9472a8fc433c7
10-05/no-memory/trial-001/selection-predictions.csv,c078a45c2b0caf73883155ac78dc238c0b0d974654e1dc40d90e492cb04af309
10-05/no-memory/trial-002/BEFORE.md,55be6492ccad306c1bd1a472a98fbda9964d11bf2205a5e378a48f418d8d9eae
10-05/no-memory/trial-002/model.joblib,94e10a7693d67304c4b40a08af36452443dcf31f79a4f65eea82e662af28abcc
10-05/no-memory/trial-002/MODEL.sha256,b1aa0a9ad34b7ef7a6b6295b0673f52fb408deded220e4b04b9e45b38c8cc39f
10-05/no-memory/trial-002/RESULT.md,79d9ab3cdcdc9459130e00fb0a84d71d64a9ea09909fd559bc12b9d2f8f12e77
10-05/no-memory/trial-002/selection-predictions.csv,b8796f1dc8f739546d00012473f59382de470b55a0e0343b6d7498e778694155
10-05/PROBES-DONE.md,ee4ada1a2b1b31ab522774267d155b7adcc6f7bae409248e8e69a6d39e87fcc0
10-05/RESULTS.md,cad8974a8672607590a797e3549491a1381a5a28b83b73e440079c822263ddaa
10-05/TASK.md,fe7ddd91c34909f0fa150ae018a1eaae7ee40dc027f28df5470de6a9df37c5cf
10-06/AMBIGUITY.md,7e25076e3621364cd094e36ad36cb955841ff9e63dc0866014b0346d55da1382
10-06/CONTRACT.md,5f87ccba7b32ebaba2715947c0761cc9efca235cf20d6d1600c7fad0a14937d2
10-06/EXPERIENCE.md,9b71d3531b7e3dc04357b228adf70d6f92373583a23062b6ade3bc339393d1e9
10-06/MERGED-COPY.md,a6f3e379b80a9d4a6cb28bb7b4bf7ba4fb32f162f499db7e2c559082097b29cc
10-06/RETRIEVAL-1.md,0b1b796c89448589cba6e471b1d35e38ae5b8209d4d9e6395767112d7d4b5ad6
10-06/RETRIEVAL-2.md,c10200431fd222c6ac5e7e489de4a9b64e627d0efa7b908f0f3d139fc0adfde1
10-06/RETRIEVAL-DONE.md,97b76ff630a8934a1975ae0a51872bfeedca06140fe09cbe62d783c713b7987c
10-06/STALE-WORKING.md,b9cfa7cea52c36423a67b11d97ba93ee2862578ac72a2d35f2fcd8fee0bfd1eb
10-06/WORKING.md,3cd362d5c44143ca9f7f3bbd1c8584725e591a13c1c466212b04518e68d584f2
DRIVER-REVISIONS.md,298783f5b059078adc52c245138df1f90203b7a7001986fb2924cfe948a88787
ENVIRONMENT.md,9905f21afd27c3fa9c6413fe85723355ec83919d9cbd2b9eb132d3821c70a99e
PROTOCOL.md,feb24396b668b77ed89b7d9bfe99b9a9e45f16fa587f8281a8ac4e058ef52632
run-memory-labs-v2.py,770b7e93325149dc3079a861f1ff7653599d773c1db46599ea63ab4fd0ce4bcf
run-memory-labs.py,e531a36caed29506b6be3657452d22459e172a03c728ee5a8cf78a513e3a4227
