group,size,salted,bucket,split,included
003732cfa925c8150b2fc9564f94a6006cb7c8ac4a75c4a5eed701392422cc66,1,0b39b98a3c05eeb156bc8b0cf01625219b44d0ab322c76736ae280824693e5a4,2,train,True
00afe129233eb2d5dcf16a06af704243114b18f8c2ceec699bf3ec6673f0b9d8,1,a1351df91a7323250a04bd444a38ed722a7e03b1ee43064960d7e4899947e193,1,train,True
00b5d878327af1debc2b7f57d492fb62c3bd0ab77a585a68d721a8ef3f204f96,1,7669d92ace23d5ec57fbd751d390cdf78c94c5978a52582481b25554464c60b3,5,train,True
00bd86d0720a52a341a30e791530762dcf359d8ab8966a835f952e4f11a0c8fd,1,1406785f870934412957bb3c0db095b0186a91d840a04a03680af3d4a5a3561f,7,selection,True
00df0a5683dbb658348e6ae36ef353c871f13887680df6e340c8d5826b58e530,1,4794606cf717becfa19dfd96408d92229174499b42507f56031c5a89e162d1f8,2,train,True
012841ffd54410525a11ba1a4a0e88f963f2d860ebef2934729da6473f92c4c0,1,7241f5d4e910c8a4ac30d538eeddc83d7f74e81cb0896989320e3a4eaeff064f,5,train,True
019fbd9aceae41b3a6e3c64d572c0a85da817fb09baef8a7be0a63cf9849348c,1,1690d5e54be98139bd9c28f17bfa9bc3c6587fa6d4afdb131219dd6f24bd98d0,0,train,True
01bb3c4baf17a5eb8e061f66e98d38bc2faaa9aa63d0b6ec6c5c9ff587a14200,1,3e90e4b5e227b6dfde2abc8a7b5a4573e6075823d8284a0826f6ff885fd121ed,9,final,True
01e186c59981128418196a069f62469e569e697efd4110b4af5999943502574e,1,137d8b823f7282a482ea848c5493313cf7ba9c4ff2fdcc6c867d31740f427ce9,7,selection,True
01f6a697b1fbec23aa255c5f8a9006f2a16820f0bc86f156dad0819a9d9826d9,1,aa9f0aa40410df9a574871b630185b0aa2ce13aec56d2038cca939c7677f93b4,8,final,True
024b52ddc5d70495c111f5c38c783a8ee776729d435869b8048c82fa96e29091,1,aaf8e6ae34f94a527aa7a60a9dcb0c7e42fb8df525838a5d259e5d534d062f9e,8,final,True
0271520461f8de032bba8a535ab419e25eefa82a1e966f435776c802750495a0,1,3c3a838f13d6ab6be0ad985dc07932fc4ec14f870ff2d96e04aa7e46e6bf9857,9,final,True
02d309f6f4961efe2baba37f025db8c5db520e293bafda30fe94eb199b3dd1a8,1,d4f8ff91b657d364df24ede00170dbd3fab517aa90b0e93ef633af41240d1002,6,selection,True
02d47e46b0d8134dc9ed48a8d6300206cd6b7969062e97f8d883d5133b20c452,1,4a01d35094e51ddb3712ab076de2f990a9650a8cbff283201e544d1c896cf8de,0,train,True
02f97032b8b185b1c32cc66413e89c83c7daf87a547dd4f81e8fc35ad1c914df,1,aa40911e7a1494bbafb021951416ad9a9bea6ec91433ac5ed600b7c4af643172,6,selection,True
0337ace7639776d5d42f77e2a835d47a1115da6d20f052174d0c6b83b7e0468f,1,35e8eaef791fcefe50958a83bfb37b42f733d1e0f6a45709e5457a6c823107e3,5,train,True
03f5cca62691eb9c743e217c9216a5196154905cff4a3c463011621784bddda5,1,65bde03ae36fb651c356ad84c9db75cb90afa16213cbd4681558650c2276ca3b,5,train,True
03f8892dd6a8a1477434e919da858087bd08b3fb524b46aa7944d91d324c7029,1,4f3202af96b62e34fe6e22fb215f28baf2157aa0aec7d6db4a983d253d9688a9,5,train,True
04448d2dba0b937599176ab1ebee416f26ce7be542e2720e7fa568b4f8f20432,1,43a01ba2fc45589b6612f364c1cabb485e0f47cde0094df2d22edd54b6f03a4d,7,selection,True
0473bcd749fa268b2de5cdadefbde08556dd4f9927f29442e15d7bbe1d0cd2ac,1,3fab1c612f7c04d702f4283f5827b7276c27fc28c74bb9ecd4b407714e458d62,4,train,True
04c115e1c2df3e75c823b6d921f002177705ac8547ac6e60df9a2cac76eb4ae3,1,d2ec8f8e1a12dc1b7413471c0e8d615eccafda52c560ee1af18897debb65da90,8,final,True
04e2c0f62ff9aea9e7eae6f6eacaac1fecefd967150772c7ddbd205ac671970b,1,f968a8cdc77bb4fcfa38e4c31b3109b961ff1efa0a32e2ba5191c7dfa8a262c3,9,final,True
05135b4666ba93434e103ac84e8d6f1b141858bae28163f37314d6964496b9b4,1,21b2a25f8f6579d0f2b99c58444404c56ae9e1ab3319e88a2e42144729a863a1,7,selection,True
0522141f9469fd7e0db2797075e2f466a32245e6d48e970337d7f3d345862118,1,548b5c922b6f622814c827463e0b09663c928c7e0a5de5165de5973ec6bfa53c,6,selection,True
056930c0d74344e8ece5bd7047e2d89aaa90efff1e70e2b6ec033d815b48a476,1,a0f41e62b274aff59099ca70de6e4a2c775d82a4b8741c5049a8b5c98a855c91,7,selection,True
05a71e507d8417ee5650d92e0f6e2463d8ad043e54c64a1ea638a3a66b56f83a,1,a0266de78edcf6bd04195add84dfe1d55fc57aa01f93897a20307c23acfeea0b,9,final,True
05e035899886baad9faab439e5d88f47a794086120cb43c8c7891c39521be2be,1,ca2eb589ba072657c0a59d1bb41151d48574f3ff9349d365ed63d33b967bc628,6,selection,True
05e0f183f7f85d985db1e9a16f3c9c9640a0a1b4c5ef7e9c0dd97b79ad0722bb,1,1bb3ee336ba9dffe8665a56a45095253a2f09a685d0aba2f0de2377913f6b24e,4,train,True
05f23eedc0c8f6ec07bebb30072e5a0431de94a28585796483e9a70544676e2b,1,f5f221bc1667765b50c4471120c6bfcce771d687b7b139ae013192ba2f437739,7,selection,True
0644e6cf9a86e03040983f1a65185278ebefa20e84edba9a903f3518c32ce462,1,d885124dde55c9607cfac9534b46de07b276fa14ff4c134ab90a2dc454849cb7,1,train,True
06538f565e98b1d86529b1bced9619335a358613a86ee64521d0f16b176c0066,1,ebe5661f12ba687ceb37c4b9c81b4d75d8c563ff832232b12f3acadea4c699d1,3,train,True
067c5c3a799382ed8ea45d449dd840544807f96e2f88a9ba9831d84659a1c75d,1,220085af6ea3df668fc8b4dc7509990188f89491a30c22439f282826be655351,3,train,True
067f9cb08fccedc03afde12d082a627b13e75bd4cb176ff1820d182b2543b573,1,5d36651a51f8aa1c5a48a764fa400f2c9a0a63536efc8187c3ce4afff7eaffc1,9,final,True
06959882d7039e0f92c758c592b33e39a4647cd104233747dbde9e94185cf9d5,1,5f9c52a21aaf65dbb052b57bb5de0a8e59d496d4a0457f1f1f93f2a101696392,0,train,True
06a02fbb818a7853efe28f7f3fadd1b9c46f1c46efb99a7614a765c880573d6c,1,39cd62b7f653987560ffdabf323b7a44fa034c3d5bee2d6a4a59728545d87b47,9,final,True
06a0b2a4a20cfed6793c58ed15955a43128484c5a734f9aa655b00525279dfbe,1,b8885e78967d02f66034bc7bd91fea31c1f27099493af4ed766c8be0b384e928,2,train,True
06d166d5233e26091a0e1bfd796552ca37eb92ff68b69783d1cee016eb830ebb,1,61db63843c2e6b6c9ba846573ab1b77e57f77911e1340d888782156c222910fa,0,train,True
06ef8f51d5ee79b09590bca161879f48c2afa3d90f23f242c3ed4f87922dd31f,1,765fd96d98a3b718c9a7ca706ede1b292a00098e50b59358135bf734316ecaae,6,selection,True
071f7c5c1c8b8c70a02d8b99ba1dc725200543584eafff699d10d87645d4cae9,1,18fffd4ccf3994172281b2ed08f7dc712590f444f861e549b9e6a5a65724aac8,8,final,True
07405433867b22d1ef322e6c52cd5dfda8f218e07031edbe4a3218b9032384d3,1,7a204271f2888882e4b2540d71f74d4d0f22db9cee11b454701e9545bdacbfde,6,selection,True
0754536ee4f3b6498db589ae274049f8454cf4c04b61d41a75e32cff09d608ff,1,6403855f458b63fdd82cbef1372ed06c7c86172b31dd25d08b9465dabeefe2ef,3,train,True
076ddab31a41bae312a656acb303eb73d8b413d5e11730887f3f59ec0f13e066,1,c19aa80e9b6ef062df20e5aafa265076cacef31b3bc8de56cd2e8cd140887700,6,selection,True
07f22d14d030562a69f0f027445172682183a51475482a7a8e5d9d54515006ec,1,e2b4bd42ae9e56fe320b43b309154945ebb8fce3508abe88bf541184a12c5acb,1,train,True
0800260fc24d574b8c691fa9f8fa3da9c2ae33333ecd1f193f30e36d59bb8e91,1,c9a5ccfef2588dcb4119e0910bd5060c168fd25eb7aea934174edeaa9e94c842,6,selection,True
084ba4c0e7ab100d0b4d865878006a22b2e56ef8c99c84837d6f3aa52daa365f,1,54107871d67c858a1dca8c8be5b9d127e4173f75f1316494964baee809265a5a,6,selection,True
085b95fce2cb940a47df5efb7a76f151334fb57aa3778501d416d3565268e1b8,1,b264c42fca1f38ec9b8fbf1b6e69d1febc57b007f229011e4437549b3e29eac8,6,selection,True
0867bfc5cc250ae3e473d6acd8eaee63d2eeb3d0aaacd7dc664950d7ec78cb57,1,dd029c9b4a120d448850b3519a60a3b9dd6ee8933e077bcf95cee6c1c5ba6b91,3,train,True
08885b86e7c69bf5711f905a2bf4a1304b58a11bcbacc8659edd5457cce02cd2,1,3c234e9788a46db128854959e68c4dcc9426c362c78d18623fb34bdbcc2a62eb,7,selection,True
08a8eaeb5c749696bac11f6dcb1a1de843a11b6c234f3df9a21ad8df95bc8611,1,81ebc5c1814b6517199d0d428b6c65891cd49c564fcf31d43b37d3ca60e59b9f,3,train,True
08ac9fc56e31cbac3146bc9f4df8e8ba5f6966f220686151e2810218b9551acc,1,024d0cc6a0c0ccdedee76528c881dd88c23ec961e74e6e6c380a37049664e7f9,3,train,True
08e2ddf157950a8b4995968d4974f453ae2abcb4641bc700a58532720c4411fe,1,1cc6adb4941bfbc882890e1070c75acdc09c204b9247a8bbdd9188c566aa1ad1,1,train,True
091fb179af892844876a4b5c7d5600309acdd3149c7c3cfaaa6526b2ad962843,1,0fa7f74ad66b38742b8d533b70cb28e692325b32c45ca6f65142181c29999802,6,selection,True
092260a0288527e07a4f95c49981c76d2a2b6ddc242392aa06c6ff68b3e03ecc,1,e84a0e384ee17ce25547ac137d885c5c4b030556dce57568da5f45427a7d08b8,2,train,True
097ec101cde6b24f5d790f999c74d25f7bb7e8f976958a3d220401d26a87e606,1,6e2f3d09d32585e1aa8e1170583275c363a59fdb145133be28fa9d35ef52707d,1,train,True
098db230050ea80c3a0c986806dad517db73c00cf9b008eb1fc492fa5455a437,1,932f4621dff1f00bbd87679ac2576be25f690047e2ede61d01ab7d3288aca8e4,6,selection,True
