row_id,group,split,included
0,3a4728b73c153d71b0e4ec53e96a047adfce55e5f35b050da9fdfe38aad80b20,final,True
1,0b3e839574bc2b30031794a6af4eadbafe3ace19590ab6bcd2fcda229500fe1f,train,True
2,c9f68166916f0deaf05f4599e60583570385e398fd49b86a7e48efe87b6c933d,train,True
3,96cfbdd3cf6080b7f87e967a34f2695db6ace7a9ceea5f4d5cc67e63179f546a,selection,True
4,530b7cbc5187220b3dcaaeda5b13da607e05e01ff65ada0deee3a28737493d68,train,True
5,2ae6122fa3adc854da302a8c1f0a5655dfaf36c80e926676af163ad84ba6b499,final,True
6,e274c8735525517a269973f526211a5560e48cdf973e6ea0a57332f562089315,train,True
7,3a9be54411f899b2bf31302655709886f8a8c007e5dd6ee10fb8ae6947c3f37d,final,True
8,c9cc47d6261a7f42a660ca8a8cbf7b4a9f7413159a2aa1284930cb68928016f6,train,True
9,226a6aca4d82f2a8367d8ecca6da80f6c59cbc3f36b8b36c14ed78b3d5b72f00,final,True
10,b6aa99da24d0c8dd47d711be10c02add118e542307a1c268433c2dd0e15d4abe,train,True
11,41c1376ba767d5701c341b1313a68ddb5edce3cd2ce6836acc62827146071c30,selection,True
12,dd5851a255f8537b2dfb7a0447e84d6e50a5b30618b2e820f27f439f6e36eab4,selection,True
13,d193a1d636505ef0d0eb2c686bc84afe5c3aa928e3780079167a66e3cc1cd46e,train,True
14,5363226c0cd3fbc0229fcac04e3c98d60f00cdf1db3c52107b30e2dcdd69ead3,train,True
15,2ea39db9ee035c5463a2d345f34ee053c0043183a5814b91ccf91a22b6e80116,train,True
16,29ed4b6d78ae1c93d4ade3e242465caf0d5941e5ae939528007ef7a3a5136cdc,selection,True
17,1d8aadc60073c8aa9854f46709db820ed48cf0b502e0576cb3878a282dbf105e,final,True
18,bd952044b5b6430fc11e563fd68e5d4e1269d36877fc926bdd158d86bbbacc44,final,True
19,25d1e884c5133ac0a390214d629ea1175a29c82d41961463355900ff52b9c20e,train,True
20,0fd7f35dd3622adb3b161738ab0ea215c04c2cf72f2fa60e9385fc4e5c6c54d3,train,True
21,f2672741532d04f13b30b0e5bb466292a6c3797a74788d9b89e783f3c86821d9,train,True
22,6b1485073ced5d6d49e682177fe5ba3f5440f2ec871289523973572d0f78197e,final,True
23,3ebe70efbb9e4e02d9bed46f0d187f1f765a86d20f9b5953f03fae44f982c9fc,final,True
24,5780a52c0b26d77cd1c579b91de531c1be0add28bcdd331d59aae6b6703217fd,train,True
25,f1f4658ac44dd2e64e868a5a91e5f04028500132339d27112436d6a488df78e6,train,True
26,33704ae1ec732a19180118c9e5821ede8eec344ad37ea2e1e3df2a4c0dfa9eda,train,True
27,003732cfa925c8150b2fc9564f94a6006cb7c8ac4a75c4a5eed701392422cc66,train,True
28,f34187ec0edc975ddb6f25ca78c0f19ce8cfe968d5ec9c38e032851e8310c777,selection,True
29,897ab9bdfd4b1d99daca1cea8c9f6af7d3bb5c53bec7f919e2d32d70f3f607f4,train,True
30,0aa3bca5a460fa075eace88a01165c303ade6d0ef34e0663cb737ce2a2bfea46,train,True
31,1991a392705b34c1ffb66182d9b6d33da0ef5c5d5744dd20b5a3de96c0bfb2dc,selection,True
32,37394a4a5bbc9eba1bc3e466b31b1d9af53a75b5e01cbcb277580130bd5b6100,train,True
33,1d9744f1fdd176aed81de57f4589a21391859f93df7b7c42019f97afa82aa04c,train,True
34,355c26ef0f3b9fd6051798228b7262152d442c2c6c9395231ac3440e2b5e4a37,train,True
35,e126704ec57bcee9cf5dee780e861a3cf5f74e56a145ffa08e95c9799512f813,final,True
36,36c01ae94cc3a851fa36671aefaafaf3e96550ccb883a9e21f2cd099185dec69,train,True
37,e108e1ac6e05d6dcc1dc9b422357e5f875a74bd5c7a9d986631193deea3d9a37,selection,True
38,decb7021fdf74ebcfa33826420533e31e4132170b6bb471cff3a99f03c2796d8,train,True
39,0e351cc92ffa86246fcef0405521af629c84be4460d53c96087cef4f023cef7f,train,True
40,1147d2c8e42b61122040812eb4071f8f58cfc1036442bedba7692b48a10998ab,selection,True
41,3ac7b93aac29f4af1cdce471ac5938d652ce336627de5fafb149c477ec455594,train,True
42,4e4095968197a55cab02ff532b88f58b18e435878410ac060c9bb1435063b546,train,True
