task,kind,arm,serial,step,template,factor,parent_step,reason,researcher_sha256,constructor_sha256,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score
23,classification,i1,1,1,base:linear,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,4b5d90b99b24785ee160087dab250742b12bd1842b7ecca1a3bcc5788cc52b7a,cee7983f3d0ddd115d33a45f2830ad8b3d60bd191934fb2ad98a1d64046e661d,success,0,1.7801366000203416,0.4601957270363342,0.4763481680988414,0.5236518319011586
23,classification,i1,2,2,base:extra-trees,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,302060d18f70f8adae0a2c9a8d21b8160a51d39c363fa9bf8c9d8d81467c9509,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,1.9709913000115193,0.0374729865064304,0.5692343208926511,0.4307656791073489
23,classification,i1,3,3,base:rbf-1,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,6b24f9358906fd654ac367ce280d79a29d5e29ca2242f3a08eafa6d9ed35d7df,27d1a072e585c314d242425e3916152e1d5bc9acc0dda7b40e67395c1b8f1902,success,0,1.815478600008646,0.341830504603275,0.458053952374845,0.541946047625155
23,classification,i1,4,4,base:hist-boost,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,45ab1aa9f2a0db48621863097471f0ba603949e1ff7c0de725f1af6b5a7896b8,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,2.444422200002009,0.0413877468550142,0.5081988799110768,0.4918011200889231
23,classification,i1,5,5,base:random-forest,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,1cb026b08a80266abad3095607c65e3676ca202125e46ae1bdb9f5fec4707af7,0918ad65acc5281163c013cc98a4838d8a582c04ef2b144849472fa5bfbd8361,success,0,2.0075978000240866,0.0406399342891278,0.5424470950365525,0.4575529049634474
23,classification,i1,6,6,base:rbf-10,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,98c8d6303a9d7b66ffbc940f953af0feac10f84ed4e330d92aef9d1673e536ad,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,1.835438600013731,0.2166932409164382,0.4667042879740071,0.5332957120259929
23,classification,i1,7,7,base:neighbors-5,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,c8f039f3e6ae61569a1f013b390eaf5c03bfd2b0d0acb22b566cb145e6f0d39c,c46021861851ef435427b9f0d4ad8644c28fd08fbc487b79e306da2db4e555cb,success,0,1.7654503000085242,0.0440594472556048,0.5735701765636356,0.4264298234363644
23,classification,i1,8,8,base:neighbors-25,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,9cc7f086f5365140034eb45d0a44d7cd11e512c26086fbe857ec5d6d4aaeffbd,4e281f1bee2f157de5bffb1f9b2851a0e09daa407da8d0729ff89cf93592a3a4,success,0,2.173814500012668,0.0455462875114203,0.531619853789919,0.4683801462100809
23,classification,i1,9,9,two:forest-all-features,1.0,0,retain coverage; test a different representation or objective,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,471afedc01d8aa43352f2ff82ffa1bac8ba947ae5d2ae2c2d2c9f69997084ff7,c97ba403e8fcdd0a2e573ba349ab034efcd3039f88923ae2ce59e3c0c51ed528,success,0,2.3539674000057857,0.0958210345069927,0.4820666068145868,0.5179333931854132
23,classification,i1,10,10,one:rbf-wide,1.0,0,retain coverage; test a different representation or objective,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,43827af8d129d25e2d929769ff9934747319f476a5876c11c4d15faa13dd03b2,4483f350c36b64578650a3863d4b22f0ccf2927693173891c0ad0b23fac2b8b6,success,0,2.0478960999753326,0.3780988649940263,0.4159557094609037,0.5840442905390962
23,classification,i1,11,11,one:rbf-wide,2.0,10,alternate two checked families; use observed generalization gap,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,0adf9a4ab222bb80e0231b00bd81aa3413784164c7bf821f4e4eddb02ecabb7c,88558fd9ee98d5c2487058b697541e94adb32d08611425e0baafc585a0212083,success,0,2.03947699998389,0.3499620054114835,0.4407019793937839,0.559298020606216
23,classification,i1,12,12,base:linear,2.0,1,alternate two checked families; use observed generalization gap,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,4b74dc27a51c2490f5ed53a2f2562e3f2725d085910540f8d66380f1e9014844,ed3dac5c3ea70c0f016a1aeb16601690fc8ae07c5d331d9efb9d7d33790bf3d6,success,0,1.7873250000120606,0.4586528831962893,0.4733983155914667,0.5266016844085333
