task,kind,arm,step,round,template,factor,parent_step,reason,skill_sha256,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score
6,classification,fixed,1,0,base:linear,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,5845040f70ad03cdf38d8b6362e028a5c41a29ddd9c28957f8eafaa4ff346ce8,success,0,1.6223504999943543,0.1975407923314289,0.225626379721433,0.7743736202785669
6,classification,fixed,2,0,base:extra-trees,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,6693402674e41a8ab7a643a8e9699f7c645e141ce3644d0798c8c25fbe088cc7,success,0,1.9223316000134218,0.0,0.1041478712822041,0.8958521287177958
6,classification,fixed,3,0,base:rbf-1,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,23685b8c1140ac3757b641823dadaeed0d4c1d5d83ed3d9580db5a3e20ab0157,success,0,1.989406799984863,0.0925415560073174,0.1514411114636401,0.8485588885363599
6,classification,fixed,4,0,base:hist-boost,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,c324d40acb1400de8232424b830603bbe0655da3781387d7601b809bc44cd1ad,success,0,8.352226399991196,0.0,0.1196603811966201,0.8803396188033799
6,classification,fixed,5,1,base:random-forest,1.0,0,fixed conventional portfolio,06dcb70f74303df1259c31f0f42488557ee4db41853cb80231e26c17b1119d2f,e9c753f9787119201fc1c592a988b8976e0dc62d1acd2bb2dd1868577ffcf722,success,0,1.9684320999949705,0.0,0.1300445661862448,0.8699554338137552
6,classification,fixed,6,1,base:rbf-10,1.0,0,fixed conventional portfolio,06dcb70f74303df1259c31f0f42488557ee4db41853cb80231e26c17b1119d2f,13d628007aef6e99b23bbb779ea38ae22e49f3906910542c89aba2a08f66f0a5,success,0,1.9558571000234224,0.0054970891006213,0.1007769350232427,0.8992230649767573
6,classification,fixed,7,1,base:neighbors-5,1.0,0,fixed conventional portfolio,06dcb70f74303df1259c31f0f42488557ee4db41853cb80231e26c17b1119d2f,a4821662078480e2996fa850eaade7e28fb3fa0dd4259ee83a7724c8bad7f947,success,0,1.6075560000026599,0.0,0.1653399971250944,0.8346600028749056
6,classification,fixed,8,1,base:neighbors-25,1.0,0,fixed conventional portfolio,06dcb70f74303df1259c31f0f42488557ee4db41853cb80231e26c17b1119d2f,d5ed597863abd27381db3bb000aa27f3299aa58a0c3783b6fdb9cc6c82d238cc,success,0,1.622578100010287,0.0,0.2334913796449271,0.7665086203550728
6,classification,random,1,0,base:linear,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,5845040f70ad03cdf38d8b6362e028a5c41a29ddd9c28957f8eafaa4ff346ce8,success,0,1.6258550000202376,0.1975407923314289,0.225626379721433,0.7743736202785669
6,classification,random,2,0,base:extra-trees,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,6693402674e41a8ab7a643a8e9699f7c645e141ce3644d0798c8c25fbe088cc7,success,0,2.095497499976773,0.0,0.1041478712822041,0.8958521287177958
6,classification,random,3,0,base:rbf-1,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,23685b8c1140ac3757b641823dadaeed0d4c1d5d83ed3d9580db5a3e20ab0157,success,0,2.276484900008654,0.0925415560073174,0.1514411114636401,0.8485588885363599
6,classification,random,4,0,base:hist-boost,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,c324d40acb1400de8232424b830603bbe0655da3781387d7601b809bc44cd1ad,success,0,9.450849100016057,0.0,0.1196603811966201,0.8803396188033799
6,classification,random,5,1,one:extra-leaf2,0.33142519,0,seeded conventional random search,df561a9ee17d54da024b7f343ca796df6dde62e9585a352eaf14aba15d51390d,96477ea47aa6618ac6c6f05ee752323ad8be8dc535d31813b0d423f49890cdbd,success,0,1.6861363999778405,0.3346435661791089,0.3656703842713789,0.6343296157286211
6,classification,random,6,1,one:rbf-unscaled,0.43662054,0,seeded conventional random search,df561a9ee17d54da024b7f343ca796df6dde62e9585a352eaf14aba15d51390d,8abc11626f19569abf84a08a0e7318a80f3f7208f58a79acc15598b450435786,success,0,1.9348884000210091,0.0488928205404231,0.1263406393201325,0.8736593606798675
6,classification,random,7,1,one:rbf-unscaled,3.66697255,0,seeded conventional random search,df561a9ee17d54da024b7f343ca796df6dde62e9585a352eaf14aba15d51390d,d628af6e10ebac678de3fe255e886b7805ce1d18fa4e709a38d9243bd2a464f8,success,0,1.959646100003738,0.0013005843362987,0.1066665049077985,0.8933334950922015
6,classification,random,8,1,base:rbf-1,1.71910508,0,seeded conventional random search,df561a9ee17d54da024b7f343ca796df6dde62e9585a352eaf14aba15d51390d,4660d3a5bd7438635399ded9a65b0c83d6ab978f283e1984adb793f38b1870f1,success,0,2.2206723999988753,0.0575892162985828,0.1242945549807015,0.8757054450192985
6,classification,memory,1,0,base:linear,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,5845040f70ad03cdf38d8b6362e028a5c41a29ddd9c28957f8eafaa4ff346ce8,success,0,1.79864570000791,0.1975407923314289,0.225626379721433,0.7743736202785669
6,classification,memory,2,0,base:extra-trees,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,6693402674e41a8ab7a643a8e9699f7c645e141ce3644d0798c8c25fbe088cc7,success,0,2.208207299991045,0.0,0.1041478712822041,0.8958521287177958
6,classification,memory,3,0,base:rbf-1,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,23685b8c1140ac3757b641823dadaeed0d4c1d5d83ed3d9580db5a3e20ab0157,success,0,2.3439049999869894,0.0925415560073174,0.1514411114636401,0.8485588885363599
6,classification,memory,4,0,base:hist-boost,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,c324d40acb1400de8232424b830603bbe0655da3781387d7601b809bc44cd1ad,success,0,9.501203699997859,0.0,0.1196603811966201,0.8803396188033799
6,classification,memory,5,1,one:rbf-unscaled,1.0,0,frozen global-rank experience,40e36d64128be8ed7cff4006500dcfbf6009edbb097f98c1682b7b666e1dba29,dd804c636771f2161c3721bf7147812e84b397cbe329c9fbcf9d6b0785a2ead0,success,0,1.9605555000016466,0.0207566286796796,0.1049438606611692,0.8950561393388308
6,classification,memory,6,1,two:unscaled-c100,1.0,0,frozen global-rank experience,40e36d64128be8ed7cff4006500dcfbf6009edbb097f98c1682b7b666e1dba29,be461f279e1b9ec611172daaca5c6c07b9f9c0de300838234832aba4ff1372eb,success,0,1.927787199994782,0.0,0.1066658484555292,0.8933341515444707
6,classification,memory,7,1,two:unscaled-c1,1.0,0,frozen global-rank experience,40e36d64128be8ed7cff4006500dcfbf6009edbb097f98c1682b7b666e1dba29,77f9c01412c1a5d370ca4fd88ce6bf201b677441c68435d9c7482bf91d54dae9,success,0,2.075158999999985,0.1305380537509959,0.1714902133106728,0.8285097866893272
6,classification,memory,8,1,base:rbf-10,1.0,0,frozen global-rank experience,40e36d64128be8ed7cff4006500dcfbf6009edbb097f98c1682b7b666e1dba29,13d628007aef6e99b23bbb779ea38ae22e49f3906910542c89aba2a08f66f0a5,success,0,2.2240667000005487,0.0054970891006213,0.1007769350232427,0.8992230649767573
6,classification,parent,1,0,base:linear,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,5845040f70ad03cdf38d8b6362e028a5c41a29ddd9c28957f8eafaa4ff346ce8,success,0,1.8403680000046734,0.1975407923314289,0.225626379721433,0.7743736202785669
6,classification,parent,2,0,base:extra-trees,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,6693402674e41a8ab7a643a8e9699f7c645e141ce3644d0798c8c25fbe088cc7,success,0,2.192903800023487,0.0,0.1041478712822041,0.8958521287177958
6,classification,parent,3,0,base:rbf-1,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,23685b8c1140ac3757b641823dadaeed0d4c1d5d83ed3d9580db5a3e20ab0157,success,0,2.271425499988254,0.0925415560073174,0.1514411114636401,0.8485588885363599
6,classification,parent,4,0,base:hist-boost,1.0,0,common broad probe,3cb706fa7df7a4e53c9df1208b3e8316b8679be1304874efc158f74e6ee90640,c324d40acb1400de8232424b830603bbe0655da3781387d7601b809bc44cd1ad,success,0,9.541162299981806,0.0,0.1196603811966201,0.8803396188033799
6,classification,parent,5,1,base:extra-trees,0.3,2,lower-capacity local branch,774a6663ee5890c801c2bea8419118d3caa10157ac1f6299aae2daf9944acdf9,a5c764fbf163521fa8ba3fdc31bdde46af14baec05b12444b82ee0722368a523,success,0,1.6772599999967497,0.3920580844130122,0.424913701913053,0.575086298086947
6,classification,parent,6,1,base:extra-trees,3.0,2,higher-capacity local branch,774a6663ee5890c801c2bea8419118d3caa10157ac1f6299aae2daf9944acdf9,891965cc6e3eba7ce8146a32d7847f1f90f75159a5133f79f57ced8fafd487a3,success,0,1.919707599998219,0.0,0.103019955604241,0.896980044395759
6,classification,parent,7,2,base:extra-trees,0.9,6,lower-capacity local branch,41961041484d0801ce50b1d1854bed395d748e95cc32bcce60f6bffe0394eb68,3f29dc0780d4f3aa4655fdf3c0fc0f75b76c803066bc430d3956bb7943614f36,success,0,1.7288005000154953,0.1503075117419311,0.2373068755591301,0.7626931244408699
