row_id,feature_group,group,split,included
0,aa90c786d9f90ddb9187fd99595af559b760276f67cd2a3366a014a3f5c37492,963bf78962e82db5dcc25407e432337bb9f09e775aa56941b4ff18fb506ee202,train,True
1,2921ca1372405fb1fbe1a6c205456da6f0e251901c91323360ea775e2f3755eb,433f5343d6f287ca06b64ea321d28a6b21dcbcf2fbb2b1fad4230678b713d8e0,selection,True
2,8863115303e41fb9ff83400dd48d620ad09189c094935b3431f0d62183d7d502,87ba5e89d99bfcd4d2da881289d6ddf9d4855d465614232111cad97e47aa149a,final,True
3,7322411a1207b267a6f215c33d647c6dbc7bc5f992580fd44d38360be9381d12,a22a05e74981e7d4959f9fa064f13d6fef631b49c33322b0bed2e2aa10fa295b,train,True
4,a6cf8f0b26a3bf7a8972f5d46fb590485235efd58a42e3a676e8f9a81519cb94,046d99dd43b8816f86fb2c5b55093d17cf5c7e303a4bbc4ebaa82b1ceb5efae5,final,True
5,3740c3cd8b6bb53dffc601b26439e57932160b383f3f006950c53a90592349fa,f17db83d4bca937b78ff31a1757e1f2ef3289160057e4ad34d642030a9120951,train,True
6,e05a994053c2785aa82db8ae2680f39ce3c1b418d9f0a420362586a2cec5773f,8be4911e30c6f37e583323892257a79927db244ba81ef1cd5f32d52812a26b22,selection,True
7,8e0a814ea5a509fbcf9b9a994006f557570c36140ecf7a6564b24e9066739667,e98dcfedeb0b98eb1fcc0ea599d6699773dbd5d5b575930a32809c2fdb2c297e,train,True
8,b9abe04e3768722c969a7028847d82b113702e2c4cbccf56801954869e13cfb4,5d10d302e9fec589ff2d1f227d37ca2f029dc4f9219d70b14d94dc18ae3ea95f,selection,True
9,f0b05e30f4e7d79a44eedc54a6f31084b6cda6cd690b1f8fb20a6da7af3ecbc9,b2148289405bcb7c94a9136e48a6074fb48d01dd2cc6a5c66701ad688678ff0f,train,True
10,a7a1d92fc80b03f98d31285f5aa396e56cb4a8215dc4a0be5f29e7cf2f968471,506aedc3268c288b77cdd5d62ff6dc14507040a00292fba33d585e439dc14394,selection,True
11,03311cb955e06e2d41bad90bd44665a048bf737874ce52e197b8993a1e412d8e,75f1beab5971e2bd35a70956858ff3d514406b4da5c283e3bcd4b810f04fabe7,train,True
12,28233cef715285ed4179cd7a50ce9e0cd8a8eb952cdb6eab3f794a59cbf39393,d9b832001ab6515f0b6c0e371223606d16a3c0e9833ba4a1e91db4b836ae08cc,train,True
13,42a3b809445a52c36bc488fad2c6c8f2427d171243bbe2313eadde3ba0814a60,51681ea743eeefd3ab2d11984c533a2d8f65665a81295797ede0beeaea4919ee,train,True
14,7dfe66b084b77030681c7468302fb0ed801391afec0cb49a8894d936873ca3de,a747363a9346e11d65d951f4f06f1abb1b927bb1515234abd044436eee4919ed,train,True
15,13ef70eefc0d1a7aae365ff6fec9b8341c41a23a5a654a7ff6407f572f2a8bcd,a51cb23401e4da847503fedb6fa8bcfd7c7f7ed5e03222e30b07502071f5c7b6,train,True
16,d7acf23b610b3b10b14dd3ba4c84c410639f7e30fffd1b57ae0ca9dc05400768,1f2f2b2f97159c4711f2a9928885873326ea8d338e48aaf4184655ea66b4bf80,final,True
17,9da14866622f9987e8296dc28ed64dc004d5b264a208356724a1eda1059a502e,7c22a2ab901dc2bf9cb39a0542d14472d7924c8718e2e58b202641f246fbbb78,final,True
18,bf6e196684a7b5a5c9f1ec3d1d1ba76928784da65e81fa6e44ac1e96665c3860,ec9a17e48a4d29fc734c92a5d2ed4e576e15280cf803da116298341f85546d04,train,True
19,223fc89c1e2003632fac7a42deeb5051c593d6bc19c8742132a4e6547721336a,f43e0966c669b7857c3e8d403896ea8be178be8f497e20956bf7feb5a74e0fb2,train,True
20,33b40f23a8f14825f1d8a0c39a43144e0d765e9ae48afa64e881da58f85cefec,167847b676f504e3b60a4d8aa513fc4f860346ab9dfe0236617d8f1698829449,final,True
21,bdaa08394ffc51819cc5a6f5b1caade4fab07126d06aff2edea8c4bd70bfdd15,da336ca0fc939a6e2673c2d31c69176e7be7b2b356ca2273dd718ab733b51c22,train,True
22,50ea41dde22f71e53370c1cb998b9336a7802247bb801a1cab40d4a9b84d732a,154e23f0c5741176f671048ab1c2901c9b21f745adbafa4a0b5cbdc48c5cef27,train,True
23,d138829ef42b4d26191aff645d93f2fda36cd909c3e7cdb3f5d71e95f9415c4f,74c781777c1f373b7dab04531c123a20b0c70bbc111420c3d224bd9e8651c4c5,train,True
24,e855f7160dc4a90147f1debceb2e34290862bde90699d841681e0e3d60f3a46a,1194f5f23bb989bd3336f5735e25ebd8e5f3dd06123b81f6a19404a0146500aa,train,False
