path,sha256
BUILDER-SKILL.md,6bc168e1e30ad1f7be9d82ede74812cdeababc3a06d492a46005b638d1d9ba10
COMMANDS-baseline.csv,963a1e5494f64a4a18a59b5b95ebad49c1f9b038feae0418bb4757e2d71340b4
COMMANDS-environment-v3.csv,dd5128ee0bf82abdb2fc98f3ca79ec39bd19f244579946a651c9a4f27b658cf8
COMMANDS-environment.csv,5be22dbff951c06d66b273fe93aa7cb447e7874a4b96bf32aeb37a8811c17920
COMMANDS-export-resume.csv,9381b9fa8eca0728f97da4e19db04f43da33ab6715e98dd0fc247c8f6d95fa1a
COMMANDS-export.csv,2989915b88989ddceededc51f4f07b44a2bbdd04f49b5c46eded6f997b8ada4e
COMMANDS-prepare.csv,a5ffb93e72b963b1216a209bee3e817735034fe3da2304e9a3a6762b35671a7b
COST.md,939b5ea709f33ccf17fbb5081cd6116f31f2c38ee19886769f858cef7a3bc577
ENVIRONMENT.txt,6a0374ac8245171fc7b00c5b51e1521473d46084e0a0a0cc458f7e2fe2b764d9
EXPORT-CHECK.md,af3dea84a0874fde1946351b7a585cb25146179b27e1176656f03cbfc70c2665
HANDOFF.md,454a211a2474994a89275c2dd57a61188272aef7ad0272b066193bf3fa1a25e9
LAB-NOTE.md,e095812df48ad2c3437b46efcffce2ed1d0cf0d0ba12eaa9e25b46b92c46e7f3
PACKAGE-HASHES.csv,749a215908fdc52873bd7b88760893a02c91836932275e23347d3da7b9bba1eb
PROTOCOL.md,b9d53f2f6071a42ca78ae655e1e4aa8ce0d8cc8728eccee3e191eb9d800c8c4c
SCALE-SKILL.md,e46970e7d92421d0c32fba84530592c1369c54161df2ff11da3db86666576ab0
SOURCES.csv,ebed6dc42ed4f895934e15c5aee6f267413ad6212f6858c895079137a36d77bc
baseline-run/ATTEMPTS.csv,6b067c629168b90824ce247d3a24cc70b999a649644b0722b71ea1539e20a024
baseline-run/CONTRACT.csv,a9db901de034549cff285329adf511afad44c90b8e3842f7a6cead354de1d083
baseline-run/DATA-REPORT.md,1d595fd033dcae7e0570afc2a11bfef508f0404be01931a5078c90d9b96950d2
baseline-run/PROGRESS.md,c915fb024bbdf7dd704be51dc6bf7f91df015eeab90c1ebf9425cb0e96d47254
