row_id,tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab
1,9.3040972346785,4.90252411201167,3.04754072762177,1.36935735529605,5.06781210427845,-1.94005842705193,-1.87274168559721,-1.25501199162931,0.41344056837935,0.862414076352903,0.562139050527675,0.781759910653126,-0.00595746432603695
11,5.38129925652915,8.01452101703768,8.0951741572488,6.76924769920496,5.50755100504513,-1.97271385420545,-1.84933257978301,-1.68550457105667,0.359974025112588,0.173568816600156,0.349143850920014,0.628860423786381,0.0281301999792468
12,1.61678683711417,2.93922810703424,0.819791186154762,4.19180384910867,3.7522819142677,-1.48488454526459,-1.28058145097331,-0.986815918029798,0.899698249387734,0.866545796305834,0.303920577803025,0.0776101261113305,-0.0486167008032998
19,3.9319535918755,9.1808897082158,6.06448032596261,6.29214742613888,5.36399630302728,-1.69508490733105,-1.88027317816616,-1.78863821753007,0.837263668885188,0.611780635329584,0.210692284364991,0.697465329147656,0.0527814508232104
21,7.38317662850136,5.25317348290767,0.92451657169658,0.744899381035951,3.97610467765583,-1.42921878649353,-1.42495107828332,-1.12193481287898,0.425513660036568,0.5611657185336,0.139627347493963,0.076750679144545,-0.026877869998716
24,7.25334606801501,7.73351662336675,1.62109081050867,7.89061038035071,3.56724027388785,-1.37785475734639,-1.44953230230508,-0.739853214236384,0.936087467029674,0.927722330653301,0.824221605405123,0.100471728226073,0.0478606522166885
31,3.43254862102449,0.944068374361633,3.32477130123085,7.73535636691332,4.13462445340227,-1.49594916077453,-1.39869003307117,-1.23998525955657,0.408973718162426,0.392226079445173,0.330908729781676,0.655999006059108,-0.0229132907351178
39,1.49218872607205,9.79709296741197,2.55281063054377,7.19469647937642,3.84899325423071,-1.8514937934918,-1.41403610700899,-0.583463353729923,0.799481515463581,0.654333089808831,0.32163781636517,0.268789669713002,-0.0270085576062858
50,0.50401426172707,1.14209406597184,6.65142652915706,4.52722749641616,4.32815601000258,-1.74832297856129,-1.82355757055389,-0.756275460887398,0.129387731373367,0.225295477190729,0.312797029970689,0.658453830919069,-0.0188099067708789
56,9.97041327098946,5.96858182069508,2.34262311605545,3.08351606695568,3.77210823521175,-1.54606253899677,-0.964770468901214,-1.26127522731377,0.427141832760229,0.972374602542913,0.38736759983562,0.903835773038351,0.0344256495753535
65,9.85505319049754,5.02948079636591,4.65997948461133,8.81389322046684,4.77839383969292,-1.96336325122091,-1.50983210712265,-1.30519848134936,0.189802070701626,0.912171111792761,0.994393400622145,0.674176650339658,0.0707315534448944
70,4.02051982507196,0.970733454765333,3.61171758831452,3.07736816482621,3.49562710309307,-0.819445523791725,-0.965343588558235,-1.71083799074311,0.566963433139125,0.73808710172383,0.919892494538585,0.435357552626013,0.0270170029925942
78,9.03128158343362,5.50105436619242,4.79672076876771,1.10835474900228,5.04338065721232,-1.84188562717435,-1.48244462745436,-1.71905040258361,0.880337103410238,0.337439985722041,0.58695593721943,0.822864102796789,0.0117036646279851
81,9.2806782117252,8.86156308336607,4.59996343160894,8.22810544441713,4.72782859096628,-1.2708102384742,-1.46110466002421,-1.99591369246787,0.902333802968486,0.227855514154423,0.951989508836444,0.823738781339772,0.078189335512503
82,9.65279127366859,8.38975485346774,5.12299716575353,0.889502498576313,3.28214904209759,-0.586541743780987,-1.42411633649979,-1.27149096181681,0.866631301439625,0.660594780501395,0.945602308237813,0.988647555358459,0.0348603889106645
83,1.55702846046584,8.97572500860893,9.89806791513863,7.3034892620031,4.10377349270998,-0.671335205725476,-1.84732480395215,-1.58511348303235,0.890360085469101,0.0616308958481171,0.684872433584912,0.488866907409377,-0.00263354531927806
86,8.38048919924222,4.63027673042989,2.33436479514162,4.93413705944159,2.42699106038249,-0.66538085924543,-0.952139297234337,-0.809470903902722,0.560679696287344,0.153218781333792,0.3687677079331,0.226059633593434,-0.0191240120844613
88,3.33338015810951,6.11651311009327,9.38111268302653,9.23954529765637,3.13474111829214,-1.37275837108656,-0.895739600398624,-0.866243146806955,0.225010143388446,0.0785711289227835,0.486136618560539,0.260963602125446,-0.00670338034355134
90,5.47751693876571,2.01907796484469,8.53565189524376,4.6047434415717,2.69979531808976,-0.696132496681821,-0.646468278514617,-1.35719454289332,0.241245698506839,0.889474859976753,0.190990781456029,0.866729413214773,0.00620874888399157
99,4.91356156118192,6.25717677672828,1.21769615401265,2.27478728490361,3.11987936631607,-1.33991581877595,-1.01314841999285,-0.766815127547272,0.372586913085023,0.699070533574828,0.222438654584251,0.73210576398745,0.000146045271460785
101,2.57063314787924,5.44008184262065,4.47663072592374,9.52587175328126,4.72769067549695,-1.75224135633634,-1.1289169165627,-1.84653240259791,0.712695699862976,0.722592222482968,0.14030250028661,0.735466690958164,0.0251059802782912
105,9.41680588144908,0.505371509904135,3.11280426237326,6.07620079518169,3.33291404762235,-1.36157862834461,-1.18983417776787,-0.781501241509873,0.530158390100602,0.968673111903167,0.456118440607968,0.415227141396954,-0.0387264713954843
107,2.95723900142198,7.98937459291486,3.8034504848481,3.53837719183596,4.56132593911753,-1.55862522221361,-1.62046347485009,-1.38223724205383,0.701205085498666,0.646816015174466,0.280255092490107,0.850290271456535,0.0310265038384077
109,7.98369659763934,5.01392464914408,8.83200107807614,1.09641361870235,4.04337985653615,-1.23944097347135,-1.77987872610779,-1.02406015695701,0.798566642559791,0.468871748876303,0.647609008091347,0.953867816023116,0.0249806946170817
110,5.27640202251348,5.93014375274808,3.82474747866434,2.93577003027309,4.12440021992325,-1.26099597170262,-1.40377292378932,-1.45963132443131,0.693814083560006,0.625105850279447,0.41277133491834,0.646784067499338,0.0541237844802887
115,6.56403736090198,7.91450545041171,8.44108380221822,4.62848671606771,4.18106668719674,-0.671049709097657,-1.92795629312037,-1.58206068497871,0.66010163375826,0.38195801145895,0.795972538633309,0.932077894749767,0.0789804348213609
116,6.06160137835037,9.76426957208551,1.67030194409804,2.42632592787256,4.78121801572336,-1.29507285169971,-1.84667855830892,-1.63946660571473,0.501965648446954,0.691036827880309,0.345429225404519,0.872048153861096,-0.00296445639577243
117,2.3831038731425,7.63521996236433,3.94188492119182,3.45833956149673,4.16924322891418,-0.660972676224331,-1.91474001863759,-1.59353053405226,0.515184987793101,0.342665553153532,0.399609940860277,0.506888348598594,-0.016214054402582
118,1.99984460233124,1.87504120117754,0.84464604422457,9.99744826556684,4.74372310913347,-1.81112939731253,-1.24322449000372,-1.68936922181722,0.934755876283703,0.502539526991786,0.630882563541056,0.651629028408565,-0.0344140020867504
120,8.94042854428457,7.35265524912951,8.2244993041892,8.34826174314428,2.4013564948045,-0.761918315561244,-0.529845060470735,-1.10959311877252,0.674893038038756,0.298822754648298,0.710819904031641,0.877279126159386,0.0800366317135905
129,8.58777521256413,6.4473237194619,1.01406825925325,7.62513479239702,4.26467344166235,-1.40322822232429,-1.66019164571811,-1.20125357361995,0.0878467668880802,0.484453854230399,0.134388477957536,0.364203730706272,-0.0164045335700192
134,3.37770557162301,2.74721039982854,6.47413397200737,5.18145656031398,4.6844539334733,-1.45033175899636,-1.87043530857429,-1.36368686590265,0.0695014871905476,0.738413904571524,0.357468777967514,0.69536698917151,0.0137499396246995
135,0.860551367101737,2.25738238846345,3.22360274188595,1.24156775523165,3.63101343017266,-0.874903705370217,-1.88191645299442,-0.874193271808024,0.125027263712662,0.284773036945421,0.584270410772082,0.663446557136399,-0.0469438594421973
137,1.79994706884277,1.15982623211972,1.72881354500985,7.38785962719697,3.07994097537794,-1.28414650639843,-0.909297187222703,-0.886497281756811,0.41293721049012,0.827547033240914,0.116784091116821,0.671236651727281,-0.0589456409570375
140,4.46975208715547,2.99060888706107,4.93998410247099,4.20636046774583,3.98819994052882,-0.922080279628292,-1.49509917752715,-1.57102048337338,0.360947438860437,0.33207442007112,0.117267913579479,0.165047474203175,-0.0372970763494504
141,7.52197769957477,7.03203911136965,1.00039311815348,1.92054200878093,4.48079950128176,-1.49359349726319,-1.65575911244268,-1.33144689157589,0.772430969771429,0.0884127054144116,0.869853111821399,0.434588020184485,-0.0414921905335591
142,9.42068244637654,2.87621560585718,9.76487084740425,2.78602253638217,3.21587154881505,-1.21637154159073,-1.11649581949108,-0.883004187733238,0.826378587829409,0.135888343401747,0.728037760196267,0.399485961235794,0.0385631822913644
144,7.29872601138913,2.02199974271446,2.35023458194557,2.51655359051173,3.45234932697995,-0.584133322949673,-1.45618292918628,-1.412033074844,0.495319955225098,0.0859144529357948,0.150433385860819,0.633045938528141,-0.0233872413246797
152,2.48046835735051,2.92899185041524,1.47761849412828,1.08998683394965,3.59565378141249,-0.81021457079167,-1.810607094249,-0.974832116371824,0.902510401352316,0.0749753031053406,0.159084166353621,0.621431501458136,-0.0161086239188354
153,5.36231875922676,4.29036434086969,6.19520088678703,5.46101497963076,4.87325921120419,-1.62798663384316,-1.72211754389602,-1.52315503346501,0.414145013265626,0.44006589744156,0.268720940112208,0.547135608053734,0.0274567918982944
