row_id,role,sin_hour,cos_hour,weekend,temperature,humidity,target
0,train,-0.4999999999999997,-0.8660254037844388,0,16.546747556107196,0.341508196502665,157.28703799972723
1,train,-0.8660254037844385,-0.5000000000000004,0,12.990826978123074,0.551498814758177,137.01593462182606
2,train,0.9659258262890683,0.25881904510252074,0,17.06046822658525,0.7145565839945212,197.51873796550444
3,train,-0.8660254037844386,0.5000000000000001,1,16.019466666051564,0.5585836540395648,165.43096790378956
4,train,-0.8660254037844385,-0.5000000000000004,0,7.386879068016995,0.753312800241245,99.61423957055929
5,train,0.7071067811865476,0.7071067811865476,1,20.86087522307085,0.32149047559200883,231.11259317533762
6,train,-0.8660254037844386,0.5000000000000001,0,14.406832565629896,0.7067467827730709,133.67692358169637
7,train,-0.7071067811865471,-0.7071067811865479,1,22.199019799457933,0.5511305170523997,173.53532994754795
8,train,0.9659258262890683,-0.25881904510252063,0,11.531610687361304,0.6085451466748284,185.76417239088204
9,train,0.9659258262890683,-0.25881904510252063,0,6.5648303695764305,0.6934138741520681,154.67688243074747
10,train,0.9659258262890683,-0.25881904510252063,1,25.90179718723623,0.9395502203647215,236.2265029759505
11,train,0.0,1.0,1,25.223972709570848,0.8567136137123226,234.315369575297
12,train,0.9659258262890683,-0.25881904510252063,1,17.02876396540229,0.909648232711056,217.07145364347494
13,train,-0.7071067811865471,-0.7071067811865479,1,23.250151095207165,0.3727208395627073,185.55942769938596
14,train,-0.25881904510252157,0.9659258262890681,0,19.297225485406052,0.8236784171836533,171.73797371611334
15,train,0.8660254037844387,-0.4999999999999998,0,9.783237077935059,0.24599311812479074,173.80418227095961
16,train,-0.7071067811865471,-0.7071067811865479,0,25.116665261729523,0.8234077756214235,180.0993584226121
17,train,1.2246467991473532e-16,-1.0,0,23.0072957157038,0.6467296672186811,183.0644643451412
18,train,0.9659258262890683,0.25881904510252074,0,8.585581875508076,0.6240158945370843,167.8386175154571
19,train,0.9659258262890683,-0.25881904510252063,0,26.46193130969104,0.9429824505616617,235.19667836116994
20,train,0.7071067811865476,-0.7071067811865475,0,24.69506762000515,0.5530692558598602,217.4580636134229
21,train,0.9659258262890683,0.25881904510252074,1,19.644625664549245,0.8344917860180336,227.93155620552847
22,train,-0.7071067811865471,-0.7071067811865479,0,11.422839234871883,0.27107927004274934,115.92375486461773
23,train,0.49999999999999994,0.8660254037844387,1,7.348859716997964,0.4285242259316058,175.2161774172699
24,train,0.258819045102521,-0.9659258262890682,1,11.532093616197296,0.7843828563655932,153.5724238035798
25,train,-0.8660254037844385,-0.5000000000000004,0,6.1552456540237035,0.6985225349380584,106.20588816070475
26,train,0.49999999999999994,-0.8660254037844387,1,17.5985864999507,0.6183405233450346,178.05625060676434
27,train,-0.7071067811865471,-0.7071067811865479,1,26.69835098794788,0.6602953485172713,191.32748897201793
28,train,0.8660254037844386,0.5000000000000001,0,24.037708510351166,0.7531110949084985,230.1380652469327
29,train,0.9659258262890683,0.25881904510252074,1,12.65071415183602,0.6978820753473535,202.5508779638627
