row_id,feature_group,group,split,included
0,c1765bb1f7d3f18da95e7595c0660ab61f95e538170f04a71a712c9402ced913,59181717f57e8ac89e5bdf93f6d781d7a97c2c81a8ad0e23d94f4ebbcae0bcdd,final,False
1,82b98343b26fbb281e226aeb6aa365967bf94984b55ace6dc3832841cf990d18,5130d1e9051be626d2b1459142727520b8d408cc0f1bad4f2e4ba95986880986,train,False
2,2336ee5ae86a5d83797bce32b315d8c3e3cdc1c40a4cfe79d49f515977cdbfa4,718ebaf43bd5f619061939ff1990504be463b03a350fa227f077c54efd646c98,train,False
3,ae334e2e0b2c87a7459d61935fd98eb4f26669f3592a94b7023d44c0e6a8cbe3,088e42b409cb6c3f0bad95345b97c58dd14648b32e4373ad1bd743311bc9f861,train,False
4,10dc4b90008bac46034f130fa08620b873bb9276cdc302c27cae6539f861f212,c8364866eef89cec75c87cfc5d26a521d070b60ecf214adc90a41e52c467fc1e,selection,False
5,41798f42d9ee6dd5eca0351cdd1e13b70230deaedd7549e22cbcdccec821a792,d28405838048906b3cae49240315f1ad484de5c28af8fe4d950d75ff930dd0fb,train,False
6,a13bfeeb1e6f57b848694b7356f56a3f5273c81720404ed365130d53038ce805,08f501a49aa2f22d1b247463306d1c3bfa04476ff5bb7bb0fa4f6764e627fe27,train,False
7,a99ca747306d115c9743a0f6df51b538c8bd27d658920c950fff0667634d53ea,563d327079e73bbad3e7a3be8384f88966abdec50813197a78fb7b51619e453d,final,False
8,d3604c2087dbab5e192a4c55478edc7ab86650e1667efd58c86d21fef1b23928,acfdf1aff91476c214b66b2576b1f9bb846b1ff6314c49621c62814a93c1faa0,train,False
9,175107e5dc952529c07bcd0eba1e45816f7187242607cdde383817ca30ba5d35,9c939712682fe56b33b77c66bed6ae4a44b8701f6817cdb0ee42a491536a85bc,final,False
10,4dd34a0f05b3381218da9892a53d7eccef06d1e4ca599ee59ccb0002c2fd0300,97dd0d4407c19228d5252fc446d0141d6e3de40e0ecd313734e5abd30534f129,final,False
11,434fc9ece0eed7e31b352e25ee50dab319051f06dab46a70c04a80df6c2be916,77b7fbdde4e07f98afe788d16680d91bb10db0857fa7b674edcfca0dadc68665,train,False
12,a024858a8e9ca1ebf8ad467a86cb63603ef85d4d612408a52b9d46802c699f71,8a5d2fd7ab23e551865d5bcbd69145a9485d8d9b48d03764d2f538ffe5075b95,train,False
13,b6a40be9c41f4067a757b261669df7caa41bd917d2d97eb793af8c7ea1bd1997,a0b17162e6a0c17672e0a4999232149fb8c0a7464cff1a2b1e77cefee37a0e2d,train,False
14,3a5062b56e2077922f2252d7f95c3a8d0c2d79cffec5e29ce03ab1511cee2ae7,c22e8a9b1cdc04e44a0f26ecc2f29909e8b8e4dff55c040cc5a55959a0f52808,train,False
15,4b5bad2332dfb5bd6beea39793903f0b62d1ff719488d3b17ec0881e648ddc2b,96cb0050965e15e57dc8ab183a128feea82ccf4212052b4b82e44f571f811cdc,train,False
16,c0c29119d86cc13c6723534f6f78306d4e7ee18cf0575a15f2d9c831b20af9ba,3a07c69a685add072527ad22fe7f55dfbb90c5faf9d2a9c1fd2d59e8166e6e22,train,False
17,c1d178a8f549e9c9359f510c29c80d3854a0566fd088ce36990d7d08ad0d7107,e390f92bff6ad9bbe319808cf8a847790f72d94e69ffe626a7d7477e8f13710d,train,False
18,39b3cc7cd4004c053102897358b23271af2cd333a58f1fb324998a5f1258b12c,4e2fb869c9315a17d0cfc032940e145bdc3e538cc3e210034b098c80082076cb,train,False
19,abeb933e63328f66189dafc355859817544cd6e59d977554382f531f367724db,447d557ab35e6695c729791d17358f4ce14a606cd836889fa892aba223c51268,final,False
20,467a4741b067c0e972eec73a2b192efc51cb5931330b7804cc5ca06c21900018,fbcfb77fdf58f4bd289cd21b9c327bb603ed1e9b1bae44083a7ab9ff9f52d221,train,False
21,8605b019992b1d6eb498d9244e6c3b74ac8287b7f1274318690b396536fc191f,3317854e447daa566b99e908ca9c1bb9145b22bf3c334a9a496551166ad43813,train,False
