node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.8045466858255379,1.700329999992391,0.8532151100924625,MAE,0.0036276000028010458,0.0008226999780163169,3.3999967854470015e-06,0.009121000010054559,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,root,ok,0.37759597594168887,1.8750026999914553,0.40043741135168887,MAE,0.07605549998697825,0.008626700000604615,7.700000423938036e-06,0.013608000008389354,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-003,root,ok,0.4844295705764576,1.9465459000202827,0.5137335553962665,MAE,0.20455769999534823,0.009519799990812317,5.3000112529844046e-06,0.012451000016881153,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-004,node-001,ok,0.6483019062824712,1.7348925999831408,0.6875188128758236,MAE,0.0049276000063400716,0.0011294999858364463,2.440001117065549e-05,0.01556420000270009,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-005,node-002,ok,0.3184155086249283,1.9859603999939281,0.3376770149364303,MAE,0.23560459999134764,0.009827800007769838,1.9400002202019095e-05,0.01717310000094585,a135d942365a4ad09619ab7b28946ff91a07d8c18ff2861e6ac243ff1681ffe3
node-006,node-003,ok,0.3310490392724268,2.7672256999940146,0.35107476976180946,MAE,0.9989598999964073,0.012109000002965331,1.9400002202019095e-05,0.015008099988335744,5222c70c49530b43f8e6e18cee2e6178cb0d28419e7f559e65c40a7a28c4f9f5
node-007,node-004,ok,0.648277682466148,1.7457330000179354,0.6874931237188422,MAE,0.004855100007262081,0.0011506000009831041,1.09999964479357e-05,0.016860100004123524,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-008,node-005,ok,0.32919513911925197,2.3849976999918,0.3491087239733436,MAE,0.4795872000104282,0.017449099977966398,2.440001117065549e-05,0.017217000015079975,c9a12fa0b1f61d0fd4711fa2d61c61e3c32346f85eed9b9e93c53d79e785b743
node-009,node-006,ok,0.3365487347872661,2.1306108999997377,0.3569071513958893,MAE,0.3668850999965798,0.009756999992532656,2.19999928958714e-05,0.0167137999960687,25b6c02536b08aac1d891d8e88d15193cd94f6525c7091630cf5132736fc6b32
node-010,node-007,ok,0.2629703048159547,1.8569017999980133,0.27887783459622234,MAE,0.006385100015904754,0.0013490999990608543,1.9500002963468432e-05,0.02005670001381077,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
node-011,node-008,ok,0.31485485709450267,2.2982440999767277,0.333900973420063,MAE,0.5490582000056747,0.016099700005725026,1.6600009985268116e-05,0.014916400017682463,7a6e8e6cf4dd71db32f6104708ef8e1dcd325d2ec37ea58eb36630725a52546b
node-012,node-009,ok,0.3190693876351558,2.6553519000008237,0.33837044822194057,MAE,0.5033928000193555,0.008586899988586083,1.9099999917671084e-05,0.01622950000455603,3fca5ad4606a7d4b8ca9506d76400e645b32cfaf5c458c79460fc3326d66af06
