check,passed
construct/classification/base:extra-trees/1.0,True
construct/classification/base:extra-trees/0.3,True
construct/classification/base:extra-trees/3.0,True
construct/classification/base:hist-boost/1.0,True
construct/classification/base:hist-boost/0.3,True
construct/classification/base:hist-boost/3.0,True
construct/classification/base:linear/1.0,True
construct/classification/base:linear/0.3,True
construct/classification/base:linear/3.0,True
construct/classification/base:neighbors-25/1.0,True
construct/classification/base:neighbors-25/0.3,True
construct/classification/base:neighbors-25/3.0,True
construct/classification/base:neighbors-5/1.0,True
construct/classification/base:neighbors-5/0.3,True
construct/classification/base:neighbors-5/3.0,True
construct/classification/base:random-forest/1.0,True
construct/classification/base:random-forest/0.3,True
construct/classification/base:random-forest/3.0,True
construct/classification/base:rbf-1/1.0,True
construct/classification/base:rbf-1/0.3,True
construct/classification/base:rbf-1/3.0,True
construct/classification/base:rbf-10/1.0,True
construct/classification/base:rbf-10/0.3,True
construct/classification/base:rbf-10/3.0,True
construct/classification/one:boost-regularized/1.0,True
construct/classification/one:boost-regularized/0.3,True
construct/classification/one:boost-regularized/3.0,True
construct/classification/one:extra-leaf2/1.0,True
construct/classification/one:extra-leaf2/0.3,True
construct/classification/one:extra-leaf2/3.0,True
construct/classification/one:rbf-unscaled/1.0,True
construct/classification/one:rbf-unscaled/0.3,True
construct/classification/one:rbf-unscaled/3.0,True
construct/classification/one:rbf-wide/1.0,True
construct/classification/one:rbf-wide/0.3,True
construct/classification/one:rbf-wide/3.0,True
construct/classification/two:forest-all-features/1.0,True
construct/classification/two:forest-all-features/0.3,True
construct/classification/two:forest-all-features/3.0,True
construct/classification/two:native-category-boost/1.0,True
construct/classification/two:native-category-boost/0.3,True
construct/classification/two:native-category-boost/3.0,True
construct/classification/two:unscaled-c1/1.0,True
construct/classification/two:unscaled-c1/0.3,True
construct/classification/two:unscaled-c1/3.0,True
construct/classification/two:unscaled-c100/1.0,True
construct/classification/two:unscaled-c100/0.3,True
construct/classification/two:unscaled-c100/3.0,True
classification/fixed/common_prefix,True
classification/fixed/allocation,True
classification/fixed/bounded,True
classification/fixed/new_construct/base:random-forest/1.0,True
classification/fixed/new_construct/base:rbf-10/1.0,True
classification/fixed/new_construct/base:neighbors-5/1.0,True
classification/fixed/new_construct/base:neighbors-25/1.0,True
classification/random/common_prefix,True
classification/random/allocation,True
classification/random/bounded,True
classification/random/new_construct/base:linear/4.04298084,True
classification/random/new_construct/base:rbf-1/0.15957535,True
classification/random/new_construct/base:rbf-10/1.72905291,True
classification/random/new_construct/base:rbf-10/0.46091949,True
classification/memory/common_prefix,True
classification/memory/allocation,True
classification/memory/bounded,True
classification/memory/new_construct/one:rbf-unscaled/1.0,True
classification/memory/new_construct/two:unscaled-c100/1.0,True
classification/memory/new_construct/two:unscaled-c1/1.0,True
classification/memory/new_construct/base:rbf-10/1.0,True
classification/parent/common_prefix,True
classification/parent/allocation,True
classification/parent/bounded,True
classification/parent/roles_read,True
classification/parent/parent,True
classification/parent/later_use,True
classification/parent/new_construct/base:hist-boost/0.3,True
classification/parent/new_construct/base:hist-boost/3.0,True
classification/harness/common_prefix,True
classification/harness/allocation,True
classification/harness/bounded,True
classification/harness/roles_read,True
classification/harness/parent,True
classification/harness/later_use,True
classification/harness/new_construct/two:native-category-boost/0.3,True
classification/harness/new_construct/base:hist-boost/3.0,True
classification/updater/common_prefix,True
classification/updater/allocation,True
classification/updater/bounded,True
classification/updater/roles_read,True
classification/updater/parent,True
classification/updater/later_use,True
classification/updater/new_construct/one:rbf-unscaled/1.0,True
classification/updater/new_construct/base:hist-boost/0.3,True
construct/regression/base:extra-trees/1.0,True
construct/regression/base:extra-trees/0.3,True
construct/regression/base:extra-trees/3.0,True
construct/regression/base:hist-boost/1.0,True
construct/regression/base:hist-boost/0.3,True
construct/regression/base:hist-boost/3.0,True
construct/regression/base:linear/1.0,True
construct/regression/base:linear/0.3,True
construct/regression/base:linear/3.0,True
construct/regression/base:neighbors-25/1.0,True
construct/regression/base:neighbors-25/0.3,True
construct/regression/base:neighbors-25/3.0,True
construct/regression/base:neighbors-5/1.0,True
construct/regression/base:neighbors-5/0.3,True
construct/regression/base:neighbors-5/3.0,True
construct/regression/base:random-forest/1.0,True
construct/regression/base:random-forest/0.3,True
construct/regression/base:random-forest/3.0,True
construct/regression/base:rbf-1/1.0,True
construct/regression/base:rbf-1/0.3,True
construct/regression/base:rbf-1/3.0,True
construct/regression/base:rbf-10/1.0,True
construct/regression/base:rbf-10/0.3,True
construct/regression/base:rbf-10/3.0,True
construct/regression/one:absolute-boost/1.0,True
construct/regression/one:absolute-boost/0.3,True
construct/regression/one:absolute-boost/3.0,True
construct/regression/one:absolute-forest/1.0,True
construct/regression/one:absolute-forest/0.3,True
construct/regression/one:absolute-forest/3.0,True
construct/regression/one:median-reference/1.0,True
construct/regression/one:svr-tight/1.0,True
construct/regression/one:svr-tight/0.3,True
construct/regression/one:svr-tight/3.0,True
construct/regression/two:extra-leaf5/1.0,True
construct/regression/two:extra-leaf5/0.3,True
