row_id,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
0,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,79.98611076
2,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.269535256
4,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,44.296075096
5,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436
7,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,36.447769788
9,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986
11,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28.0,28.021683592
13,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0,42.32693164
14,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,47.813781648
19,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,42.620648416
21,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,28.23748958
23,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168
25,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,53.300631656
28,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515184
31,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319812
32,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284
33,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
37,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436
38,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048
40,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
41,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
43,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996
45,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024
46,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652
48,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984
50,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782
52,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232
53,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149412
54,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216
55,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956
56,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796
58,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902
59,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.01900564
60,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282644
61,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.732763232
62,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156
65,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264
66,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039604
67,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636
68,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808
70,374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764
72,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744
73,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114
75,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432
