row_id,group,split,included
0,1eb242f542983878608fba4af3165705638a9658e64c167053df5c8a22fa1782,selection,True
1,9d52bf27dafa1abc561054963bd12df939692087d9aac2b8e376320215d46cb3,train,True
2,81b03d5f70066caee3b1a33f137f6dc11a39b61c8821ad4c49b46db8e971ca99,train,True
3,e4c75c8638e9a4b5dc211118f7f63aa3c3dd64c22e2817211f3df51f6f16cb7c,selection,True
4,391bb856a630ed62474c232ce3f8749674c92ed0c8ba44e12a7eb6d272103c4c,final,True
5,3f595e8777ba2125aeeb61755f07b46f73050fbac62bb70de2149a499f78a427,selection,True
6,083239efbad8c66b368d8665807fb5d6c270b8cd25c91c29b9645c1dc3f17b8b,final,True
7,34ebc7d5c027006ef6ac18edc3b27437a01f76fb9298cddf8bc855947dbc222d,final,True
8,a635f5a762fdd2716d8ca8c236e9ffeba2c0076ef879b0deaf0a0b6a65fc1aff,final,True
9,272e5ddb34aa65e9c51dd4e785e739163492c26b139cd63bd2cdfed4c33641ae,train,True
10,3724c445bf33d172407b0bb9b2eacf73d2169e3fb325f145f0ff82ba103f5a92,final,True
11,e365a69bcf076bbadacd0f4b39b15d42c56c95552c2e31caa8f8cfabbd0ad4f4,train,True
12,b466e42efe2b3f3cb40d87517b979d191d1d8e0e612fe079495f9ce08840205c,train,True
13,f689b9cffa8c5a925d38e571888f45415ad6bb1d703bcd6e12bc729f50084253,train,True
14,311c3a483efce3fc68982dff09d2438edd8b572b3b8b2a9335a379517fd14bc1,selection,True
15,317066acc7288751d6c6f5a98bbb3ecee330e9bc6d472f7083f1e6cca686e317,selection,True
16,6c8c09e9d3e10a68afdc8a7a25b7e803c738b99689c531cebd559ccef0919cd3,selection,True
17,70e3db706811caa28d8403ab80e745bb5236013d5d5be3cdcc08f4de7ad40d2d,train,True
18,d636b29ad67ca63a253630c0208c857d2e180835b274ff6e6f95fab69ebe984e,train,True
19,32045d354a1db4b215c81da22517d80140e8b6e5e4d9511cd0cf001e9016d5a8,train,True
20,6849fa852ee6a6b4211133b6fa07060288217f4ff84411b60c1e2474a0f49ca5,selection,True
