"path","sha256","bytes"
"07-01/CORRECTED-REPORT.md","df63edef95680ec5a1472e20be67147fc829c1297c6436026d935740428cb08b","114"
"07-01/CORRECTION.md","509e7fe85e1ac9e501479150a2bbe980d57f6887b17b30382265e68c9525dd0a","450"
"07-01/FIXED-REPORTER.md","80a0a6b45af588f359c3428d8a4f439de07322103a7a149d18247c232190b4d9","170"
"07-01/LATER-TRACE.md","89ae8b73cc5d56584abcb31857fc9de2066b7ed65262b0ba2b4aa06ac806a96e","273"
"07-01/LATER-WRONG-REPORT.md","84d652d14160f49a8c9de5662e88b2061b62143a1d4e61d73bad5cce25f08600","113"
"07-01/ORIGINAL-WRONG-REPORT.md","2614399700c5158adac9eff8a15ddd7b10c8e8247f54ab275a2e65c2dd7ad404","119"
"07-01/predictions.csv","0004513ae666f36bcf4987e2b36944f1c4a8d79bf949ef09b788d0b95e6af93c","82005"
"07-02/inputs/regression-data.csv","4801610c1293d188eceac6b8e22171e843d25f05459f2092250265b19dbe5b70","267961"
"07-02/inputs/regression-parent-training-predictions.csv","45f771a00133998a0d6346fb355b0f533595f00183ad02481e8f2cfb241ba634","31035"
"07-02/REFLECTION.md","90dc509bd1116f114012d6740ac82fea63a0605dd97368457722678ed4f7954b","781"
"checker.source.py","7fefc839f2b9ed85b0dc56a9076c63ed8759f999e3721e2a16c1e03e52d2ff61","2712"
"COMMANDS.csv","4ce832f8b58f877bff4d032a6b8c22d84fc94d0c983ebe66e6ac3ec377533bcb","76"
"commands/01-07-01-later-fixed-reporter.md","976a47711aa80e188245348bc41375d0d52b19ebab4f51950160aca30f276cd8","617"
"driver.source.py","203115c16eeab66b83df7bf51b979543353767e4a2170162be18a07044ee4c05","33221"
"FAILURE.md","95ffbe54f11b939ed2bccc7aa7619e42e248f36f3e5ad3dedf538548f6d3c48f","786"
"helpers.source.py","89d360ef35fc273dd61c2efd5d6ce59eab07842e13784ef99600fbc863d5f3ff","24658"
"INPUTS.csv","e5a0eac04ad53ad17780d8dd5da458d5acc88d5d60b70e88b3a0f465234098ce","571"
"lab.source.py","d69d3fbd8a4ace3e0332f4dfbc9a2648f87f858867229db63bc854f7810120a0","23061"
"PROTOCOL.md","509c7ab5525eae4d5b1f7e313996019397ac55f6571e64ead4d0cff69bc9c88b","7668"
"SOURCE.md","814b066daffdbce6648fcce559110d610785b4e526dbbc53123ca1c38d6f8201","485"
