node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.15361708370432775,1.748467500001425,0.2390920358405019,MAE,0.003728200012119487,0.0009082999895326793,4.4000043999403715e-06,0.010669599985703826,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,root,ok,0.21961337505246617,1.8270209000038449,0.34180969767764546,MAE,0.07749999998486601,0.008123999985400587,7.90000194683671e-06,0.012739800004055724,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-003,root,ok,0.23399140178322522,1.953644399996847,0.36418788374608396,MAE,0.19090549999964423,0.008981299994047731,6.799993570894003e-06,0.011779599997680634,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-004,node-001,ok,0.15735323819777186,1.775813999993261,0.24490704522950665,MAE,0.004825399984838441,0.0013401999894995242,2.8300011763349175e-05,0.014801499986788258,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-005,node-004,ok,0.15739117384877988,1.7353200000070501,0.24496608887108426,MAE,0.004790600010892376,0.00121339998440817,1.2300006346777081e-05,0.01698529999703169,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-006,node-005,ok,0.1590144068487668,1.7520750999974553,0.24749251414392276,MAE,0.005118299974128604,0.0011560000129975379,2.239999594166875e-05,0.01582950001466088,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
node-007,node-006,ok,0.15899926432487957,1.9493530000036117,0.24746894608250242,MAE,0.006133600021712482,0.0014497999800369143,2.6900001103058457e-05,0.01700729998992756,585f99cc5b35e3afd8c63e1507d5347e35f759c3056eb9fcaa2325d82f5aaaf0
node-008,node-007,ok,0.15901062061260637,1.738448399992194,0.24748662118664264,MAE,0.005137599975569174,0.0011702000047080219,3.479997394606471e-05,0.016397300001699477,2580336e20e90f3dc8b60bc08eff7c6007fe6ba387e59739e1961d9503667ede
node-009,node-008,ok,0.15898791166695225,1.7232835000031628,0.24745127662783895,MAE,0.005319499992765486,0.0012211999855935574,3.2899988582357764e-05,0.016105399990919977,73157723d09482a35a05b5fde68ed7a65dfdd04f8ba47f2043af3942c2e00d85
node-010,node-009,ok,0.15900494201491105,1.748537400009809,0.2474777829282214,MAE,0.006078000005800277,0.0013889999827370048,3.199998172931373e-05,0.016131099982885644,b17cc7eec32723766096b1888c37e575e140ec314645eaa4d91580389c125b61
node-011,node-010,ok,0.15897088948219043,1.773757699993439,0.2474247830327842,MAE,0.0051070999761577696,0.0012457999982871115,4.069998976774514e-05,0.017272199998842552,c07a712b2b71132e5afebc036958209a347d849a6d49756ba0f8b7d4a277ea22
node-012,node-011,ok,0.15899642582017096,1.8841501999995671,0.24746452818930223,MAE,0.005585400009294972,0.0013813000114168972,3.1800009310245514e-05,0.016811100009363145,e76ad8c2bca2c0d92deca2350ec6c18c3b3ddece90b06ecb33552e69ab2ffed3
