node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.4821414662342901,1.934765400015749,0.7299614378554667,MAE,0.00396930001443252,0.000922099978197366,1.800013706088066e-06,0.007669899991014972,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,root,ok,0.2968441673029144,1.9965665999916382,0.4494216124488017,MAE,0.08381869998993352,0.008674400014569983,3.3999967854470015e-06,0.006300899985944852,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-003,root,ok,0.45498771215186584,2.07881519998773,0.6888506959647281,MAE,0.21615240001119673,0.010318599990569055,3.4999975468963385e-06,0.005488900002092123,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-004,node-001,ok,0.16602801173569956,1.8633136000134982,0.2513661542481454,MAE,0.005845300009241328,0.001270200009457767,1.2200005585327744e-05,0.010892500024056062,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-005,node-002,ok,0.23365409508533994,2.1462164999975357,0.3537519403619022,MAE,0.2495344000053592,0.011809399991761893,2.039998071268201e-05,0.012295699998503551,a135d942365a4ad09619ab7b28946ff91a07d8c18ff2861e6ac243ff1681ffe3
node-006,node-003,ok,0.2701782202596762,2.734747899987269,0.4090494096646481,MAE,0.806797600002028,0.009759699983987957,1.6299978597089648e-05,0.00798880000365898,5222c70c49530b43f8e6e18cee2e6178cb0d28419e7f559e65c40a7a28c4f9f5
node-007,node-004,ok,0.16602005429658748,1.8669989999907557,0.25135410669757635,MAE,0.0048977000114973634,0.0011753999860957265,1.0499992640689015e-05,0.007272499991813675,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-008,node-005,ok,0.24840322666043888,2.4150490000029095,0.37608210286745813,MAE,0.5027737000200432,0.016911799990339205,1.1399999493733048e-05,0.0074834999977611005,c9a12fa0b1f61d0fd4711fa2d61c61e3c32346f85eed9b9e93c53d79e785b743
node-009,node-006,ok,0.270707730297903,2.302547700004652,0.40985108704759926,MAE,0.37256660001003183,0.008326799987116829,1.1900003300979733e-05,0.008413499977905303,25b6c02536b08aac1d891d8e88d15193cd94f6525c7091630cf5132736fc6b32
node-010,node-007,ok,0.16577703865217652,1.8890489999903366,0.25098618138594303,MAE,0.006758300005458295,0.001296100002946332,1.170000177808106e-05,0.010423600004287437,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
node-011,node-008,ok,0.2492779713377907,2.5122800999961328,0.37740646496272306,MAE,0.6009351000247989,0.017910800001118332,1.1900003300979733e-05,0.01096830001915805,7a6e8e6cf4dd71db32f6104708ef8e1dcd325d2ec37ea58eb36630725a52546b
node-012,node-009,ok,0.2769477314852637,2.2775763999961782,0.41929843924180404,MAE,0.4304887000180315,0.008043900015763938,1.2300006346777081e-05,0.007926399994175881,3fca5ad4606a7d4b8ca9506d76400e645b32cfaf5c458c79460fc3326d66af06
