path,sha256
ASSISTANCE-REPORT.md,0e1c7e7c29aa9edb985a48fafcc67d20837c1e5912b24aea0a1af3b900848251
COST.md,cb5d8567dc1eadfc4e3905e5362d21aa0522e3e376b24f761b65f51e82bdc6ab
FROZEN.csv,ccd190e170494b18f8a5c779a77e8cf793dba991c1b2ce4fecd4b84936c0af5c
LAB-NOTE.md,c0c4d6b043169fa267b831a369e2f13fb139737230bb5cd5b29c57f7e9bfbf1e
PROGRESS.md,f385823b76ca52ea17510ef5b93dfe68fbb2db0113ad89bd69d64a2171bc6376
PROTOCOL.md,b9333db2875ad17dc70bbcccd441145d5ccaa927d0f3aff4d4e3091f58e2b878
RESULTS.csv,0e6e74ecedc2ed9bffdc293981a44b333fee47b5bd71d47201d8725109b2e974
SOURCE-AUDIT.md,0ea510a6cc77d7915b934c4002dbaec95d4dce396863bf92a88e22516aa484cf
action/CHECK.md,bb2b97531f0eb40fb73b13e1bf74d5fe703f69d2b6bf835905d6ec2bd60c17ab
action/ORIGINAL.csv,696553eed6cfc449b7d4ccf49991aa20be13a77b045a09924e98034b6c132b91
action/PACKET.md,913712bfe5013bb2f70cf73a138fc1dc4d8f728b3e23a966c0c5165a29797fcc
action/STATE.csv,95d6b2b96889d2dc3f13366b255ec14c63869c1c9cab9239bcd43112f2e724e1
action/TRACE.csv,9e42b340caf0682e943aeb821188fc8ca7bc6b8457cae480b887985f20c9b758
fresh/CHECK.md,bb2b97531f0eb40fb73b13e1bf74d5fe703f69d2b6bf835905d6ec2bd60c17ab
fresh/ORIGINAL.csv,c3c4dccc00f626e12d560b119dae5a36f0c7826658c60f2f7d9d656747b54157
fresh/PACKET.md,7ed9c00a113b48fb5e40b96043a7365c6ed3be23ef8b11f845c302b2b5ccafcb
fresh/STATE.csv,ce9be25801b079d820023450b517b0a131230854c8157c449b68e016629f2d73
fresh/TRACE.csv,a145ad9e39b5b0fb4e5a9f623c91838046b538f3725b3154ad679457e4d99c98
observation/CHECK.md,bb2b97531f0eb40fb73b13e1bf74d5fe703f69d2b6bf835905d6ec2bd60c17ab
observation/ORIGINAL.csv,696553eed6cfc449b7d4ccf49991aa20be13a77b045a09924e98034b6c132b91
observation/PACKET.md,fa17db9e0a9135dc7ef95c1974fe2a3a24b0313873f8716ca9e451a0c53e1a33
observation/STATE.csv,95d6b2b96889d2dc3f13366b255ec14c63869c1c9cab9239bcd43112f2e724e1
observation/TRACE.csv,bdf4453a309ac0db07c0b7edf0fea63fa430d6198b8e138f7402e626666cb02e
run-scaffolding.mjs,a2bd8ab3bd7c1713553f78c752628371230c105ffe25a321690e49dce70a1569
stale/CHECK.md,bb2b97531f0eb40fb73b13e1bf74d5fe703f69d2b6bf835905d6ec2bd60c17ab
stale/ORIGINAL.csv,1951ecb7cdef4958f7f5270ef627c4ac08d212243d3d9fb8341578702a83ab08
stale/PACKET.md,24eba8cb1f3dd9cf431365ca69f8c16b8e33b083a58d9b9f7d1ccd43fc597bed
stale/STATE.csv,95d6b2b96889d2dc3f13366b255ec14c63869c1c9cab9239bcd43112f2e724e1
stale/TRACE.csv,a7ba290d12e05233d2c1c4eab9592047d6daf65ec064bf0580b2b45e56d929b2
