row_id,group,split,included
0,b78cdc76f57e4416c68991b2a9444083dd617613aa7c9023cf1ff732b463c97f,selection,False
1,e0eed9b91624b47c6430679444d6bbdbe2d62ae9d9e3c2e3366c9d1d3e8935f3,train,False
2,62fbb84689ee7d2be00ff0eac0281f080218ad645b93c495f0a0d802e5e37157,final,True
3,827d9d09bddc98ecd6aed5d3b9c5e2493cdd769e087479fc1c78bdbae969ccb4,train,False
4,d3a94d1ff69d38db708186cdc893a1191fdd82826555903b148ae53604af8bd5,selection,True
5,42056e2945182191b81c89d6067ec15645e185ff1843c371c5fcb7ebde523b48,train,False
6,21afc39906dacab3b2a92cb5b83a4523ff03ecde3017316c6909d720dfe96589,train,False
7,152171881644e3bdf91a0c53bb6c079970978fc0245d3444a6b26818f98ff2b4,train,True
8,9fc74ced11eeb61004dd19a4dd3d074fde53cd30b1848879fa472c88aae2f6d6,selection,False
9,460dea783811cc2a3b46bfa7976ed1771cacfb5121211851b6229a1be6aa7f14,final,True
10,5cfeacb60864388685007cd0a76e46a82aa1084eaa85fbc4f32983ff5f10148b,final,False
11,aafd6c928452dfd83f3e0e8c8a1ef136354409344d2ae0de784a4eaad1c614c1,selection,False
12,cf9b9b865cc4987ec0c66eaec60109c436f60f6a90cbeb1d40ab131e70ef8309,final,False
13,cf51fc97597e1c35cabc4e3110faced3b1e59b2351793a69ef12b8656433ab9b,selection,False
14,bd56df94a885e6bee05c3094a8e97bae33d9df40dd26afc762bdae2dd46afc52,selection,False
15,483ae877367e41242b81a19000e6beff7681ea4000268fb0e5d500620ef2cb41,train,False
16,e1c2819fba4380adc5b2cc88f6040199596b4631bf09e0270affcce56b87b3c2,train,False
17,42db34bb06408cdc3f51c8aeacb353198252447dc79b04890261c5410cda3a52,train,False
18,45591da6968ba383462f87660b95a0eea8e85467eec86c4d8a348b7295eb32f1,final,False
19,4f9ac4dd07737e033d6f8689309417537b4ed9cb3af7ba8fdb046c6b7cf58b06,selection,True
20,7961420514265291ffd45c2470d057da13763bc8bbd2f67b571a2ea50414538c,final,False
21,c56cbf1850095dfd8a9a633fcc796867ecc46084cb4822a2c7302786fab67278,final,False
22,2a6cf82ee60ecb43d7479fe13e3e8f96b6bf95f1a2f749f56d6481f8935c0564,train,False
23,75d419a781b181620370711e029c4e23ab6e22ff539c0ebbed38c49c8a6b55ec,train,False
24,02d98d2c369811a544c14fd25f8b024afc3dcba7df8db7dab6dadad60a3db518,train,False
25,47f045bf2a4d63ecfb98ac3858dd9aa6ae4538d1806d215d317f6fa445728316,train,False
26,aad21c8c30844514263854c59962516beb01b592445e285daf4b2c66fa225102,final,False
27,b5199a5b710f3fe784321f99a15d4d2a0c9d6c2405211539496e84be3b75cca4,selection,True
28,6920f2bba92f7dc87dcce7b7f22fa53abefba4354c696a443ab70c0603b57036,selection,False
29,9a26af6b9436dffd8f766ba14c05b07fff6f08eb59d9cdcae82324a62f97673f,train,False
