row_id,group,split,included
0,d16c66def7a833735dd1d0a0263cbca1443c9dcfa8e540f181ac02edbd190bf7,train,True
1,17fd287dc3f62c54e292c2d2100a7b74aca37a7bbbf61e3d4314d2d473a2b13f,train,True
2,86b15e5b28364f76d137c5afeb5f7345460f79d4fb146d09e7a40aea7ca7ce92,selection,True
3,c9bd9b8864ba1ac8c014ab9358d9da25e55ef2fa23f024e48ca290fef84f0dfd,train,True
4,e387c6b52079e8efa138d00ffa869cecb1b927691b17713d6f559a4c3430ef5d,train,True
5,3cb35944eabc7842b380e4cd415134c8ab2f94553136f09de291b44e65ffe495,train,True
6,bfd227674b6c06c4cf6ef9c5692e0f6002dbbaf62c4f5694d15363f764fdc300,train,True
7,9d30e1bf564a7186d4403f02aad53896711baaf2cecf6267c4f93335d3bf228a,train,True
8,db6e12d802a2f329e701a621807c6162ac6f3ccc64bed4c9ab2b4d70aed0acc2,final,True
9,4dba8cdbcbcddbf2460cbde615c64cc7f2729ec664c2f8da9a8582f99fea71ea,train,True
10,8e409a38a05b8bf62294a64f885d219ab01ff0fb90632c02069f33b0cd4c4eae,selection,True
11,a95c21aebd8f33096dc33070ef9eb673281d0c8dfabd45f881df535f713fa68c,train,True
12,d9c830c34512715a6b20f7e76b9d3f2e0bc94f50f4dcfe3938eb46e64b3c734e,selection,True
13,2cbd08f3f8bfef0049d8e542a18507032ebb2ecb7cf68abb25659627360ec4e8,final,True
14,36de669fd842384f26903495354d3eccfa9a1df17f697d2c56541467593ec0cf,train,True
15,c5f9cc4db4f8879961f9229b5fbb43c2f699a0390cf2f2c3c5beccfad90923e2,train,True
16,7fc5153f422052f7fc66692134c171b8ea8d72067a602f001b6f9ca335b50914,final,True
17,a2e61d31a6452c67e0a2f22614f619613a1235d0f729668065c4721769a7efaa,selection,True
18,1614f422182c620d0d87962dbd5fdffaf174a98fda75bcaaf2a9f71da4356a9b,train,True
19,cef315017f20b6f377e383ef18eec982a5e8d195a8b8f85d2b7dfd34fe6386d0,final,True
20,62106b2d2332da1f72379cd7582a23e55899e99429120108deccda980e918dfd,train,True
21,5654ba413205fe614c5dd69db8f74ea4d69bf95e0135b8b6a52364cbef4d22b9,final,True
22,d3d51e6ceb15f69404f0e5431537da9411fb737ce7932d40dd1b001af18ad562,selection,True
23,6eae8ad4806030d2569678618dc953a5b20834144ef585a4fe39c4aaa7743629,train,True
24,05f63236a0774137c1ab0c8bd59ebff46e7339d9bbced8b1dbd98824016eac87,final,True
25,ee4a4294c09bf6e6d16de8dacc02342c2550d2263c6651852423d1fe0e1941e2,train,True
26,87446eea09987270ca4ee902511ec3278e1443a628918072a131bdb34df77b4a,train,True
27,cc9745922e49a588060c4974dbdb6ffc4cca8ffe47ff299a1f460d24e1b5961a,train,True
28,f0e455362dfdb5b42b0651dd2b44a9b176d5606433de72d91040196246a8d2c1,train,True
29,81e76ea75fbcd6e772e2d2fbd187adc602e0cbf8b73436f86310fa5403649cf2,selection,True
30,386b18d89af52ed803d213b490084c91868ad365f18b0fff1c94909b81c4b66b,train,True
31,dcfbf3ae61536592972a2f3127cce68011357996f4157bb081db7cac508bdb9e,selection,True
32,74c19c38155f1b8856b38de66de6ad188417a27a54ddbe916b41b5e769ad8575,train,True
33,1acf001f587ee2eb9b6c5f3177718df21a4be4ac57fe55317e43400ce1a99ab7,final,True
34,cae4f293915a6cdeebb97047f19cde49f03bc3278a3b47b5c9e816333d8214bc,selection,True
35,0677cf817f62565ae083c90e29af3b564ab14be32d79a732855fa86d65f22378,train,True
36,b1ec25980571690f85017c8af150ac1240b1ec6d47f53303feecbb1dcc3bc1b8,train,True
37,2be1d2147af77045afc0e72fba69790fae328f167678cb265d6a0bd04606386a,train,True
38,9a3258d150c3e3f501b2a7d81648b960e3cefaf574bb29070fd16b386c8d4bda,selection,True
39,824d60a2d9fa72f5f328dc0bd37b1f65773d5c7f200c5d7b3a05c92a61b167ec,train,True
40,2a94c462079e6bc87c10f071d3f1a0f63ba41c43da9936da69dbe34a5f3d866a,train,True
41,7430e9d2785ad7ece13f495409b2dce060a42c9f3c9e61f86bdf9cbfef1f05c5,final,True
42,192e069b310f9ee90ff8ddbd5a0e22274d0b5e66893cab9e19275d30fce5ebbe,train,True
43,bd0e212be246cf3254b45eb611f75257525cad39ed25a4a683dfbd8a7ed57d05,train,True
44,dc1e7c6411492ee89ce8b7db00b8e30880ea331d5261ee119e5579fde449b490,final,True
45,2cf26703e2035a05dddf2ffe31bc3dad91cb5593372ffb348efae8856575369e,train,True
46,b3a669c1ad4d71d5e1bc07e92d65e19c8355eaa6e3ee583ba61f6261d25c85f9,final,True
47,7a9e9e692acddeb85bb901e929ee10ea1f783343cf6267a624cf9689ec389893,train,True
48,6db0f05ac4dc44b0f34a6c8db621bc0228980250dd4bc8e8fa2f30162fed99c2,final,True
49,c650398048a31ea76995962b7416f9f676f6e059af6506dd28e6f1f4129d750d,train,True
50,9f8b45fe5e3366558c293a245d4d3d1dc475bf4af74b2f3b017aedca789c5b55,final,True
51,27f7eb28db32032dd4d34e9ad1ff6869c3a7f068fa109f12143cacd375664441,final,True
52,e006075d9a5a71984442e3fc46638005e8b78a0bf9baf010a972de1d7b89cc79,selection,True
53,a0f92c89eb6dac84b5fbb1b9aa396b11df5ae59ccb9ca8962b299c6588408fb5,train,True
54,13ba6f690f18792eef87f8b4b06972cc3d6563d49c5c254101a64eaed33b168d,train,True
55,782bedd8f3ecca91af77063e2a03b6f2ab698777bb4115586e918c783a90a6cd,train,True
56,05ce3d7a326e962adf7580590dad32d9862a53a8ee444b26e2f15eae73356965,train,True
57,99ad2e4e96157bf8eadc56cfbb298579449938e4ed76f5fa80ffdb1066eab3ec,train,True
58,a66fd516a9e39daed069249f8cdff3c11ba1f9e4e26268289f3721a1c3cf9144,train,True
59,753d62b416f6144128b9fc6dfb8283bbeb44e3b9fc7ec79f5082017059a2772c,selection,True
60,b0a1db3d11b632a79e6c9ddcf01d37354e85a5945edb4b539c331cc878422aec,train,True
61,950fc88b476c3be59b9a0970c81e64b87c93adcc0e4034a02b1158cb75d28004,selection,True
62,9db8be67fabdb2969fb18a699110c84394bf6e74963b6e35a02bc577ae86340b,final,True
63,0480cdb2a445a4b049a94ae20c6f92b028814d73b0bce9d0a9728169881c4894,selection,True
64,6ecc3f12cdeeb88ed6a3ea9d1d88749f69a92edeb77459809e8ab20783f4789a,train,True
65,411fcdc5c0ef17ba1cf6227b7780c8ae8913acb8af09b318f76f6e72bcc65c8a,train,True
