task,recipe,status,metric,score,normalized_loss,fit_seconds,predict_seconds,process_seconds,note
bike,linear-0,ok,MAE,100.34894988444886,0.6213429024237819,0.0145617999951355,0.0029651999939233,2.303999099996872,Derived count clipping; original fit cost retained; no refit
bike,forest-0,ok,MAE,92.830234375,0.5747883493116758,0.5196357000095304,0.0147184999950695,2.799978299997747,Derived count clipping; original fit cost retained; no refit
bike,boost-0,ok,MAE,93.49084917236344,0.5788787589876171,0.26888700001291,0.0281307999975979,2.706137000001036,Derived count clipping; original fit cost retained; no refit
bike,kernel-0,ok,MAE,102.19881812337672,0.6327969585150567,0.0559633000229951,0.0756469000189099,2.434325700014597,Derived count clipping; original fit cost retained; no refit
bike,neighbors-0,ok,MAE,121.45690253968462,0.7520396021115227,0.0064566000073682,0.0273481000040192,2.260247800004436,Derived count clipping; original fit cost retained; no refit
bike,extra-0,ok,MAE,87.1242578125,0.5394579542991889,0.5171439000114333,0.015028900001198,2.782289599999785,Derived count clipping; original fit cost retained; no refit
bike,linear-1,ok,MAE,100.15011454645722,0.620111749271164,0.0081008999841287,0.0029222999874036,2.261932199995499,Derived count clipping; original fit cost retained; no refit
bike,forest-1,ok,MAE,100.17927219114202,0.6202922882364164,0.3516632000100799,0.0176779000030364,2.6123974999936763,Derived count clipping; original fit cost retained; no refit
bike,boost-1,ok,MAE,91.44445534935208,0.566207851330326,0.1405795000027865,0.0198928999889176,2.50626110000303,Derived count clipping; original fit cost retained; no refit
bike,kernel-1,ok,MAE,95.07682379116292,0.5886988325803157,0.1111281999910716,0.0804486999986693,2.3112395999778528,Derived count clipping; original fit cost retained; no refit
bike,neighbors-1,ok,MAE,121.24151417554626,0.7507059555564153,0.0070126999926287,0.0162970999954268,2.1846592999936547,Derived count clipping; original fit cost retained; no refit
bike,extra-1,ok,MAE,93.2849878937252,0.577604102456452,0.276135099993553,0.013704900018638,2.6258311000128742,Derived count clipping; original fit cost retained; no refit
bike,linear-2,ok,MAE,100.16845608277448,0.6202253168114661,0.007392700004857,0.002974599978188,2.3237662999890745,Derived count clipping; original fit cost retained; no refit
bike,forest-2,ok,MAE,111.76214710300934,0.6920113956554623,0.2240943999786395,0.0093501000083051,2.623789000004763,Derived count clipping; original fit cost retained; no refit
bike,boost-2,ok,MAE,94.76056889035966,0.5867406383172257,0.080820599978324,0.013436700013699,2.255093699990539,Derived count clipping; original fit cost retained; no refit
bike,kernel-2,ok,MAE,94.80497545465504,0.5870155958885578,0.1174769999925047,0.0811776000191457,2.3098690999904647,Derived count clipping; original fit cost retained; no refit
bike,neighbors-2,ok,MAE,123.79244789714264,0.7665008847937668,0.0066893000039272,0.0177073999948333,2.13803060000646,Derived count clipping; original fit cost retained; no refit
bike,extra-2,ok,MAE,112.35098949091672,0.6956574032997258,0.1877965000167023,0.0093805999786127,2.3100430999766104,Derived count clipping; original fit cost retained; no refit
bike,linear-3,ok,MAE,102.84046327512388,0.6367699115093014,0.0082488000043667,0.0026994000072591,2.176950399996713,Derived count clipping; original fit cost retained; no refit
bike,forest-3,ok,MAE,113.7730912489594,0.7044628051988157,0.1713065000076312,0.0091661000042222,2.2143282999750227,Derived count clipping; original fit cost retained; no refit
bike,boost-3,ok,MAE,94.2250779190563,0.5834249731835647,0.3030784000002313,0.0267370999790728,2.4811368999944534,Derived count clipping; original fit cost retained; no refit
