path,sha256
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\tools\lab.py,d69d3fbd8a4ace3e0332f4dfbc9a2648f87f858867229db63bc854f7810120a0
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\tools\check_result.py,7fefc839f2b9ed85b0dc56a9076c63ed8759f999e3721e2a16c1e03e52d2ff61
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\how-did-i-generate-it\rsi\scripts\run-builder-reconciliation.py,4c360b4edef2c868daeade3f74c237d8a352af6b0beee2f9c4e0b31080f4447f
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\skills\build-ml-harness\SKILL.md,6bc168e1e30ad1f7be9d82ede74812cdeababc3a06d492a46005b638d1d9ba10
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\examples\wine-quality\source\winequality-red.csv,4a402cf041b025d4566d954c3b9ba8635a3a8a01e039005d97d6a710278cf05e
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-01\AMBIGUITY-REVIEW.md,68e62587f9a5b33b502d82800d38105243f92885020ae53f4da34a731ca190bd
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-01\HARNESS-BRIEF.md,60fb9d8a7eac9ec049b0aad8f6167a2c10b818d5a1b52dd43841e23724c60e24
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-01\PROGRESS.md,5dd73262d54c893e6387560847a06fa5d2d1e2b2be5bb99845b2be69281e6a5d
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\PROGRESS.md,5dd73262d54c893e6387560847a06fa5d2d1e2b2be5bb99845b2be69281e6a5d
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\ACCEPTANCE.md,956d0df85a75c9a8a28144fa215430061e2294fd536fffd89d53ec4f0a488e2e
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\PROVENANCE.md,8c26a82102c2438dee6144a98806b833b75da188cc902064a97944121518e0a0
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\README.md,0accd98e560b005a0bcbf503f0041ddde0c9302557a9a68361a16ede98d8945c
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\RECOVERY.md,61f80f8b600f0e199aab824c6661c7b3c00782fb7eef6e65a7fc41ff9ae3810a
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\requirements.txt,49c305eedbf024ffb36e8641507bd443499f2d0afb7e3dd6729fd3645c6f145c
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\run.py,a64c637e09399f2a05f9095b134fc947dc18acb5eb0fee8e2ecff81169f7260f
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\TASK.md,60fb9d8a7eac9ec049b0aad8f6167a2c10b818d5a1b52dd43841e23724c60e24
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\package\WORKFLOW.md,a4f1aefbe096bac7cd80c0128d8bc850c51f245af2019200ddeea6781c1878ce
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\CONTRACT.md,e9d5ad55c55a810697c76ea6993cb41d7af6fa1f5f4195161d4a50fe390a4681
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\CONTROLLER-CONTRACT.md,0385d13f1ffec2368aae81a0bbe185b32025dce8d413287368c74c32cfbf48e4
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\data-overview.png,f60e2812d8c4671c90b60c5336e3948a3e1aa161f0a070543554f18a40617360
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\DATA-REPORT.md,462af7812f904d754a9e4d6c72d0e8978b65949948eb9c027d44821c20eccec1
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\requests.csv,687662c1c13c1f1d93c9af743e034cfb444c4add70798ad8c1f6f96ef12c8875
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\sample.csv,3afcf03989839806eb124350efa982d42814080b1f92013d6d68f47a0e28a9ce
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\trials.csv,402677cd01a3c4722678279967b9236ac2076d736eefbec4ed63d136998e886c
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\trial-001\error-by-hour.csv,37374748d1e56af80e1c4ffe34f2ce9fa1641d4524fd4cd8d384e516cc621cd8
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\trial-001\predictions.csv,0004513ae666f36bcf4987e2b36944f1c4a8d79bf949ef09b788d0b95e6af93c
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\trial-001\PROPOSAL.md,6a1389a4c2a3fd464ff32a8f9a75497b4099da0e450a43f64ac418f9bdfcde54
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\trial-001\RESULT.md,8a41b22ecffafe833fa485169189232cb33e250a8e0551b84d197fec63698162
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\trial-002\FAILURE.md,ae1396859254a0de4190184da91efe49e50ca8b3107b3be29ee411401fe0ffa1
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-02\run\trial-002\PROPOSAL.md,181b89ad4f5cbd29d31428ab7c269ffb16954944b79e680b2218e3a5842af8f6
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\HARNESS-BRIEF.md,fe40bc32d14097b386a542fbe49451dcc482bb1cd977ed94323056afb03ae473
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\PROGRESS.md,5dd73262d54c893e6387560847a06fa5d2d1e2b2be5bb99845b2be69281e6a5d
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\TRANSFER.md,bcdb27fafcab1bc1576150822bafe4763f738f4963a431aead9abd0b4e62cf3d
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\package\ACCEPTANCE.md,956d0df85a75c9a8a28144fa215430061e2294fd536fffd89d53ec4f0a488e2e
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\package\PROVENANCE.md,5f441e21363d59a66c89a12323bef8b46194518bafadeaa24c677436599b4e13
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\package\README.md,27b6acbac6d7b4585846cbb74fe8c24c6e570ce637db61036bc4b4bc30fb999b
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\package\RECOVERY.md,61f80f8b600f0e199aab824c6661c7b3c00782fb7eef6e65a7fc41ff9ae3810a
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\06-05\package\requirements.txt,49c305eedbf024ffb36e8641507bd443499f2d0afb7e3dd6729fd3645c6f145c
