node,parent,status,loss,seconds,score,metric,fit_seconds,predict_seconds,policy_seconds,proposal_seconds,candidate_sha256
node-001,root,ok,0.8830139443800024,1.8994285999797285,1.506120979388207,MAE,0.003700800007209182,0.0008411000017076731,3.2999960239976645e-06,0.0047839999897405505,759fdbb2c617374b8e427d688c0641e4bf8becda9e43ddca0a674379a47f9983
node-002,root,ok,0.2982282195674544,2.037776000011945,0.5086757474158728,MAE,0.08176559998537414,0.00985870001022704,5.999987479299307e-06,0.005420700006652623,c141ee37cbec6840f45bf218d1c84c0871c3b01e0635e737fbda0becaab11156
node-003,root,ok,0.4149343997439272,2.0886916000163183,0.7077367333796485,MAE,0.2065145999949891,0.010424099978990853,1.2300006346777081e-05,0.005396399996243417,d66d66de80038ef0887a905d84fb357ae66dcabc6f8ddea49fef5eba34cbe952
node-004,node-001,ok,0.8378985592807755,2.0117826999921817,1.4291695015280999,MAE,0.004907299997285008,0.0011884999985340983,1.4999997802078724e-05,0.011876700009452179,2b6378de3425f89e02e0eeddfaaa06b4404a1a0d600561163bdded7cc21599c2
node-005,node-002,ok,0.25943427489627774,2.2782574000011664,0.4425064934484179,MAE,0.25939049999578856,0.011496199993416667,1.3499986380338669e-05,0.008951299998443574,a135d942365a4ad09619ab7b28946ff91a07d8c18ff2861e6ac243ff1681ffe3
node-006,node-003,ok,0.29833448009329616,2.6628429999982473,0.5088569916739842,MAE,0.7947514999832492,0.010264300013659522,1.3200013199821115e-05,0.01134180001099594,5222c70c49530b43f8e6e18cee2e6178cb0d28419e7f559e65c40a7a28c4f9f5
node-007,node-004,ok,0.8379894231030052,1.8848810000054073,1.4293244842549284,MAE,0.005055000016000122,0.001215800002682954,1.2999982573091984e-05,0.0081384000077378,d5a3a74185ea15928cf52cbbce78aac6cca8b260d9da6d561dc8e75db0dd0f2d
node-008,node-005,ok,0.2686821569730171,2.495932100020582,0.4582802298648514,MAE,0.5205538999871351,0.017718799994327128,1.5099998563528061e-05,0.0077726999879814684,c9a12fa0b1f61d0fd4711fa2d61c61e3c32346f85eed9b9e93c53d79e785b743
node-009,node-006,ok,0.3086716586184843,2.264214399998309,0.5264886967490368,MAE,0.3897895999834873,0.009294499992392957,1.3699987903237343e-05,0.008537599991541356,25b6c02536b08aac1d891d8e88d15193cd94f6525c7091630cf5132736fc6b32
node-010,node-007,ok,0.17410167389068987,1.8526240999926813,0.2969581457487463,MAE,0.005222100007813424,0.0012556999863591045,1.5400000847876072e-05,0.010263600008329377,6942155af63a56347a08cdac2c36209acefd269c95c42b6ecb79e0c4cafbbb4d
