check,passed
development_only,True
all_attempts,True
real-tabular-baseline/identity,True
real-tabular-baseline/1/outcome,True
real-tabular-baseline/2/outcome,True
real-tabular-baseline/3/outcome,True
real-tabular-baseline/4/outcome,True
real-tabular-baseline/5/outcome,True
real-tabular-baseline/6/outcome,True
real-tabular-baseline/7/outcome,True
real-tabular-baseline/8/outcome,True
real-tabular-baseline/9/outcome,True
real-tabular-baseline/10/outcome,True
real-tabular-baseline/11/outcome,True
real-tabular-baseline/12/outcome,True
real-tabular-baseline/13/outcome,True
real-tabular-baseline/14/outcome,True
real-tabular-baseline/15/outcome,True
real-tabular-baseline/16/outcome,True
real-tabular-baseline/17/outcome,True
real-tabular-baseline/18/outcome,True
real-tabular-baseline/19/outcome,True
real-tabular-baseline/20/outcome,True
real-tabular-baseline/21/outcome,True
real-tabular-baseline/22/outcome,True
real-tabular-baseline/23/outcome,True
real-tabular-baseline/24/outcome,True
real-tabular-baseline/25/outcome,True
real-tabular-baseline/26/outcome,True
real-tabular-baseline/27/outcome,True
real-tabular-baseline/28/outcome,True
real-tabular-baseline/29/outcome,True
real-tabular-baseline/30/outcome,True
real-tabular-baseline/31/outcome,True
real-tabular-baseline/32/outcome,True
real-tabular-baseline/33/outcome,True
real-tabular-baseline/34/outcome,True
real-tabular-baseline/35/outcome,True
real-tabular-baseline/36/outcome,True
real-tabular-baseline/37/outcome,True
real-tabular-baseline/38/outcome,True
real-tabular-baseline/39/outcome,True
real-tabular-baseline/40/outcome,True
real-tabular-baseline/41/outcome,True
real-tabular-baseline/42/outcome,True
real-tabular-baseline/43/outcome,True
real-tabular-baseline/44/outcome,True
real-tabular-baseline/45/outcome,True
real-tabular-baseline/46/outcome,True
real-tabular-baseline/47/outcome,True
real-tabular-baseline/48/outcome,True
real-tabular-revision-1/identity,True
real-tabular-revision-1/1/outcome,True
real-tabular-revision-1/2/outcome,True
real-tabular-revision-1/3/outcome,True
real-tabular-revision-1/4/outcome,True
real-tabular-revision-1/5/outcome,True
real-tabular-revision-1/6/outcome,True
real-tabular-revision-1/7/outcome,True
real-tabular-revision-1/8/outcome,True
real-tabular-revision-1/9/outcome,True
real-tabular-revision-1/10/outcome,True
real-tabular-revision-1/11/outcome,True
real-tabular-revision-1/12/outcome,True
real-tabular-revision-1/13/outcome,True
real-tabular-revision-1/14/outcome,True
real-tabular-revision-1/15/outcome,True
real-tabular-revision-1/16/outcome,True
real-tabular-revision-1/17/outcome,True
real-tabular-revision-1/18/outcome,True
real-tabular-revision-1/19/outcome,True
real-tabular-revision-1/20/outcome,True
real-tabular-revision-1/21/outcome,True
real-tabular-revision-1/22/outcome,True
real-tabular-revision-1/23/outcome,True
real-tabular-revision-1/24/outcome,True
real-tabular-revision-2/identity,True
real-tabular-revision-2/1/outcome,True
real-tabular-revision-2/2/outcome,True
real-tabular-revision-2/3/outcome,True
real-tabular-revision-2/4/outcome,True
real-tabular-revision-2/5/outcome,True
real-tabular-revision-2/6/outcome,True
real-tabular-revision-2/7/outcome,True
real-tabular-revision-2/8/outcome,True
real-tabular-revision-2/9/outcome,True
real-tabular-revision-2/10/outcome,True
real-tabular-revision-2/11/outcome,True
real-tabular-revision-2/12/outcome,True
real-tabular-revision-2/13/outcome,True
real-tabular-revision-2/14/outcome,True
real-tabular-revision-2/15/outcome,True
real-tabular-revision-2/16/outcome,True
real-tabular-revision-2/17/outcome,True
real-tabular-revision-2/18/outcome,True
real-tabular-revision-2/19/outcome,True
real-tabular-revision-2/20/outcome,True
real-tabular-revision-2/21/outcome,True
real-tabular-revision-2/22/outcome,True
real-tabular-revision-2/23/outcome,True
real-tabular-revision-2/24/outcome,True
lookup_allocation,True
0.0/3/eight_unique,True
0.0/3/held_out,True
0.0/3/selection_without_outcome,True
0.0/3/revealed_outcomes,True
0.0/3/best_path,True
0.0/3/result,True
0.0/16/eight_unique,True
0.0/16/held_out,True
0.0/16/selection_without_outcome,True
0.0/16/revealed_outcomes,True
0.0/16/best_path,True
0.0/16/result,True
0.0/28/eight_unique,True
0.0/28/held_out,True
0.0/28/selection_without_outcome,True
0.0/28/revealed_outcomes,True
0.0/28/best_path,True
0.0/28/result,True
0.0/361234/eight_unique,True
0.0/361234/held_out,True
0.0/361234/selection_without_outcome,True
0.0/361234/revealed_outcomes,True
0.0/361234/best_path,True
