path,sha256
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-01\PLAN.md,88534590e351228c1b2afe2cf1b504143ffdb5c676b0d14074321e22eb400257
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-01\trials.csv,f890b5f600698e5234ed48303b3f0019f166a05ee6d8785502fe15fadbd6d4b6
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-04\controller.py,b3a398c89c673bbeccad73da1a5111caf927c0f41bb392f70eeae7f23092eb1e
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-04\CONTROLLER-CONTRACT.md,5c972e7da7d6b6395c3efa05d3def6a5cdbe96cea09acc7a33fab835154821f3
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-04\CONTRACT.md,e9d5ad55c55a810697c76ea6993cb41d7af6fa1f5f4195161d4a50fe390a4681
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-04\requests.csv,6a5e444942e7ce451506a29604720d3a89e4fba4057afbd24142f965ec050e72
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-04\trials.csv,7c2729ebd3a4c46965b94419aa83a5e4b33e1ecc8cb0550363397844a62fa22b
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-01\trial-001\error-by-hour.csv,37374748d1e56af80e1c4ffe34f2ce9fa1641d4524fd4cd8d384e516cc621cd8
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\simple-coding-harness\rsi\evidence\2026-09-20\clean-journey\02-01\trial-002\error-by-hour.csv,f40334eb9112cdfe36ef600563343d9305db9c7faf7d336e6088a77885a1fae1
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\rsi-work-2026-09-22-loop-state-feedback\02-03\trial-001\error-by-hour.csv,f40334eb9112cdfe36ef600563343d9305db9c7faf7d336e6088a77885a1fae1
C:\Users\abhir\Documents\Codex\2026-09-19\lo\work\rsi-work-2026-09-22-loop-state-feedback\02-03\trial-002\error-by-hour.csv,2fb15f5a7a96c57aa2f7d0b6e24a60568b00c79c2da97147413f12564e3b87b5
