check,passed
replay-0\confirmed-stop/pool_size,True
replay-0/confirmed-stop/0/world_identity,True
replay-0/confirmed-stop/0/decision_trace,True
replay-0/confirmed-stop/0/terminal,True
replay-0/confirmed-stop/0/unknown,True
replay-0/confirmed-stop/0/quality,True
replay-0/confirmed-stop/0/cost,True
replay-0/confirmed-stop/0/revealed_count,True
replay-0/confirmed-stop/1/world_identity,True
replay-0/confirmed-stop/1/decision_trace,True
replay-0/confirmed-stop/1/terminal,True
replay-0/confirmed-stop/1/unknown,True
replay-0/confirmed-stop/1/quality,True
replay-0/confirmed-stop/1/cost,True
replay-0/confirmed-stop/1/revealed_count,True
replay-0\incumbent/pool_size,True
replay-0/incumbent/0/world_identity,True
replay-0/incumbent/0/decision_trace,True
replay-0/incumbent/0/terminal,True
replay-0/incumbent/0/unknown,True
replay-0/incumbent/0/quality,True
replay-0/incumbent/0/cost,True
replay-0/incumbent/0/revealed_count,True
replay-0/incumbent/1/world_identity,True
replay-0/incumbent/1/decision_trace,True
replay-0/incumbent/1/terminal,True
replay-0/incumbent/1/unknown,True
replay-0/incumbent/1/quality,True
replay-0/incumbent/1/cost,True
replay-0/incumbent/1/revealed_count,True
replay-0\probe-lineage/pool_size,True
replay-0/probe-lineage/0/world_identity,True
replay-0/probe-lineage/0/decision_trace,True
replay-0/probe-lineage/0/terminal,True
replay-0/probe-lineage/0/unknown,True
replay-0/probe-lineage/0/quality,True
replay-0/probe-lineage/0/cost,True
replay-0/probe-lineage/0/revealed_count,True
replay-0/probe-lineage/1/world_identity,True
replay-0/probe-lineage/1/decision_trace,True
replay-0/probe-lineage/1/terminal,True
replay-0/probe-lineage/1/unknown,True
replay-0/probe-lineage/1/quality,True
replay-0/probe-lineage/1/cost,True
replay-0/probe-lineage/1/revealed_count,True
replay-0\quality-stop/pool_size,True
replay-0/quality-stop/0/world_identity,True
replay-0/quality-stop/0/decision_trace,True
replay-0/quality-stop/0/terminal,True
replay-0/quality-stop/0/unknown,True
replay-0/quality-stop/0/quality,True
replay-0/quality-stop/0/cost,True
replay-0/quality-stop/0/revealed_count,True
replay-0/quality-stop/1/world_identity,True
replay-0/quality-stop/1/decision_trace,True
replay-0/quality-stop/1/terminal,True
replay-0/quality-stop/1/unknown,True
replay-0/quality-stop/1/quality,True
replay-0/quality-stop/1/cost,True
replay-0/quality-stop/1/revealed_count,True
promotion-0/ranking,True
promotion-0/incumbent,True
promotion-0/source-0,True
promotion-0/source-1,True
promotion-0/source-2,True
promotion-0/source-3,True
deployment-1/classification,True
deployment-1/classification/contract,True
deployment-1/regression,True
deployment-1/regression/contract,True
replay-1\broaden-earlier/pool_size,True
replay-1/broaden-earlier/0/world_identity,True
replay-1/broaden-earlier/0/decision_trace,True
replay-1/broaden-earlier/0/terminal,True
replay-1/broaden-earlier/0/unknown,True
replay-1/broaden-earlier/0/quality,True
replay-1/broaden-earlier/0/cost,True
replay-1/broaden-earlier/0/revealed_count,True
replay-1/broaden-earlier/1/world_identity,True
replay-1/broaden-earlier/1/decision_trace,True
replay-1/broaden-earlier/1/terminal,True
replay-1/broaden-earlier/1/unknown,True
replay-1/broaden-earlier/1/quality,True
replay-1/broaden-earlier/1/cost,True
replay-1/broaden-earlier/1/revealed_count,True
replay-1/broaden-earlier/2/world_identity,True
replay-1/broaden-earlier/2/decision_trace,True
replay-1/broaden-earlier/2/terminal,True
replay-1/broaden-earlier/2/unknown,True
replay-1/broaden-earlier/2/quality,True
replay-1/broaden-earlier/2/cost,True
replay-1/broaden-earlier/2/revealed_count,True
replay-1/broaden-earlier/3/world_identity,True
replay-1/broaden-earlier/3/decision_trace,True
replay-1/broaden-earlier/3/terminal,True
replay-1/broaden-earlier/3/unknown,True
replay-1/broaden-earlier/3/quality,True
replay-1/broaden-earlier/3/cost,True
replay-1/broaden-earlier/3/revealed_count,True
replay-1\incumbent/pool_size,True
replay-1/incumbent/0/world_identity,True
replay-1/incumbent/0/decision_trace,True
replay-1/incumbent/0/terminal,True
replay-1/incumbent/0/unknown,True
replay-1/incumbent/0/quality,True
replay-1/incumbent/0/cost,True
replay-1/incumbent/0/revealed_count,True
replay-1/incumbent/1/world_identity,True
replay-1/incumbent/1/decision_trace,True
replay-1/incumbent/1/terminal,True
replay-1/incumbent/1/unknown,True
replay-1/incumbent/1/quality,True
replay-1/incumbent/1/cost,True
replay-1/incumbent/1/revealed_count,True
replay-1/incumbent/2/world_identity,True
replay-1/incumbent/2/decision_trace,True
replay-1/incumbent/2/terminal,True
replay-1/incumbent/2/unknown,True
replay-1/incumbent/2/quality,True
replay-1/incumbent/2/cost,True
replay-1/incumbent/2/revealed_count,True
replay-1/incumbent/3/world_identity,True
replay-1/incumbent/3/decision_trace,True
replay-1/incumbent/3/terminal,True
replay-1/incumbent/3/unknown,True
replay-1/incumbent/3/quality,True
replay-1/incumbent/3/cost,True
replay-1/incumbent/3/revealed_count,True
replay-1\moderate-stop/pool_size,True
replay-1/moderate-stop/0/world_identity,True
replay-1/moderate-stop/0/decision_trace,True
replay-1/moderate-stop/0/terminal,True
replay-1/moderate-stop/0/unknown,True
replay-1/moderate-stop/0/quality,True
replay-1/moderate-stop/0/cost,True
replay-1/moderate-stop/0/revealed_count,True
replay-1/moderate-stop/1/world_identity,True
replay-1/moderate-stop/1/decision_trace,True
replay-1/moderate-stop/1/terminal,True
replay-1/moderate-stop/1/unknown,True
replay-1/moderate-stop/1/quality,True
replay-1/moderate-stop/1/cost,True
replay-1/moderate-stop/1/revealed_count,True
replay-1/moderate-stop/2/world_identity,True
replay-1/moderate-stop/2/decision_trace,True
replay-1/moderate-stop/2/terminal,True
replay-1/moderate-stop/2/unknown,True
replay-1/moderate-stop/2/quality,True
replay-1/moderate-stop/2/cost,True
replay-1/moderate-stop/2/revealed_count,True
replay-1/moderate-stop/3/world_identity,True
replay-1/moderate-stop/3/decision_trace,True
replay-1/moderate-stop/3/terminal,True
replay-1/moderate-stop/3/unknown,True
replay-1/moderate-stop/3/quality,True
replay-1/moderate-stop/3/cost,True
replay-1/moderate-stop/3/revealed_count,True
replay-1\tighter-stop/pool_size,True
replay-1/tighter-stop/0/world_identity,True
replay-1/tighter-stop/0/decision_trace,True
replay-1/tighter-stop/0/terminal,True
replay-1/tighter-stop/0/unknown,True
replay-1/tighter-stop/0/quality,True
replay-1/tighter-stop/0/cost,True
replay-1/tighter-stop/0/revealed_count,True
replay-1/tighter-stop/1/world_identity,True
replay-1/tighter-stop/1/decision_trace,True
replay-1/tighter-stop/1/terminal,True
replay-1/tighter-stop/1/unknown,True
replay-1/tighter-stop/1/quality,True
replay-1/tighter-stop/1/cost,True
replay-1/tighter-stop/1/revealed_count,True
replay-1/tighter-stop/2/world_identity,True
replay-1/tighter-stop/2/decision_trace,True
replay-1/tighter-stop/2/terminal,True
replay-1/tighter-stop/2/unknown,True
replay-1/tighter-stop/2/quality,True
replay-1/tighter-stop/2/cost,True
replay-1/tighter-stop/2/revealed_count,True
replay-1/tighter-stop/3/world_identity,True
replay-1/tighter-stop/3/decision_trace,True
replay-1/tighter-stop/3/terminal,True
replay-1/tighter-stop/3/unknown,True
replay-1/tighter-stop/3/quality,True
replay-1/tighter-stop/3/cost,True
replay-1/tighter-stop/3/revealed_count,True
promotion-1/ranking,True
promotion-1/incumbent,True
promotion-1/source-0,True
promotion-1/source-1,True
promotion-1/source-2,True
promotion-1/source-3,True
deployment-2/classification,True
deployment-2/classification/contract,True
deployment-2/regression,True
deployment-2/regression/contract,True
one_changed_promotion,True
later_incumbent_retained,True
