row_id,Aattr,Battr,Cattr,Dattr,Eattr,Fattr,A1attr,B2attr,C3attr,D4attr,E5attr,F6attr,A7attr,B8attr,C9attr,D10attr,E11attr,F12attr,A13attr,B14attr,C15attr,D16attr,E17attr,F18attr,A19attr,B20attr,C21attr,D22attr,E23attr,F24attr,A25attr,B26attr,C27attr,D28attr,E29attr,F30attr,class
0,0.117596,1.241362,1.184036,0.815302,-0.158561,1.256483,1.193546,0.818486,-0.141965,0.879481,0.67001,0.40102,0.05222,1.204523,1.181239,0.758245,-0.151111,1.214967,1.187378,0.598708,-0.136658,1.01113,0.899623,0.761977,-0.085593,1.211546,1.251179,0.807707,-0.069968,1.21916,1.250463,0.597678,-0.054291,1.233342,1.262255,0.603258,1.
3,1.146564,0.585831,0.342991,0.021553,0.947536,0.601074,0.353416,0.02655,1.788164,1.010702,0.910444,0.40102,1.375487,0.810648,0.941256,0.230039,1.104649,1.214967,0.409758,0.230975,1.126416,1.01113,0.7203,0.237614,1.387105,0.860711,0.528832,0.28115,1.412317,1.044084,0.532085,0.282612,1.438068,1.058033,0.842981,0.130923,3.
4,-0.764376,-1.16225,-0.137607,0.180303,-0.969698,-1.146681,-0.126658,0.184937,-0.735851,-1.132569,-0.111399,0.190284,-1.197532,-1.20249,-0.138666,0.388501,-0.668189,-1.186248,-0.367863,0.230975,-0.879643,-0.998975,-0.355636,-0.129441,-0.895577,-1.244299,-0.79547,-0.192752,-0.885225,-1.231906,-0.784941,-0.347519,-0.875088,-1.220973,-0.774223,-0.551339,5.
5,-0.470385,-0.72523,-1.158877,-1.036778,-0.2323,-0.534967,-1.386853,-1.029365,-0.216201,-0.170284,-1.133242,-1.021446,-0.168324,-0.764851,-1.458571,-1.196119,-0.151111,-0.749664,-1.863286,-1.187424,0.160536,-0.430902,-1.431571,-1.178167,-0.159228,-0.367211,-1.277035,-0.929932,-0.144082,-0.181449,-1.0244,-1.082671,0.094945,-0.344432,-1.253394,-1.286082,4.
8,-1.719846,-2.03629,1.184036,2.349882,-1.707096,-2.239028,1.193546,2.560745,-1.700916,-2.138594,1.210986,2.561062,-1.859166,-2.165295,1.481217,2.818251,-1.997817,-2.27771,1.486463,2.647507,-1.845523,-2.135121,1.198494,2.649684,-1.85283,-2.296804,1.251179,2.966593,-1.84871,-2.151056,1.908976,2.750625,-1.845121,-2.272822,1.561738,2.755006,2.
11,1.146564,0.585831,0.102692,-0.137197,1.168756,0.601074,0.653462,-0.131838,0.971571,0.835741,0.67001,0.032233,1.375487,0.985704,0.401295,0.230039,1.695595,0.996675,0.409758,0.230975,1.720804,1.01113,0.421429,0.027868,1.387105,1.036129,0.82981,0.28115,1.708774,1.044084,0.532085,0.12508,1.73654,1.058033,0.842981,0.288368,3.
13,-0.176394,1.19766,0.883663,0.603635,-0.158561,0.994319,1.193546,0.76569,-0.141965,1.010702,0.910444,0.611756,-0.388869,0.635593,0.401295,0.441321,-0.372716,0.996675,0.94811,0.598708,-0.359554,1.01113,0.959397,0.604668,-0.380132,0.509876,0.28805,0.28115,-0.366425,0.869008,0.831409,0.492656,-0.651234,0.882725,1.142463,0.498294,1.
15,-0.249892,1.285064,1.063887,0.921135,0.062659,1.300177,1.373574,1.082464,0.080742,1.316883,1.391311,1.085912,-0.168324,1.248287,1.481217,0.969528,-0.151111,1.258626,1.845364,0.808841,-0.433852,1.273318,1.497365,0.814413,-0.453767,1.211546,1.491962,1.123642,-0.440539,1.21916,1.190598,0.755211,-0.128909,1.233342,1.501841,0.760703,1.
16,-0.249892,1.285064,1.063887,0.709468,0.062659,1.125401,1.373574,0.924077,-0.216201,1.141922,1.391311,0.717124,-0.462384,1.248287,0.881261,0.599783,-0.151111,1.083992,1.187378,0.966441,-0.136658,1.098526,1.198494,0.814413,-0.453767,0.992274,0.890006,0.755051,-0.144082,1.21916,1.489922,0.597678,-0.128909,1.233342,1.202359,0.760703,1.
26,1.073066,0.629533,-0.077532,0.021553,0.800057,0.644768,0.173388,0.02655,0.8231,0.485819,0.189143,0.032233,1.081428,0.679357,0.041321,-0.086885,0.809176,0.341798,-0.188412,-0.241825,0.829222,0.180869,-0.176313,-0.444059,0.724391,0.509876,0.047268,-0.192752,0.745289,0.693931,0.053167,0.020058,0.766507,0.532109,0.064327,0.025959,3.
27,-0.102897,0.454725,0.703439,0.444886,-0.895959,-0.098028,0.173388,0.02655,-1.403973,-0.257765,-0.532158,-0.178503,-0.09481,0.854412,0.821265,0.494142,-1.185267,0.341798,0.290124,0.283508,-1.399733,-0.168714,0.301881,0.132741,-0.159228,0.860711,0.82981,0.702396,-1.033453,0.343779,0.59195,0.230101,-1.024324,0.181492,0.064327,0.235886,1.
28,-0.249892,-0.375613,-0.918578,-0.666362,-0.2323,-0.534967,-0.906779,-0.659795,-0.216201,-0.520206,-1.133242,-0.863395,-0.168324,-0.458504,-0.558636,-0.403809,-0.446584,-0.57503,-0.786581,-0.399425,-0.433852,-0.561995,-1.013152,-0.548931,-0.159228,-0.367211,-0.614884,-0.140096,-0.144082,-0.181449,-0.365887,-0.347519,0.094945,-0.344432,-0.594534,-0.341412,5.
30,1.367057,1.022851,0.583289,0.233219,1.389975,0.863238,0.593453,0.237733,1.416986,1.229403,0.609902,0.242968,1.228458,0.898176,0.761269,0.124397,1.252385,0.909358,0.529392,0.336042,1.275013,1.142224,0.301881,0.132741,1.31347,0.860711,0.649224,0.175838,1.338203,0.869008,0.352491,0.177591,1.36345,0.882725,0.902877,0.183404,3.
32,-0.690878,-0.200805,-1.038727,-0.930945,-0.674739,0.382605,0.113379,0.02655,-0.141965,1.229403,0.910444,0.611756,-0.682928,0.241718,0.161312,-0.192527,-0.077243,0.996675,0.708842,0.441108,-0.06236,1.22962,0.959397,0.814413,-0.674672,0.685294,0.528832,0.28115,-0.069968,1.262929,1.130733,0.7027,0.169563,1.058033,1.142463,0.708221,1.
34,0.63208,0.367321,0.102692,-0.137197,0.652577,0.382605,-0.126658,-0.34302,0.674628,0.398338,0.129035,-0.336555,0.787369,0.635593,-0.07867,-0.350989,0.809176,0.472773,-0.068778,-0.346891,0.829222,0.486755,0.182332,-0.181877,1.092566,0.685294,0.528832,-0.08744,1.11586,0.693931,0.532085,-0.084964,0.841124,0.532109,0.064327,-0.079004,3.
39,-1.940339,-2.385906,1.36426,2.402799,-2.149535,-2.282722,1.373574,2.613541,-1.700916,-1.788672,-0.171507,-0.231187,-2.07971,-2.471642,1.421222,2.448506,-2.071686,-2.452344,1.426646,2.647507,-1.845523,-2.222517,0.839849,1.758267,-1.926465,-2.472222,1.672549,3.387839,-1.922824,-2.45744,1.370192,2.645603,-1.919739,-2.448131,1.082566,2.440116,2.
43,-1.205362,-0.200805,-0.618205,-0.348863,-0.895959,-0.185416,-0.366695,-0.131838,-0.884323,0.223378,0.129035,0.032233,-0.903473,-0.283448,-0.558636,-0.350989,-1.185267,-0.269421,-0.547313,-0.346891,-1.176837,-0.25611,-0.295861,-0.181877,-0.674672,0.159041,0.28805,0.123183,-0.662882,-0.006373,0.053167,0.12508,-0.949706,-0.169124,-0.474741,-0.236449,1.
44,0.117596,-0.200805,-1.218951,-0.825112,-0.084821,-0.01064,-0.966788,-0.818182,0.154978,-0.170284,-0.712483,-0.652659,0.125735,0.15419,-0.198662,-0.403809,0.439835,0.341798,-0.188412,-0.189291,0.457729,0.006078,-0.594733,-0.601368,-0.232863,-0.367211,-1.156644,-1.035244,0.07826,-0.181449,-0.90467,-0.662584,0.094945,-0.169124,-0.894016,-0.866229,7.
45,-0.470385,-0.375613,-1.279026,-1.089695,-0.45352,-0.185416,-0.84677,-1.082161,-0.141965,-0.170284,-1.013025,-1.284866,-0.388869,-0.283448,-1.518567,-0.932016,-0.077243,-0.269421,-1.025849,-0.924758,-0.06236,-0.081318,-1.252249,-1.125731,-0.380132,-0.191794,-1.216839,-1.035244,0.152375,-0.006373,-0.964535,-0.820117,-0.054291,-0.169124,-0.953912,-1.023674,7.
48,-0.764376,-0.025997,-0.197682,-0.08428,-0.45352,-0.01064,0.05337,0.132141,-0.438908,0.004676,0.068926,0.1376,-0.756443,-0.458504,-0.378649,-0.403809,-0.446584,-0.094787,-0.367863,0.020842,-0.433852,0.355661,0.122558,0.185177,-0.453767,-0.191794,-0.614884,0.017871,-0.144082,0.212472,0.352491,0.230101,-0.128909,0.400628,0.124223,0.393331,1.
50,0.117596,1.022851,1.123962,0.709468,-0.45352,1.038013,0.83349,0.501711,-0.438908,0.70452,0.850335,0.242968,-0.241839,0.898176,1.361226,0.494142,-0.446584,0.909358,1.067744,0.493642,-0.433852,0.748942,0.780074,0.499795,-0.748307,0.509876,0.649224,0.386461,-0.736996,0.343779,0.352491,0.177591,-0.725852,0.225319,0.663291,0.183404,1.
51,-0.176394,-0.768932,-1.639474,-1.565944,-0.45352,-0.578661,-1.866928,-1.557323,-0.141965,-0.563946,-1.614109,-1.33755,-0.462384,-0.721087,-1.758549,-1.460222,-0.446584,-0.531371,-1.504385,-1.450091,-0.433852,-0.693089,-1.491346,-1.440349,-0.085593,-0.630338,-1.277035,-1.509145,-0.069968,-0.61914,-1.682913,-1.345226,-0.054291,-0.432086,-1.672669,-1.338564,7.
52,-0.249892,-0.550421,-1.5794,-1.248444,0.062659,-0.360191,-1.146816,-1.240548,0.080742,-0.170284,-0.652375,-0.863395,0.125735,-0.108393,-1.038601,-0.984836,0.144362,-0.094787,-0.786581,-0.767158,0.160536,-0.081318,-1.192475,-0.968422,0.061677,-0.191794,-0.855666,-0.719309,0.374717,-0.181449,-1.0244,-0.925139,0.393417,-0.169124,-0.834119,-1.076155,7.
55,-0.396887,0.97915,1.544484,0.815302,-0.37978,1.212789,1.253555,0.818486,-0.364672,1.229403,1.571636,1.033228,-0.388869,1.029468,1.121243,0.863886,-0.372716,1.040333,1.366829,0.703775,-0.06236,1.054828,1.377816,0.866849,-0.159228,1.036129,1.130788,0.702396,0.152375,1.438005,1.130733,0.912743,0.169563,1.233342,1.441945,1.128074,1.
58,-0.176394,0.017705,0.342991,0.603635,-0.158561,0.207829,0.653462,0.818486,-0.141965,0.223378,1.210986,0.822492,-0.462384,0.022899,-0.138666,-0.139706,0.070493,0.210823,0.349941,0.230975,0.383431,0.399359,0.899623,0.604668,-0.895577,-0.45492,-0.79547,-0.561342,-0.366425,0.081165,-0.066563,-0.189986,-0.352763,0.093838,0.18412,0.445813,5.
