group,size,salted,bucket,split,included
0000918c1e3432659199d391bdffa87c6d190f26d513e5658aa51da3166c1faf,1,d03a9ad6be13a808d2c6d3d36dad15d91c3a0a123fbe64b3643873430b1ffe71,7,selection,False
00026837caa85ea2ae1ef36696712b9ecbf7a7820d0c58aba00c77b561bf13c1,1,05e162ca411b5e73336cc730018a2fd716d3705948811447ee7dc29c6d993d40,4,train,True
000af5723c6133cc4201a02f643d0db1c64c2d159cd8d995f33cb0f29f5c8a5e,1,b86dc81759a7a36e9ef26a1514998f600e5ab0d01a9389bbbf2c6d2813c442a3,7,selection,False
00144633b3eda110d63935a9db07db3723a9ef99df898ecb4f806e3fa37a023a,1,d7745827a34370f9a20e74eaeb53eed838447795cbbfd0a83660243a5d9b12ff,9,final,False
001aaa584499fff19b25ffc17fc1779632d9903c4f5734143e7c326e268aa124,1,635b1554f6e5f43edbc55d61cf8d8b28427028f4ea579b4f1d53aa98818aa045,1,train,True
002bd1016493c40c2cb838511a8c713043b95f4afe54ddf2c39eee6e652bbc58,1,b9b59bc5e785e7d49f3c8f5d3d7e2814916df8e2e3cc6c7850c1e3b9310b626f,3,train,False
00424308335f31273bccb6eddddde8b5a80b896951f15b323cf7ec84c05c9277,1,b47d5293a4a503e3177f9048bdfa3ca45ec15e1b877e398fbf85e6f10f8eccd8,8,final,False
00499f6433ff13bc27e956ea6201f281b2c15b3220a1047676a52e641d4f3957,1,8c0ce0837a34f6e8b9a441e1b56565524ff082f5fae027b9e75c38c4d3c8d0d5,7,selection,True
0049befc73a09b5fcf8d547ce2b2256b78b7da549f80d86da6994e17d0c5a447,1,75ea9611e19d787e93466f0c4abe12e04838ced444235d94506c5900c7403feb,5,train,True
00631ea3f3ac2ef4e86d0f7862bb483ac5efee449ab9a6fc7aef7ed3d251e5f4,1,317f076d8177541592881e096328ffc5c5b00837a15d4e5f0888ac84dc6f3870,2,train,True
00800cf4d34ff87be9b292dc5c2d3e158c8151b7c543e25ad25157f73a93a6c6,1,2d441744887226c434e319969a5f5d00755e415abab84288d8eef580939f417e,6,selection,True
00829a545bf56a2d0890deb4c483589ac5ca341c7444b6f688e49c9264073056,1,ff65df45cfb4c0478ec41e898d586ba6f63a00b9b2940ee96cc6ee14aa22fdb6,0,train,False
0087f33d88fdca1c4b9c9dae51cdc6f4406369ece51004da393c40a052fdbf9a,1,06d52858e89dec5fed5448b51375c0d03b5446949cb0e73b46100d49c0bab6a7,9,final,True
