row_id,feature_group,group,split,included
0,be457921b0aa0c04d1a9e1625d6307554c6eec1e217d5ccd42b5aaf3e5091586,851d5e2b00bb34711311d01994d7851c70a604daefc71c8cff929974f0d51bc4,train,True
1,5a141dc687b6cfe9017235f75450da084e82947b9649a3f19f8cfd303c171f2a,84bd05f3babc3ccb3cff263e5b17b67920f3ad98da867caf062097e6e44bf6c4,train,False
2,f35774b7f291a30fdc33ca300c670f1abd632412963ad0d66b0d9bb28999e040,a6bb08da5a7ed04c350809f5458866ac76dc2de75a24bff982e3612d06a23523,train,False
3,0ce16ed49781e9f5383144396ee3db495ae4cb2bea3ef1c2412e7c73e81e6f21,0187824df4cd9173fc126d9cc8caa97216eff9c365b038e974aa2555bc0a1328,train,True
4,79bf8baf709e339c5b783bbd9ce9f9851b30336080410114071c5a4b178d0115,d88b23ae89c30e4f7bfc5b7c4eb2a8229f742d8fb8dd5ef6cb960df8bbaf4af2,train,True
5,84a9b0e7a95cced06b97d94d98f2dc19c5123f67ca81e64c5848551058d30a72,c5152566af7cf3af45b497be8b873160e36328996ec3d00dcd7b5d9b3037f84b,train,True
6,82a5f0282ef8affe671d17cd484c0ddc68406f7728a733d5da1c01a60a78d1d3,df12a31d99b7b7615efef845d1e97b07ced31254ebbe084308c90556895986c6,final,True
7,0c9b62cc4c8da16c74319e6cd627e08af21173ff122ff23952f726c24f69278f,23e250b1492034492c6b1c9746e99527e7aa1b9e9152fe62294c69ed9cbd2448,final,True
8,62b3844e171cead7a92d408f17285524c50ccae9a9aaccdc1925e26e79fd0685,ce2c49921df8962eba847d9c677499ae67f3db0f8939748105678dda89c12992,train,True
9,5fcf6edaf9076aa7c8a854d15b7fba85c7ad079ea1e74b53049d7aa0ccb38e50,8093b95d3c85e4751931364d6d9ab88ec414d239626609cf90207d385fe931a5,train,False
10,e4aa9651deda94b6c980af5627509a68209ec57bc5c4bb4b37d8be3b2f950bf2,2068ac09071e9f712f209f1eb6629e7ec6c18d74c1328b988f9cd710c823d3c5,selection,True
11,117d329cde6ae003c79a800227620479f4709a50f52cedea9d0e110c0419fc4e,7d0b284102b15f558f8979d72412092e2ececf0a43b046387c23d390728867e1,train,True
12,bf4ee6aafed6535356ecd01d7439bf866e3502c5b9eae60deaeac395b4d52d09,d0a2a42ade0cd92c6eec6dc1d278dc7b7e136dae947194ccc4b06c922f00abf0,train,False
13,94e86b883427a2bc7e4c0156c7e54e539320705587563731d6ca9c2178801a16,b4428de7fdb1f3dc9308f5214fa269c575bb8ab4018c870b80037499ae89cd62,train,True
14,ce30bd062cebbfb9a7ffd998d5dc53f39c7e0898e466a1f958be39f8f312a191,4b6c1d9ebc1537b69582f4cfc1335b60ecbcba54df2a49c7b3dd6bdc7d9b34fb,train,False
15,6d9145969db51f87c47460c76593281a1b84de272ca5bea1a91ed728daaff2b3,d9d53e5fdd415848fa9caac8f8417d944b324cd7ca9965fccbf23559464f1b1d,train,True
16,1698ce47c697196517631897c370de4ff6dd22881303806a7fb5b5b893f37989,1fa94b498af0b0ba2144f1380bb76eee366f4ffbcb6af1bbf959c91545c5950c,train,True
17,4dba9ef449e2bed4e227f0d7f464949f0c2d5b37dcc6e305861a7529b4a2c93e,fef15827388856653e597abc09760c437cba9dfc37b01d9bce91430987f21487,final,True
18,63b8a021a412832688a82c187b10f29338b82f23d940e7fcae854664a7ab9471,a108845b883492b377b60923c21e920e04c0767981f2a4f28467893e105824d2,final,True
19,445db3198b5037a119588005adb84ca819519cbf757b8fbcabb022f997c7d04d,22c58acf764aabfc33efff2c6fbe7c5e722eabe9992c0526211e845df25e09f3,selection,False
20,6953bc9be85449d8949d3e51878f6cc6167463982787d5bb6915c0416e7db0dc,c09de0b87a65627b74491172256afd4507e68b5d094024c9fba8185b99de530c,final,True
21,81fe4d03c3acf98cfd06672ee7dea34e8883007a70261b4912d7675191e68756,6fd4db5922379203edd110b9aae93ed3fda263836b8a6bb40150e8e6aad0d509,selection,True
22,f625a6cbf1d94eb41a09bd67556b798e94c8268e485aea9e1949fd85d8ecb787,86d484dde60bfc617ce83c7782192cff930d9a5ffcfcd38979ba8a82825d65ba,selection,False
23,a0066fe07edbda1188fbb4937aa72fe642d04438a502209c28e36c497c7f262d,839c7e07e9422b225db7636d3afbe3da0b60cb754df723f756554e0184cb2148,selection,True
24,7f7396112e67de85651bed937dc5db9c221491bd20ee3e41405536462e42d5e1,1104721e8d6426d0c51e1e8eeb8e658423045bf1416cea40391ccbb7538cbcc7,train,False
25,9463f9c7b153cea5d625b86b8cb41b195327b575e2c88cdef6d11e8a3b1b3e4d,90e890ce41a24d4f894c3efe4087530d8763116c54898c224a7155cdb4654e8c,train,False
26,55080e65b681cdafd391958bbc02605ce3f9ff840a5d7683e85a88ff4d5122ad,662836dc8978109ce1b0d964849dd4996e66f04597b88186016bef630534c3a7,train,True
27,366824291e2dff292a3d836e1a4f01858d2fe18e72585c47592109d065e3aa31,8cc87c823d09422bec2df4fdea73f81d83751040d2fb0763c1f3ef91e066ccca,train,True
28,0be0f4fc4694e4e7f51b2e7f602e3e634973a92bf476b48f0f622379c7dee2ff,a89082e689bfc2880948c027e6c721b07f4d59678f5db3982b36d1876cd7a786,train,True
29,008c2556349a77c0e206fb1e22e64791286c34a65bbf7de8b4f8d20414d22d63,06c34840f3cb8d7b17b1c5178ed6ddbe3dde960364ef7e34278c51fdbd4f0721,train,False
30,65eab3255f49e529f006c5c43d5e4ccbc0415cf086d4d65f34cb2a3d0014a182,04199d53d38fec6454f61829f115657447c3484d03da4c642a91decd6c65e6fe,train,True
31,2165ea6295a1ff17d9c92df85929d041a7885591eba036686ecb718af7a7ecda,bb3f9b8fd982c66d6a67a34b43bff9337824ab9a2b50218696eb291e278ea07e,final,True
32,5f52e9930b8c56d40030a84b463cd63709a81290e6d9fbd59e6790017065241e,582d082e62249040efcf6d82751878074bc892c3d4ccef7004c3d88f27d48514,train,True
33,6c1b0ee2039c064c8e23cf35c49408e5ba67807c52b98694ce745e45ee664d66,50f411937912831ec856b2061009fc30a272f89a33d043e168b6f8c490fc3c9d,train,False
34,7beda64ac049d001873aeed44f165db5a799da9ce6b2c07d0297a02d908a776a,29fbfeaa4d54f23ef497a57ac958f975721ec55b9b621c15a7bee9ad785f1409,train,True
35,121a7bb469fa63e6ed28cc98a8dfded44c8c3357c3dbbb25304799e82a2bfb41,e970ebbde23fc55c678e870927f02516a7e33ecf18a93abfaa0b0143553fca29,final,False
36,f50fd7d6a79838b9a624abee769ec18e06e9dcabd93c2f9978cf86ed99c6c6c7,f166e537729b0dc4b5e8738c4750bfe60d3968368c6234b461623dafd13148bc,selection,False
37,b46a0d7c86d34b1a035b4dbb92841a2b8611423ad48db93bfb14873bbc7dc9c2,78be24c1d1a845414fa1aab02403e476e98230c3ba612a437fc153651a8e4857,train,False
38,04a75f0e8a64c5ad65a4a826a6653c5a2399fa41761a08d4e344a7254aa9ac9b,294c77fca5bd6cb01c6ebf4b17b75b9463880a88ece9a78a6934ccd82791226a,selection,False
39,8a7d33c820894e69a70ce78f9dfb5d38eca5a701f2e001b7227ebad6d97e7817,3737d39b8859652cff2f06230f9465b1d4c63bbe7adf1139c99bc07aa58bf734,train,True
40,7ea94229908b9898acd4e10a4750496f4d75c76a29a8eb9bfb491b38906ea8af,0e9df468f5ca336d15e890393d20588676ecbde7be3c42238cd281369038eca3,final,False
41,254aeabfd1ec378a1b43bf4860b077c72ae625abb76925fde9411056b1d05d83,26715d51171ebbdf1f2a81720b9a8972ea56d865e37660ed340532a643e3aed9,selection,True
42,1cf2a8f12fc974e599fff405ccf3544a660427ea6b5bbd4d92267dd10c06fe4f,8cea75bc2708eb83c9fa472a67ef1b367b90f29ef42cb9e3bfbfd88f63ab37bc,selection,False
43,663998eeadc075495adb849e65910038794cff338607239490f89dd8da15651a,d6b7c0bd578638c5bba55810f7de529edff56d0d663f96c5261d5582b9fb4a84,train,True
44,a9128807bb0a0e91db0b54a863310550f9898776b5d64262b022d200cf50e65c,280b6ba5017df63af2f500a60f6034479f3da7615eaa9f8937128163daf13528,train,True
45,73865e3d6601c237ebdd01540537f22ea8a581751101e80a17ee518080e784d1,d7670cdd785969822f37c522a77c18414ac8de5a439e9c54f94b0a79d9ed3b5f,train,True
46,c21bb9103be14d03e60a3195d5bf2769b4ee9b92ebe84dc978da975cb7622e06,5a506fa0f2b872d40f5997472e879ad9b60b544537705191feaaa8ebfa264f4d,selection,True
47,a400b4723efdbdabc36a3569588d8cf0c075c4cf879768fade9a6350913bd7f7,834003142439b12b14a1ed1cfb06843b2268077b674196d0daf5bf03544d4e73,selection,False
48,41e92ed08f6b9515e4065188b76b5acd2506f7dc898f64e62407612d63ad1e86,ff60cbd4ff44c9132010a1176e1d30ac9790eea9c6e42d4338bbd7c35e4401b8,train,True
49,0890c1a5678f39eadf595d310498605e852145044386255470dce56e234f6ee2,31d5542d1c9d9fb12ff0e0b38a7aef2fa2f8e1f5f8e750d87d646dee334fbebb,train,False
50,f24461fc4621f953a6640ec201b9676ce917af93ac6878cd06861c940d92c22d,a442357beb3ddae0160f07cb261ef5b9f12afe54177dfc573e983e40e0307b0a,train,True
51,d631bd7e70b57b96b47998f303867cda958553145f3a332f38d5df84a31a84ab,1f70eddf915e5426121c4083e95f54175a7c042c83c573017d52f05e3b68386b,train,True
52,aebb7ccd032945f6154414860655b5e11c165554c70477afa4f0c5213ba99f9d,4441304edcd70e2998b969f1ccda0f231e607feed11f91fa888fc5f09082f21c,train,True
53,cef8dfa4aa7ace4e714bf7c10fe6a0b44fb4a20f53e3c1ad546604539224c48a,b16e78555f552cfe27ca4270283d0d362523fedbce6027726040ac02b0b867fc,final,True
54,749db88b8416bdc8065435785d9e1cbd5df8d0ee9510c31e08a5837658df682d,09855a3bc71c5cd3e8ec797bd365adfd402dfb15b719cd403bf4cc2f60b3f81e,train,False
55,1d0287f1bda2822112552273dff43b26b7a106a2e07e8aefd7654c06068274e1,7182e5626df4d0934c640ee3e0990cb911713456b18fc380c082de8373669b0d,train,True
56,9ba0465ab79377a20468e868f935595753e1bbd04f2011a7a3a6f009ec0cde11,d3a762e2c5f700ecc4745f2776297cae1b0061ef2a9105d1a41e6fde0103ef45,final,False
57,41017dcd37c0b7bde52517e879fbd3625f701ea4915dfe0e8648bee1dd65ee12,a15dbae9b6ebf6d1fa9add31d308c0a52b939017740df64fa1caf0ac6b58b8ea,final,True
58,e0eced8f726a722e69e2a6c68417e94dad3ab56e2273364a077640d73512adaf,e549412bf0e9d85c9ca3e232b23fecce9a04ba81caba2950a2016ef012caccc6,train,True
