task,kind,arm,serial,step,template,factor,parent_step,reason,researcher_sha256,constructor_sha256,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score
361247,regression,i1,1,1,one:median-reference,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,f2aaf7b9bb27569fa79a9322a78a54a14a5cb7b29376ba0d8001627cc9fd6944,5b423e72c15fe5c9dbe23b38c83c76d857fdb46ca0953f179f4de6a6e3fe18f6,success,0,1.7295170999714173,1.0,0.9668859151735087,0.01243375
361247,regression,i1,2,2,base:linear,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,3deaca51e611f4e44ed3a56e712d9457d887464acb306ea02e3c48ce6c13f354,cee7983f3d0ddd115d33a45f2830ad8b3d60bd191934fb2ad98a1d64046e661d,success,0,1.847819900023751,0.4727443188179325,0.4592655591346937,0.0059059637298225
361247,regression,i1,3,3,base:random-forest,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,3e243edde6e8270bae63d4faf78bc91f822277456ebc7751c546bfad004b1a8a,0918ad65acc5281163c013cc98a4838d8a582c04ef2b144849472fa5bfbd8361,success,0,4.979224200011231,0.0319185290639276,0.0875198457700158,0.00112546875
361247,regression,i1,4,4,base:rbf-1,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,b3c79e8a910c8a718f3ffa67e131145b29d8e7f6fcdebbdd4f399b07030589f3,27d1a072e585c314d242425e3916152e1d5bc9acc0dda7b40e67395c1b8f1902,success,0,1.969865299994126,0.5357864462259933,0.5279979951907374,0.0067898342189882
361247,regression,i1,5,5,base:extra-trees,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,c0ac8f7a3d2b660e68a801bc5ab3786182eb4dda05bd70ddd8595885c589cb43,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,2.5085203999769874,3.4173990648799463e-16,0.0591500137705344,0.00076064453125
361247,regression,i1,6,6,base:hist-boost,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,ccbe0755baf61e4fefe2bd429b9f730247e417489154342217c7776ea1b7de65,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,2.1883976999961305,0.0520443753865305,0.0915453475886681,0.0011772350260954
361247,regression,i1,7,7,base:rbf-10,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,2edfdf0626b6283421c5d4f3daeabd3e09a110b754c422002b1489c26f497947,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,2.0098253000178374,0.0973089807281972,0.0986516449237085,0.0012686190488668
361247,regression,i1,8,8,base:neighbors-5,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,b3ad123d44368908d8916a84a0800600523ab600cfb80a68b70dff203e737926,c46021861851ef435427b9f0d4ad8644c28fd08fbc487b79e306da2db4e555cb,success,0,1.7607333000050858,0.0,0.1194277827894164,0.0015357915250957
361247,regression,i1,9,9,two:extra-leaf5,1.0,0,retain coverage; test a different representation or objective,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,cfbb3755f89e8bd1795abb901e5493f082f6535e6d41a45993f08126bc889431,ce9115f14f4639c8c703f5eac2120b620cca2216f23184ddfd639af900b552c8,success,0,2.1242529000155628,0.066729884588291,0.0996407564878308,0.0012813386114516
361247,regression,i1,10,10,one:absolute-boost,1.0,0,retain coverage; test a different representation or objective,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,de1844c66ef32f382f2c1e05e7a8f0d9d72588bc28b23ed0311df905e29ecf74,5f0c9d6b96dfb3088144933fbe5d747f72b77e0bfe82335cabdc09728eba8f8a,success,0,2.169856099993922,0.0897852365801201,0.1243192454930366,0.0015986936973548
361247,regression,i1,12,11,base:hist-boost,2.0,6,alternate two checked families; use observed generalization gap,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,874b641c8f8fd389d4746ffbb8f36d51e736a983e064fdc54d965f6a50011736,d45873f393004d98740b3e58e6b0b681ecaba4b1839ae6dbd4929bd01cca14c5,success,0,2.3304310999810696,0.0356296175221875,0.0813728271752669,0.0010464206521292
361247,regression,i1,16,12,base:hist-boost,8.0,11,alternate two checked families; use observed generalization gap,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,d25d05561d9e61082022818bf16e6d54e9e84282ad9f6c67a869fff18e3de61f,6160cdefd4df27995b1a65c559fef5502df111362c9435168b25da28c3b9b52e,success,0,2.4416725000191946,0.034832111344609,0.0798203348063454,0.0010264562471367
