task,kind,arm,serial,step,template,factor,parent_step,reason,researcher_sha256,constructor_sha256,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score
43,classification,fixed,12,12,two:native-category-boost,1.0,0,fixed expanded portfolio,ac4db7c48c95aa1bca6df50d06f4f1a9ad81a86d451c4f8106c584ba6510e69a,144743d533b10c26948eb4cf94ac02338ead65b492224887dbc19a4d852e8195,c2a02b0649389e2c3c864b30adcd7eba9de4257de7dd9c24e3da25771148e433,success,0,2.260208399995463,0.0012179065174456,0.0472099492718049,0.952790050728195
43,classification,random,4,4,base:hist-boost,1.0,0,broad conventional probe,8f055b1b81c4a38dc0a8dea028692af7c1e0f030c4951fa619cbb41959dc1f21,7ad33adfd2767eaf1a3d4f091c22e45bc376cd4bfa33b453e872c9f1fd947f69,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,2.711996600002749,0.0006802721088434,0.049271804941908,0.950728195058092
43,classification,parent,9,9,base:hist-boost,0.5,4,refine current best checked model,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,3beb19eaa96dc02218d9cbf760ad2eab517d3d845e57cafa85069b9738daabb8,a257a714d45385cd0dff01a45e1bd3b909cb4d6db65c80e38ead651484f37e08,success,0,4.032587699999567,0.0012179065174456,0.0424480445099002,0.9575519554900996
43,classification,i0,10,9,base:hist-boost,0.5,4,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,3beb19eaa96dc02218d9cbf760ad2eab517d3d845e57cafa85069b9738daabb8,a257a714d45385cd0dff01a45e1bd3b909cb4d6db65c80e38ead651484f37e08,success,0,2.875321500003338,0.0012179065174456,0.0424480445099002,0.9575519554900996
43,classification,i1,4,4,base:hist-boost,1.0,0,broad conventional probe,26b2107d2758eebadad1d20b9c9a5907f4b886800f1e1793ba85fef016fbea4e,7ad33adfd2767eaf1a3d4f091c22e45bc376cd4bfa33b453e872c9f1fd947f69,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,3.756519799993839,0.0006802721088434,0.049271804941908,0.950728195058092
45,classification,random,6,6,base:rbf-10,1.0,0,broad conventional probe,8f055b1b81c4a38dc0a8dea028692af7c1e0f030c4951fa619cbb41959dc1f21,93afdec8f81f08e32aacfcf567ef7e6bd922272ab611a645a16ec0237ec27223,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,2.896330899995519,0.0,0.0324908463826866,0.9675091536173134
45,classification,parent,12,11,base:rbf-10,0.25,6,refine current best checked model,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,f1fade9b9d9a21fd6c6b59a6bf34e63c2abab27c2d2f8c1f9b02985d3bc56a66,d06130fdcadd7251bd066ee2be9b579d85727ba5c85841a4412f188629eb1d0b,success,0,2.319344799994724,0.0,0.0322491336755041,0.9677508663244958
45,classification,i0,12,11,base:rbf-10,0.25,6,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,f1fade9b9d9a21fd6c6b59a6bf34e63c2abab27c2d2f8c1f9b02985d3bc56a66,d06130fdcadd7251bd066ee2be9b579d85727ba5c85841a4412f188629eb1d0b,success,0,2.3869707999983802,0.0,0.0322491336755041,0.9677508663244958
45,classification,i1,6,6,base:rbf-10,1.0,0,broad conventional probe,26b2107d2758eebadad1d20b9c9a5907f4b886800f1e1793ba85fef016fbea4e,93afdec8f81f08e32aacfcf567ef7e6bd922272ab611a645a16ec0237ec27223,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,2.401076899986947,0.0,0.0324908463826866,0.9675091536173134
45,classification,fixed,6,6,base:rbf-10,1.0,0,broad conventional probe,ac4db7c48c95aa1bca6df50d06f4f1a9ad81a86d451c4f8106c584ba6510e69a,93afdec8f81f08e32aacfcf567ef7e6bd922272ab611a645a16ec0237ec27223,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,2.071046099998057,0.0,0.0324908463826866,0.9675091536173134
