check,passed
43/fixed/kernel/twelve_attempts,True
43/fixed/kernel/selection,True
43/fixed/kernel/bounded_proposals,True
43/fixed/kernel/constructor_uniqueness,True
43/fixed/kernel/common_coverage,True
43/fixed/kernel/parent_order,True
43/fixed/kernel/applicability,True
43/fixed/forest/twelve_attempts,True
43/fixed/forest/selection,True
43/fixed/forest/bounded_proposals,True
43/fixed/forest/constructor_uniqueness,True
43/fixed/forest/common_coverage,True
43/fixed/forest/parent_order,True
43/fixed/forest/applicability,True
43/fixed/linear/twelve_attempts,True
43/fixed/linear/selection,True
43/fixed/linear/bounded_proposals,True
43/fixed/linear/constructor_uniqueness,True
43/fixed/linear/common_coverage,True
43/fixed/linear/parent_order,True
43/fixed/linear/applicability,True
43/fixed/reference/twelve_attempts,True
43/fixed/reference/selection,True
43/fixed/reference/bounded_proposals,True
43/fixed/reference/constructor_uniqueness,True
43/fixed/reference/common_coverage,True
43/fixed/reference/parent_order,True
43/fixed/reference/applicability,True
43/fixed/all_failed_refused,True
43/random/kernel/twelve_attempts,True
43/random/kernel/selection,True
43/random/kernel/bounded_proposals,True
43/random/kernel/constructor_uniqueness,True
43/random/kernel/common_coverage,True
43/random/kernel/parent_order,True
43/random/kernel/applicability,True
43/random/forest/twelve_attempts,True
43/random/forest/selection,True
43/random/forest/bounded_proposals,True
43/random/forest/constructor_uniqueness,True
43/random/forest/common_coverage,True
43/random/forest/parent_order,True
43/random/forest/applicability,True
43/random/linear/twelve_attempts,True
43/random/linear/selection,True
43/random/linear/bounded_proposals,True
43/random/linear/constructor_uniqueness,True
43/random/linear/common_coverage,True
43/random/linear/parent_order,True
43/random/linear/applicability,True
43/random/reference/twelve_attempts,True
43/random/reference/selection,True
43/random/reference/bounded_proposals,True
43/random/reference/constructor_uniqueness,True
43/random/reference/common_coverage,True
43/random/reference/parent_order,True
43/random/reference/applicability,True
43/random/all_failed_refused,True
43/parent/kernel/twelve_attempts,True
43/parent/kernel/selection,True
43/parent/kernel/bounded_proposals,True
43/parent/kernel/constructor_uniqueness,True
43/parent/kernel/common_coverage,True
43/parent/kernel/parent_order,True
43/parent/kernel/applicability,True
43/parent/forest/twelve_attempts,True
43/parent/forest/selection,True
43/parent/forest/bounded_proposals,True
43/parent/forest/constructor_uniqueness,True
43/parent/forest/common_coverage,True
43/parent/forest/parent_order,True
43/parent/forest/applicability,True
43/parent/linear/twelve_attempts,True
43/parent/linear/selection,True
43/parent/linear/bounded_proposals,True
43/parent/linear/constructor_uniqueness,True
43/parent/linear/common_coverage,True
43/parent/linear/parent_order,True
43/parent/linear/applicability,True
43/parent/reference/twelve_attempts,True
43/parent/reference/selection,True
43/parent/reference/bounded_proposals,True
43/parent/reference/constructor_uniqueness,True
43/parent/reference/common_coverage,True
43/parent/reference/parent_order,True
43/parent/reference/applicability,True
43/parent/all_failed_refused,True
43/i0/kernel/twelve_attempts,True
43/i0/kernel/selection,True
43/i0/kernel/bounded_proposals,True
43/i0/kernel/constructor_uniqueness,True
43/i0/kernel/common_coverage,True
43/i0/kernel/parent_order,True
43/i0/kernel/applicability,True
43/i0/forest/twelve_attempts,True
43/i0/forest/selection,True
43/i0/forest/bounded_proposals,True
43/i0/forest/constructor_uniqueness,True
43/i0/forest/common_coverage,True
43/i0/forest/parent_order,True
43/i0/forest/applicability,True
43/i0/linear/twelve_attempts,True
43/i0/linear/selection,True
43/i0/linear/bounded_proposals,True
43/i0/linear/constructor_uniqueness,True
43/i0/linear/common_coverage,True
43/i0/linear/parent_order,True
43/i0/linear/applicability,True
43/i0/reference/twelve_attempts,True
43/i0/reference/selection,True
43/i0/reference/bounded_proposals,True
43/i0/reference/constructor_uniqueness,True
43/i0/reference/common_coverage,True
43/i0/reference/parent_order,True
43/i0/reference/applicability,True
43/i0/all_failed_refused,True
43/i1/kernel/twelve_attempts,True
43/i1/kernel/selection,True
43/i1/kernel/bounded_proposals,True
43/i1/kernel/constructor_uniqueness,True
43/i1/kernel/common_coverage,True
43/i1/kernel/parent_order,True
43/i1/kernel/applicability,True
43/i1/forest/twelve_attempts,True
43/i1/forest/selection,True
43/i1/forest/bounded_proposals,True
43/i1/forest/constructor_uniqueness,True
43/i1/forest/common_coverage,True
43/i1/forest/parent_order,True
43/i1/forest/applicability,True
43/i1/linear/twelve_attempts,True
43/i1/linear/selection,True
43/i1/linear/bounded_proposals,True
43/i1/linear/constructor_uniqueness,True
43/i1/linear/common_coverage,True
43/i1/linear/parent_order,True
43/i1/linear/applicability,True
43/i1/reference/twelve_attempts,True
43/i1/reference/selection,True
43/i1/reference/bounded_proposals,True
43/i1/reference/constructor_uniqueness,True
43/i1/reference/common_coverage,True
43/i1/reference/parent_order,True
43/i1/reference/applicability,True
43/i1/all_failed_refused,True
45/fixed/kernel/twelve_attempts,True
45/fixed/kernel/selection,True
45/fixed/kernel/bounded_proposals,True
45/fixed/kernel/constructor_uniqueness,True
45/fixed/kernel/common_coverage,True
45/fixed/kernel/parent_order,True
45/fixed/kernel/applicability,True
45/fixed/forest/twelve_attempts,True
45/fixed/forest/selection,True
45/fixed/forest/bounded_proposals,True
45/fixed/forest/constructor_uniqueness,True
45/fixed/forest/common_coverage,True
45/fixed/forest/parent_order,True
45/fixed/forest/applicability,True
45/fixed/linear/twelve_attempts,True
45/fixed/linear/selection,True
45/fixed/linear/bounded_proposals,True
45/fixed/linear/constructor_uniqueness,True
45/fixed/linear/common_coverage,True
45/fixed/linear/parent_order,True
45/fixed/linear/applicability,True
45/fixed/reference/twelve_attempts,True
45/fixed/reference/selection,True
45/fixed/reference/bounded_proposals,True
45/fixed/reference/constructor_uniqueness,True
45/fixed/reference/common_coverage,True
45/fixed/reference/parent_order,True
45/fixed/reference/applicability,True
45/fixed/all_failed_refused,True
45/random/kernel/twelve_attempts,True
45/random/kernel/selection,True
45/random/kernel/bounded_proposals,True
45/random/kernel/constructor_uniqueness,True
45/random/kernel/common_coverage,True
45/random/kernel/parent_order,True
45/random/kernel/applicability,True
45/random/forest/twelve_attempts,True
45/random/forest/selection,True
45/random/forest/bounded_proposals,True
45/random/forest/constructor_uniqueness,True
45/random/forest/common_coverage,True
45/random/forest/parent_order,True
45/random/forest/applicability,True
45/random/linear/twelve_attempts,True
45/random/linear/selection,True
45/random/linear/bounded_proposals,True
45/random/linear/constructor_uniqueness,True
45/random/linear/common_coverage,True
45/random/linear/parent_order,True
45/random/linear/applicability,True
45/random/reference/twelve_attempts,True
45/random/reference/selection,True
