check,passed
search_complete,True
preflight_complete,True
no_live_workers,True
STUDY-FREEZE.csv/unique,True
evaluator\23\final.csv/identity,True
evaluator\31\final.csv/identity,True
evaluator\361235\final.csv/identity,True
evaluator\361237\final.csv/identity,True
evaluator\361247\final.csv/identity,True
evaluator\6\final.csv/identity,True
generations\1\i0\GENERATION.md/identity,True
generations\1\i0\PARENT.py/identity,True
generations\1\i0\researcher.py/identity,True
generations\1\i1\GENERATION.md/identity,True
generations\1\i1\PARENT.py/identity,True
generations\1\i1\researcher.py/identity,True
PANEL.csv/identity,True
prior-comparison\FINAL-CHECKS.csv/identity,True
prior-comparison\SCORES.csv/identity,True
prior-comparison\SEARCH-CHECKS.csv/identity,True
prior-comparison\SEARCH-LEDGER.csv/identity,True
public\23\SCHEMA.csv/identity,True
public\23\selection.csv/identity,True
public\23\train.csv/identity,True
public\31\SCHEMA.csv/identity,True
public\31\selection.csv/identity,True
public\31\train.csv/identity,True
public\361235\SCHEMA.csv/identity,True
public\361235\selection.csv/identity,True
public\361235\train.csv/identity,True
public\361237\SCHEMA.csv/identity,True
public\361237\selection.csv/identity,True
public\361237\train.csv/identity,True
public\361247\SCHEMA.csv/identity,True
public\361247\selection.csv/identity,True
public\361247\train.csv/identity,True
public\6\SCHEMA.csv/identity,True
public\6\selection.csv/identity,True
public\6\train.csv/identity,True
researchers\i0\ORIGIN.md/identity,True
researchers\i0\researcher.py/identity,True
researchers\i1\ORIGIN.md/identity,True
researchers\i1\researcher.py/identity,True
researchers\parent\ORIGIN.md/identity,True
researchers\parent\researcher.py/identity,True
source\execution_support.py/identity,True
source\i0.py/identity,True
source\i1.py/identity,True
source\improver.py/identity,True
source\NESTED-RESEARCH-PROTOCOL.md/identity,True
source\parent_engine.py/identity,True
source\refinement_engine.py/identity,True
source\researcher.py/identity,True
source\revision_one_engine.py/identity,True
source\revision_two_engine.py/identity,True
source\run_nested_research.py/identity,True
source\study_engine.py/identity,True
source\study_worker.py/identity,True
CHOICE-FREEZE.csv/unique,True
CHOICES.csv/identity,True
SEARCH-LEDGER.csv/identity,True
runs\6\parent\attempts\06\builder\study_engine.py/identity,True
runs\6\parent\attempts\06\builder\parent_engine.py/identity,True
runs\6\parent\attempts\06\builder\revision_one_engine.py/identity,True
runs\6\parent\attempts\06\builder\revision_two_engine.py/identity,True
runs\6\parent\attempts\06\builder\refinement_engine.py/identity,True
runs\6\parent\attempts\06\builder\candidate.py/identity,True
runs\6\i0\attempts\06\builder\study_engine.py/identity,True
runs\6\i0\attempts\06\builder\parent_engine.py/identity,True
