task,kind,arm,serial,step,template,factor,parent_step,reason,researcher_sha256,constructor_sha256,candidate_sha256,status,exit_code,worker_seconds,train_loss,selection_loss,selection_score
6,classification,parent,6,6,base:rbf-10,1.0,0,broad conventional probe,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,acb8cb170ac0cbe1ab878480e99ff6f167ea13b2c4f73adf946c3afaf367d248,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,1.952865400002338,0.0054970891006213,0.1007769350232427,0.8992230649767573
6,classification,i0,6,6,base:rbf-10,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,acb8cb170ac0cbe1ab878480e99ff6f167ea13b2c4f73adf946c3afaf367d248,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,1.9591362999926787,0.0054970891006213,0.1007769350232427,0.8992230649767573
6,classification,i1,6,6,base:rbf-10,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,acb8cb170ac0cbe1ab878480e99ff6f167ea13b2c4f73adf946c3afaf367d248,99666013fed9dfb0cb3c8aefeb0ff36ea73030482a9d8666d270a500e98c3cc7,success,0,1.9924542999942787,0.0054970891006213,0.1007769350232427,0.8992230649767573
23,classification,i0,10,9,base:rbf-1,0.5,3,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,37226cf70ccbc7e96952ee8954b091c6c75a4b042785d4bcab06a9c3bfc9dd95,7429b51f08095ce499e26c5bff7f4256901a79c63b8f34d0d2f4fca4c92fae64,success,0,1.8503058000060264,0.3924917861409797,0.4541832328673422,0.5458167671326578
23,classification,i1,10,10,one:rbf-wide,1.0,0,retain coverage; test a different representation or objective,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,43827af8d129d25e2d929769ff9934747319f476a5876c11c4d15faa13dd03b2,4483f350c36b64578650a3863d4b22f0ccf2927693173891c0ad0b23fac2b8b6,success,0,2.0478960999753326,0.3780988649940263,0.4159557094609037,0.5840442905390962
23,classification,parent,9,9,base:rbf-1,0.5,3,refine current best checked model,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,37226cf70ccbc7e96952ee8954b091c6c75a4b042785d4bcab06a9c3bfc9dd95,7429b51f08095ce499e26c5bff7f4256901a79c63b8f34d0d2f4fca4c92fae64,success,0,1.9699448999890592,0.3924917861409797,0.4541832328673422,0.5458167671326578
31,classification,i1,12,12,base:rbf-1,0.5,3,alternate two checked families; use observed generalization gap,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,dc8042ea59dc8a5dfb909c95994ed857fd68a3d580fee0682c74e32c2ba2a08c,7429b51f08095ce499e26c5bff7f4256901a79c63b8f34d0d2f4fca4c92fae64,success,0,1.8075653999985661,0.1712002096436058,0.2634249743062693,0.7365750256937307
31,classification,parent,14,12,base:linear,0.1875,11,refine current best checked model,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,b77a45bd059a6d32235b9d3604681b2f5bf0d6a57d4ab47e614e90a11d5f0819,efc274660ee82ac68806cf49517c5b549cbfa3b9de4c46d85ff98273ffecd3b6,success,0,2.337913399998797,0.235691823899371,0.259827852004111,0.7401721479958889
31,classification,i0,14,12,base:linear,0.1875,11,refine current best checked model,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,b77a45bd059a6d32235b9d3604681b2f5bf0d6a57d4ab47e614e90a11d5f0819,efc274660ee82ac68806cf49517c5b549cbfa3b9de4c46d85ff98273ffecd3b6,success,0,1.8195676000032108,0.235691823899371,0.259827852004111,0.7401721479958889
361235,regression,parent,5,5,base:extra-trees,1.0,0,broad conventional probe,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,2d46b90e0de448207a48c4b0ef6f87bf1ff0718380eaf4065bc7c4a490962fc7,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,1.9057527999975719,1.1050808161815445e-15,0.2185274285975099,1.1809015990802674
361235,regression,i0,5,5,base:extra-trees,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,2d46b90e0de448207a48c4b0ef6f87bf1ff0718380eaf4065bc7c4a490962fc7,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,2.0196772000053898,1.1050808161815445e-15,0.2185274285975099,1.1809015990802674
361235,regression,i1,5,5,base:extra-trees,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,2d46b90e0de448207a48c4b0ef6f87bf1ff0718380eaf4065bc7c4a490962fc7,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,1.947949499997776,1.1050808161815445e-15,0.2185274285975099,1.1809015990802674
361237,regression,i0,6,6,base:hist-boost,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,d38d7261125132352c3f0401ade237b294255ae59434de8d0eb1f8dffa6dbd7e,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,2.05209990000003,0.0781624269160682,0.2657502196457857,3.412231497829408
361237,regression,i1,6,6,base:hist-boost,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,d38d7261125132352c3f0401ade237b294255ae59434de8d0eb1f8dffa6dbd7e,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,1.9014971000142395,0.0781624269160682,0.2657502196457857,3.412231497829408
361237,regression,parent,6,6,base:hist-boost,1.0,0,broad conventional probe,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,d38d7261125132352c3f0401ade237b294255ae59434de8d0eb1f8dffa6dbd7e,c57445ba4248176a610264d02f47077484c9b2db467b3617b7e6c2d09fac91b3,success,0,1.9058565000013914,0.0781624269160682,0.2657502196457857,3.412231497829408
361247,regression,i1,5,5,base:extra-trees,1.0,0,broad conventional probe,053228ae5a337e2dee99c96a569d890f3a908d7194e2ba00c3cc5636ab02481f,c0ac8f7a3d2b660e68a801bc5ab3786182eb4dda05bd70ddd8595885c589cb43,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,2.5085203999769874,3.4173990648799463e-16,0.0591500137705344,0.00076064453125
361247,regression,parent,5,5,base:extra-trees,1.0,0,broad conventional probe,e4a64b3a0fc7864bcb512185c4a1ccf81e27e29fd7afc4fc7ff7f526cf57d7d2,c0ac8f7a3d2b660e68a801bc5ab3786182eb4dda05bd70ddd8595885c589cb43,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,2.4962195999978576,3.4173990648799463e-16,0.0591500137705344,0.00076064453125
361247,regression,i0,5,5,base:extra-trees,1.0,0,broad conventional probe,c46276d2e2cb9e1df4c329b6c5517b13a9c3b7b4dd554ce367920986cb14f60f,c0ac8f7a3d2b660e68a801bc5ab3786182eb4dda05bd70ddd8595885c589cb43,fe9f52aac6fae812ea74bfe6725897abb4cf9f7a3df60d58683d0107f65b1d3b,success,0,2.552743600012036,3.4173990648799463e-16,0.0591500137705344,0.00076064453125
