row_id,feature_group,group,split,included
0,ad6932fdfd23beed34870d37c5d2a2638fa7a6e597705340b40c0d5c9a8ea45a,5dc61ae87d77f079f616e57a79bdd3e9e6b10aea1acfe35914be53a571a90a18,final,False
1,b826d72b8621914823d67da41bcc23645e38496e8225d79c18d53d9ca07e0193,1a18b1d1c5f237b9020b2c0b70352e66a26defd944fc2717ed2e6cc21a995b33,train,True
2,66da13fc5a09c5043848d496881715c0960242bc85a5283fbb2b2b88adbc9d3d,ce72cdd5b08b044f44a45b672fef0aefb0d5f68ee73c9013f0281701a4d55d9a,train,False
3,330b9971cf67065375a3d5e2dd954a8ed3e4ac9a8807e4e0278370e6873f7c2b,95f4711305f498a0ccb1cdd919cb28a323554d60296e2d2394052ae99862e916,train,False
4,ea630171c18087cc4fc284bb5026266bd93301a1f225c44496416d6971dfbe75,5ff0dc5a510da0cff26aa34bbbda3522a2d93448a680af517ffdd3722b49e537,final,False
5,74d9f224bf4f147649621eb9166337325d45ab42b5d2176c9133259a1774e074,48c84175ffb02273aedf5bdfdf2640a8f8d0ed4ce329ac4c8cbd2027cf6b1b55,train,False
6,abddcae7cf2bbbbd353f410853249aaf8a65573e044a1f145086d01575d88b3e,10a121a3aa7ab377673075d31cc7f05e7d87bb2d6058b26b3956c9e22cc14122,final,True
7,f7f8496dfa7a629f73545f1856027ac8e0c8c443d7f1a15769d1a667aad85832,0f1a93597e9700fdd3ea43d4c7a7ade4b06a70f04dd524a736ff814924a25f83,final,False
8,3f8c53048873084190aa1d174b5a11dc946fd2f6b0a4921a04bb2109a5b05a9c,081deb7e4bd8ca43b03555eef51678c70ce7d72978c308e95245f21cc2dbf067,train,False
9,8facd201ae0e461f6f9b52115443faaeac3a8e71717ec4f1730afa2b7feee05c,9d76855dac5585213a488bd2afa4ae557ab407b3d4331522e8ea7a490fcedd93,train,False
10,4442aed50e21b9b2675b5cc80254f5fc3e6a69326121acbcbc234b81936a7e26,2f1e68e80d7b6c8c1a81d02a0bc284e52439b8e1e40e0074c123c6a1246d8d9e,selection,True
