group,size,salted,bucket,split,included
0002987aaf91d1a2292d136b802218e20c28c5a91067d95e70a3b2ec28f29e78,1,68ccf660e8ffe9b8ce8d878f7958efd219e1b7f6ca2335bcb8a34c7c658bb07d,7,selection,True
00061252a4c5dcbf2958b48f11df676eb49dedb3d1fa9b72dd3c95cbe6ab0092,1,0ca5bc5f1df600865adf1ea127926894f67ae7064456642f1cb9bbd8f2e2e8a1,3,train,True
00203e5dfa2d08a71edb25ab58de7a8b7751c18b4397128e605aa2cd706deed3,1,0adeab9b5af89045c895119e4586cfae768e9fb13c74627db0ad1ed278d8dfdf,3,train,True
0030c90c4a59bee4af0258e80526547d521a0828fa3fe26cf209960983d6d272,1,9ad97b203dd671116cad48a53b0c1e085572ec039b5dea4b9b7d97df3ad6790f,5,train,True
004ed3e9fcda82ccb7dfedacaed73f9fbc93964a0639819961d509d1bf431ce2,1,44d91d0e6212f8ba25a4b65e6652ad9d1b81f735c7bd585e38783d6a869ba633,9,final,True
0058f20c7c2c8b8382faa3f5081af6217314b09f33f1cdb46510d3eb24ef49f6,1,9717ebea6ccc3e2bad40c421f1d9aea1c8879c1a2641e7ad3aad64e4df208b7b,9,final,True
0069d95cae0aee4e86d4f1d697a63cecf9ab50439a2a82832263d4831470ae6e,1,b8b33ea18efbc5878c2713dfac5839751f95d45662881305fdc940650a39d54a,0,train,True
00da0421ffeaab8ea0e8636b37ef46dba85a4c70d742ef901c5423ebce07360f,1,369cef629d28e0fb5a3e5b216d1d36e10195710cf24a875f3599d6655137a62c,0,train,True
010ea916c72d1eb91b6227b989fba29faa10bce5e21e418f6ac03b1b27272343,1,689b3a2f0716420a6babde648beb444829628d6984928586c2a3e0c445eca29f,1,train,True
0138bc5d7a94ba3be86ae70c4f1190beb29876b76b83db8736e505136628bdee,1,741846fe0b75d07b47f3b2d2584fdfd5b345303c58fda77e8e1532c8cb931fee,0,train,True
017d4368210c051c405aa835890ad0539b63cd67a4d99fb3c2eb879027922a69,1,814267d5ee552657d1e668575b63a3620fa4a0e5138f6b983b23de08fb4c78b6,2,train,True
0199d3122796d55b5e19a4f615b36c905b69126da23affbca48ac70769ef36b4,1,78421abd6bd33051b28f429219a2713230f2d6d2f901982a144e89e28b6065f4,0,train,True
01ac0738444b5d22735403e9c2bc6a76d3bec08229c7e9695c89483f56953a9e,1,482673a4641f87ffb225677483da02f94cf0b079bdd854891906ba6a3c7a3941,5,train,True
01c326366dc1bf2e0ac9379ae3fec2cdfc40114b49d8ca873a422c4d630ebf6d,1,8ea07517f67612a9a0b9e9f13ffc5923941a04918f613e09e0a0e195c21e4dd6,8,final,True
01c5bb486d1d4d2ac9d037531c498836b7110272a91d8f65767813f11ea2b0ac,1,247a0e6e8b8391c80b36a40e145b5ae52e561b536fcad3889bb29a877728f70f,5,train,True
01db68622591b888e382faee1157c48d9d0c9cca40e4d1abe07d3a8d8fa13626,1,44c5eb107fe8e56feaec848b28b53a2208ad458408a659d06db347a88c48772c,4,train,True
01f3996a56dd03a0e36967bcfe1abf32ae56174a11423c0ace2ad672cc5a7d50,1,fd730f002ab6f8e1dc6b741e93c0565dd120bb9aa056509a5ef16c2c4bf82936,8,final,True
0208625429eac5d0257128ef233eb30fd2a0b5ca87268ee3c16cd634435ea8ab,1,eb5a9016899ac9a5b68f0933bad0c6caa6803e4a638ef3d8b455eeee9d9fd7a4,8,final,True
024bd6dd47d13ffb2aec2e5a307637093d7eb8c2429d1beddfe04d5dd00d56cb,1,6ee4e0653dd866cfbe17b6f07b0125f87f3eb108af2f026bc8d37378ff73887c,4,train,True
02730900570f95cb39de7831445bba32d83214874798fb59d1ca554fc2069afb,1,e34a08a2e95e8d7854890215c98f960def9b1abebcac03ba2e58bc608ec046e4,4,train,True
