check,passed
terminal,True
no_final_data_or_predictions,True
construction_checks,True
exact_four_allocations,True
process_limits,True
1/charged_record,True
1/exit,True
1/recorded_score,True
1/recorded_loss,True
2/charged_record,True
2/exit,True
2/recorded_score,True
2/recorded_loss,True
3/charged_record,True
3/exit,True
3/recorded_score,True
3/recorded_loss,True
4/charged_record,True
4/exit,True
4/recorded_score,True
4/recorded_loss,True
pair/1-2/same_rows,True
pair/3-4/same_rows,True
earlier_failure_retained,True
source_and_inputs_unchanged,True
