path,sha256,status
rsi/evidence/2026-09-21/capstone-harness/package/TASK.md,1240e789c069d9c33c4420a4dc324015e96a7a827cd9afb686fc669a57d84f3c,PASS
rsi/evidence/2026-09-21/capstone-harness/package/DATA-CARD.md,dfcf3db290de2141e0f9af53707301ea751b3afaa53e4ec6831f6f9244dc4b2a,PASS
rsi/evidence/2026-09-21/capstone-harness/package/data/winequality-white.csv,76c3f809815c17c07212622f776311faeb31e87610d52c26d87d6e361b169836,PASS
rsi/evidence/2026-09-21/capstone-harness/package/WORKFLOW.md,51a5b1940f38d4c53f035b16f429e5057b6c2bf8471fb87f9147a56c7b92a188,PASS
rsi/evidence/2026-09-21/capstone-harness/export/experiment/baseline/predictions.csv,0acce01b01eafcc87c59d42fd504557db9f4e4d4007bde51801ec2df12d9f0a0,PASS
rsi/evidence/2026-09-21/capstone-recursion/PROTOCOL.md,5f5dcda291570c62d7dfe228d86529552560f57dccb38020e32d102fd86b5baa,PASS
rsi/evidence/2026-09-21/capstone-recursion/I0.md,753b9cddd58ea16e59eeffa1018171e0de26498f1456d86e4d4c4a593d2bc65e,PASS
rsi/evidence/2026-09-21/capstone-recursion/I1.md,cfc570b53e2bc1c93c2196a24578cfc052b2e3ba0a39d306c9be6aabce95d9f0,PASS
rsi/evidence/2026-09-21/capstone-recursion/CHANGE-PROPOSAL.md,69d6840b426124559cd223b7734fc03ce0e45977fb3375d2f1e6cf796583a593,PASS
rsi/evidence/2026-09-21/capstone-recursion/g1-TRACE.csv,0be2e24b24828d1fec6efad96c9f2e99a4febadb3f59fcfa77081796e52e9e63,PASS
rsi/evidence/2026-09-21/capstone-recursion/g1-TASK-SKILL.md,18f9607d27fe7e96513ab6235d44adbb371772a8f12e017751bd2ea10dca72a1,PASS
rsi/evidence/2026-09-21/capstone-recursion/g2-i0-START.md,18f9607d27fe7e96513ab6235d44adbb371772a8f12e017751bd2ea10dca72a1,PASS
rsi/evidence/2026-09-21/capstone-recursion/g2-i1-START.md,18f9607d27fe7e96513ab6235d44adbb371772a8f12e017751bd2ea10dca72a1,PASS
rsi/evidence/2026-09-21/capstone-recursion/g2-i0-TRACE.csv,8f3334c01fbe3340f19adc54eef408f15e4df0c88ac1ae86f0ed6769183c19af,PASS
rsi/evidence/2026-09-21/capstone-recursion/g2-i1-TRACE.csv,1b507651b8720eebccc35701c8ef4bf7f29eded76c29ae132319494fbe67f0db,PASS
rsi/evidence/2026-09-21/capstone-recursion/PROMOTION.csv,a8f14deab355011144401e503da569459a99ca237b63c4b1cff0e8b9cd48bc85,PASS
rsi/evidence/2026-09-21/capstone-recursion/PRE-FINAL.csv,222837e5b6fa233e4b9877cac63856f47e5d8c1565580d00c5d6a06278013a54,PASS
rsi/evidence/2026-09-21/capstone-recursion/FINAL-RESULTS.csv,f1a542c2781ad1b5e03f19bf4bffa844c7b621d18e61ea4bc5c7f7942770d3e2,PASS
rsi/evidence/2026-09-21/capstone-recursion/COST.md,4bd37ad54f8321442c1021517dc8803af5c65ce4333fbe8bf75375b901164aff,PASS
rsi/evidence/2026-09-21/capstone-recursion/CLAIM-AUDIT.md,426a2962cb8f66a86a1ba707b04d2bcac70d609e54d99a3c3dabe18a3b729e8a,PASS
rsi/evidence/2026-09-21/capstone-recursion/experiment/SPLIT.csv,e804996a57150d7e0b232d2c86fb7abffe2df5968069b2dbf98193fc69b41da5,PASS
rsi/evidence/2026-09-21/capstone-recursion/experiment/g2-i0-tree/predictions.csv,d4fb12132c7434e8b61fb398c343af67992118e9b22df2121347518251a4e7a7,PASS
rsi/evidence/2026-09-21/capstone-recursion/experiment/g2-i1-forest/predictions.csv,55bb2646893c404496f6a99a75fc61e604f77581f1bccd2df72c0aa8b8b8607c,PASS
rsi/evidence/2026-09-21/meta-skills/prerequisites/parent-milliseconds/RESULT.md,35eaa27488afd440f2fadab55691a7c20ed097a86180cc75ddf8b71499dacaaf,PASS
rsi/evidence/2026-09-21/meta-skills/10-16/target/RESULT.md,0fe5911e3cfaba17d806e1eb603c844c7f39c3eab4aebc253256a92b73f9f70e,PASS
rsi/evidence/2026-09-21/meta-skills/10-16/second/RESULT.md,8fb5a4bc5f675f477ec91d4a58d038a092c73302c62cdb4f2a0e802b4a89f4ba,PASS
rsi/evidence/2026-09-21/meta-skills/skills/TASK-SKILL-v0.md,459e42867373736442978b165af43ce1e3888c050ec79c44767394e22235032f,PASS
rsi/evidence/2026-09-21/meta-skills/skills/TASK-SKILL-v1.md,d86b869f511344e77f7518e0bf49e8769660e671d1bcc1647b12856dcfa22372,PASS
rsi/evidence/2026-09-21/meta-skills/skills/META-SKILL-v0.md,68967896900367586be8cfbd6cdf8b3a838b034f80e9f61ef2a11252c9294e01,PASS
rsi/evidence/2026-09-21/meta-skills/COST.md,991fe543a443e542845d2d98a867e98d9036ae8283903a3a4a283baf8a26c38d,PASS
